ExpName, AlgoName, Timeout, ErrorEstimate, BestAlgo, BestParams
krvskp,autoweka,241,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,300,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,360,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,420,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,480,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,540,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,600,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,660,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,720,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,780,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,840,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,900,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,960,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1020,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1080,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1140,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1200,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1260,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1320,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1380,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1440,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1500,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1560,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1620,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1680,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1740,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1800,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1860,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1920,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,1980,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,2040,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,2100,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,2161,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,2220,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
krvskp,autoweka,2280,0.49147183,weka.classifiers.trees.J48,-B -J -M 1 -C 0.723444733379293
