@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute class {class_0,class_1}

@data
0,1027,30,100078,167,89,25.6,364,class_0
0,1013,41,100078,104,81,26.8,245,class_0
0,1324,22,80079,30,108,8.8,284,class_0
1,1332,22,80079,44,104,17.4,172,class_0
0,966,20,100078,65,87,23.8,198,class_0
0,979,42,90078,440,107,20.2,239,class_0
0,1327,59,80079,58,88.2,11,259,class_0
0,978,35,90078,129,93.1,18.3,188,class_0
1,1290,36,60079,104,87.5,16.7,256,class_0
2,1139,35,20079,122,88.5,21.6,263,class_0
3,1487,36,110079,144,106,24.4,329,class_0
0,1193,29,40079,265,83.5,16.1,136,class_0
1,1513,30,120079,510,79,60.2,272,class_0
0,1208,27,40079,285,79.5,36.4,245,class_0
1,1395,27,90079,25,91,49.1,209,class_0
0,1209,28,40079,124,92,32.2,298,class_0
0,947,29,80078,53,76,14,174,class_0
1,1153,30,20079,46,71,16.9,197,class_0
2,1311,30,70079,40,85.5,12.7,201,class_0
3,1325,30,80079,41,90,9.7,342,class_0
4,1536,31,10080,45,79,13.8,217,class_0
0,923,31,60078,657,104,110,358,class_0
1,1156,32,20079,465,86.5,63.7,412,class_0
2,1266,32,50079,485,83.5,73,382,class_0
3,1496,32,120079,610,88.5,111.7,593,class_0
0,1135,37,20079,168,82.5,23.3,261,class_0
0,914,38,60078,286,109.5,31.9,260,class_0
1,1124,39,10079,388,91,41.6,204,class_0
2,1398,39,90079,148,105.2,18.8,221,class_0
0,913,34,60078,73,105.5,17,285,class_0
1,1223,35,40079,36,92.8,22,308,class_0
2,1531,36,10080,55,87,20.7,262,class_0
0,970,58,80078,19,100.5,10.9,196,class_0
1,1155,58,20079,34,98.5,19.9,299,class_0
2,1538,59,10080,25,78.5,9.2,316,class_0
0,1109,38,10079,113,97,18.8,216,class_0
0,1354,30,80079,57,105,12.9,155,class_0
0,949,42,80078,78,118,15.5,212,class_0
1,1066,43,110078,73,104,20.6,201,class_0
0,1168,29,30079,69,111,16,175,class_0
1,1447,30,100079,177,103.5,19.8,241,class_0
0,911,35,60078,48,98,16.4,233,class_0
1,951,35,70078,34,96.5,10.4,122,class_0
2,1009,35,90078,42,100.1,17.1,184,class_0
0,1358,44,90079,109,81,25.3,227,class_0
0,1115,35,90079,925,81,62.9,279,class_0
1,1203,35,40079,1288,82,51.6,368,class_0
2,1381,36,90079,325,76.3,33.9,413,class_0
0,929,53,60078,59,93,22.2,240,class_0
1,1236,54,40079,69,92.6,20.9,243,class_0
0,1202,30,40079,363,91.3,36,325,class_0
0,1050,35,110078,37,84,12.8,156,class_0
0,1289,53,60079,101,77.5,11.7,280,class_0
0,1173,41,30079,99,93.2,18.6,156,class_0
1,1008,40,90078,125,90.5,19.4,438,class_0
2,1328,42,80079,52,93.3,11.2,272,class_0
0,1303,59,60079,560,106,21,345,class_0
0,956,31,80078,85,94,20.1,198,class_0
1,1253,32,50079,79,77.3,9,137,class_0
2,1302,32,60079,72,88,8.3,166,class_0
0,953,52,60078,197,91.5,25.2,236,class_0
1,1163,52,30078,242,85.5,16.6,168,class_0
2,1334,53,80079,245,89.5,22.7,269,class_0
0,1030,39,100078,154,103.5,21.3,296,class_0
1,1306,39,60079,228,104,10.2,236,class_0
2,1493,40,120079,123,79,25.4,275,class_0
0,1323,43,80079,80,90.5,12.1,269,class_0
0,902,44,60078,28,104,22,142,class_0
1,1296,45,60079,35,86.3,14.4,184,class_0
0,1249,33,50079,57,88,8.9,190,class_0
0,955,26,110078,326,98,27.1,358,class_0
1,1307,26,60079,700,90,49.1,343,class_0
0,984,61,90078,100,101,11.8,301,class_0
1,1141,61,20079,80,97.5,15.1,262,class_0
0,1305,48,60079,115,79,14.2,258,class_0
0,1007,22,60079,52,83.5,10.9,176,class_1
0,786,32,80078,20,77,11,200,class_1
0,778,36,70078,28,86.5,13.2,171,class_1
0,1306,22,110079,30,104,22.6,230,class_1
0,895,23,10078,40,83,15.2,205,class_1
0,987,30,50079,24,78.8,9.6,151,class_1
0,789,27,80078,15,87,13.5,232,class_1
0,825,30,110078,22,91,17.5,198,class_1
0,1296,25,100079,42,65.5,13.3,216,class_1
0,906,26,20079,130,80.3,17.1,211,class_1
1,933,26,30079,48,85.2,22.7,160,class_1
2,1246,27,70079,31,86.5,6.9,162,class_1
3,671,25,100077,41,87.3,15,216,class_1
0,818,26,100078,47,53,14.6,131,class_1
1,921,27,30079,36,56,18.2,105,class_1
2,1253,27,70079,24,57.5,5.6,130,class_1
0,941,31,40079,34,92.7,7.9,140,class_1
1,1287,31,90079,38,96,12.6,158,class_1
0,1301,35,100079,40,104.6,16.1,209,class_1
0,948,28,40079,59,88,9.9,128,class_1
1,1259,28,80079,75,81,10.1,177,class_1
2,1289,28,90079,72,66.3,16.4,156,class_1
0,773,27,70078,42,77,15.3,163,class_1
1,934,27,30079,30,80.2,8.1,100,class_1
2,1022,28,60079,24,87,3.5,132,class_1
0,667,31,110077,29,94,11.8,174,class_1
0,801,24,90078,26,84.5,20.7,145,class_1
0,1262,23,80079,65,75,19.9,187,class_1
0,938,27,30079,34,86.3,11.8,120,class_1
0,903,25,20079,37,73.3,13,254,class_1
0,916,34,30079,73,57.4,7.4,107,class_1
1,1249,34,70079,87,76.3,6,87,class_1
0,1218,25,70079,35,71,8.8,186,class_1
0,779,20,70078,31,61.5,9.9,172,class_1
0,990,20,50079,62,81,10.2,181,class_1
0,1001,31,60079,48,79,16.8,182,class_1
0,1250,31,70079,40,82.5,6.4,151,class_1
0,1219,26,70079,55,85.5,10.9,216,class_1
0,1248,26,70079,32,73.8,8.6,147,class_1
0,1307,21,110079,26,79.3,16.4,123,class_1
0,769,27,60078,25,91,10.3,135,class_1
1,1016,27,60079,22,84,2.8,145,class_1
0,774,26,70078,30,76,17.1,145,class_1
1,917,26,30079,35,76.7,10.9,105,class_1
2,1255,26,70079,34,78,8,140,class_1
0,813,31,100078,27,90,15.6,167,class_1
1,920,31,30079,22,71.5,11.8,98,class_1
2,1012,31,60079,22,73.5,5.1,184,class_1
0,1285,25,90079,72,80.5,12,225,class_1
0,669,22,120077,22,85.5,15,175,class_1
0,782,35,70078,51,70,16.6,146,class_1
1,909,36,20079,30,66.7,15.3,124,class_1
2,1247,36,70079,23,66.3,4.4,142,class_1
0,943,33,40079,67,98,9.3,225,class_1
0,804,27,90078,50,69,15.1,160,class_1
