@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4}

@data
359,197,0.590447,class_0
579,200,0.602198,class_0
385,399,0.64274,class_0
556,147,0.534817,class_0
167,610,0.505403,class_0
94,285,0.53383,class_0
134,273,0.502457,class_0
709,37,0.574461,class_0
133,441,0.511305,class_0
590,269,0.42911,class_0
481,491,0.510967,class_0
464,565,0.59825,class_0
92,507,0.392619,class_0
188,434,0.475322,class_0
758,755,0.537193,class_0
975,902,0.462291,class_0
208,305,0.422745,class_0
484,542,0.381204,class_0
191,318,0.488022,class_0
321,397,0.434202,class_0
583,388,0.514718,class_0
569,477,0.399311,class_0
621,315,0.622657,class_0
518,211,0.550153,class_0
607,201,0.565442,class_0
637,227,0.53471,class_0
524,394,0.563578,class_0
468,579,0.509015,class_0
457,629,0.662353,class_0
335,659,0.623674,class_0
79,535,0.498406,class_0
309,581,0.521654,class_0
821,244,0.404678,class_0
726,186,0.650333,class_0
753,105,0.455191,class_0
796,491,0.496353,class_0
681,535,0.537601,class_0
694,589,0.506002,class_0
673,691,0.58534,class_0
723,663,0.506796,class_0
680,806,0.578986,class_0
568,771,0.553314,class_0
589,854,0.498942,class_0
442,981,0.61091,class_0
625,734,0.704204,class_0
688,834,0.526036,class_0
532,879,0.518759,class_0
498,880,0.607789,class_0
237,142,0.62588,class_0
61,195,0.421217,class_0
398,117,0.575178,class_0
678,352,0.451575,class_0
952,746,0.593999,class_0
492,63,0.75017,class_1
480,37,0.692573,class_1
438,22,0.677886,class_1
852,117,0.392197,class_1
1000,248,0.553481,class_1
169,543,0.453482,class_1
135,349,0.533284,class_1
109,659,0.73644,class_1
247,690,0.432264,class_1
131,619,0.53242,class_1
218,173,0.443355,class_1
131,318,0.451122,class_1
230,244,0.539191,class_1
241,126,0.497313,class_1
947,130,0.440193,class_1
762,78,0.467414,class_1
711,252,0.630506,class_1
322,380,0.686484,class_1
739,225,0.548805,class_1
353,608,0.564876,class_1
216,917,0.548065,class_1
925,845,0.716102,class_1
925,845,0.716102,class_1
898,817,0.392079,class_1
529,16,0.445238,class_2
773,16,0.374501,class_2
974,18,0.390561,class_2
999,20,0.401836,class_2
91,21,0.402138,class_2
328,30,0.60434,class_2
652,22,0.431553,class_2
763,20,0.365445,class_2
249,28,0.550429,class_2
824,23,0.377261,class_2
632,26,0.354122,class_2
372,28,0.375579,class_2
566,33,0.431396,class_2
514,33,0.597561,class_2
919,31,0.389643,class_2
767,58,0.566846,class_2
289,45,0.402065,class_2
824,46,0.370389,class_2
342,55,0.469495,class_2
892,56,0.439901,class_2
919,53,0.360478,class_2
947,52,0.410767,class_2
379,58,0.639604,class_2
616,61,0.495495,class_2
668,58,0.39576,class_2
291,64,0.367329,class_2
813,66,0.619271,class_2
993,69,0.370106,class_2
312,78,0.421881,class_2
995,84,0.464153,class_2
878,102,0.503428,class_2
198,89,0.480051,class_2
393,82,0.366147,class_2
141,86,0.601929,class_2
416,83,0.384303,class_2
816,86,0.405384,class_2
834,88,0.512129,class_2
926,93,0.43257,class_2
349,95,0.441798,class_2
26,94,0.381308,class_2
992,101,0.520491,class_2
69,112,0.400247,class_2
214,107,0.387713,class_2
424,111,0.388777,class_2
904,109,0.365708,class_2
341,120,0.432567,class_2
979,129,0.504309,class_2
17,126,0.536498,class_2
405,128,0.449673,class_2
627,120,0.36098,class_2
829,125,0.377222,class_2
267,129,0.385651,class_2
451,131,0.462972,class_2
639,130,0.397802,class_2
344,134,0.350713,class_2
904,146,0.408735,class_2
412,144,0.355248,class_2
772,145,0.369135,class_2
16,148,0.389789,class_2
848,152,0.404335,class_2
412,159,0.385761,class_2
255,164,0.392225,class_2
324,168,0.52976,class_2
873,169,0.65959,class_2
1003,169,0.461682,class_2
738,176,0.354326,class_2
779,178,0.476331,class_2
852,178,0.357523,class_2
920,179,0.411255,class_2
674,186,0.352367,class_2
925,194,0.43542,class_2
835,199,0.587433,class_2
478,198,0.437793,class_2
629,198,0.43667,class_2
818,202,0.418414,class_2
282,202,0.360201,class_2
459,204,0.357592,class_2
494,207,0.381922,class_2
962,211,0.410318,class_2
1002,212,0.414358,class_2
436,232,0.784148,class_2
632,217,0.436134,class_2
817,215,0.365584,class_2
28,227,0.397843,class_2
582,217,0.376827,class_2
190,225,0.389217,class_2
921,221,0.38497,class_2
397,223,0.399969,class_2
943,234,0.552193,class_2
492,227,0.353454,class_2
256,228,0.356253,class_2
809,235,0.387682,class_2
963,242,0.392481,class_2
17,242,0.405877,class_2
156,241,0.388305,class_2
760,249,0.463223,class_2
383,247,0.46285,class_2
487,247,0.476041,class_2
848,250,0.536584,class_2
220,252,0.43981,class_2
156,262,0.516746,class_2
432,266,0.515244,class_2
854,265,0.361746,class_2
901,266,0.369619,class_2
757,267,0.376726,class_2
509,277,0.463195,class_2
916,269,0.439006,class_2
220,276,0.520283,class_2
774,270,0.354804,class_2
392,277,0.433736,class_2
880,284,0.500453,class_2
311,278,0.448093,class_2
577,276,0.358872,class_2
770,286,0.552262,class_2
18,288,0.482248,class_2
170,286,0.473414,class_2
538,283,0.394705,class_2
447,286,0.358024,class_2
904,304,0.671142,class_2
804,295,0.352685,class_2
122,302,0.483042,class_2
579,299,0.389742,class_2
157,323,0.604014,class_2
413,308,0.390588,class_2
503,311,0.40467,class_2
762,311,0.394028,class_2
366,321,0.470998,class_2
568,315,0.490726,class_2
805,314,0.381684,class_2
206,317,0.424196,class_2
134,318,0.381104,class_2
515,322,0.384017,class_2
884,329,0.512253,class_2
443,324,0.400447,class_2
458,324,0.454657,class_2
586,336,0.447455,class_2
907,335,0.418114,class_2
978,327,0.410563,class_2
571,330,0.381802,class_2
102,334,0.462393,class_2
258,340,0.4409,class_2
389,342,0.378989,class_2
445,343,0.364609,class_2
954,361,0.554441,class_2
18,354,0.484559,class_2
442,359,0.460657,class_2
648,352,0.351794,class_2
279,362,0.401652,class_2
737,365,0.439415,class_2
771,365,0.410514,class_2
139,378,0.445803,class_2
196,375,0.385069,class_2
622,377,0.414608,class_2
834,382,0.552768,class_2
587,381,0.434863,class_2
769,383,0.478686,class_2
952,390,0.653487,class_2
282,391,0.377686,class_2
434,394,0.385809,class_2
450,403,0.488301,class_2
917,405,0.506762,class_2
644,405,0.469765,class_2
822,405,0.381278,class_2
504,410,0.521945,class_2
868,414,0.491825,class_2
883,408,0.380964,class_2
433,410,0.408864,class_2
449,425,0.409931,class_2
978,428,0.465555,class_2
629,429,0.373526,class_2
823,440,0.493003,class_2
773,443,0.461863,class_2
483,439,0.416552,class_2
442,441,0.451747,class_2
587,442,0.380113,class_2
476,451,0.369507,class_2
437,516,0.709354,class_2
484,473,0.49161,class_2
813,460,0.425452,class_2
337,461,0.387084,class_2
862,462,0.354785,class_2
776,477,0.467368,class_2
286,476,0.3748,class_2
398,479,0.530412,class_2
163,478,0.410644,class_2
808,482,0.407671,class_2
350,486,0.502455,class_2
279,493,0.380718,class_2
397,494,0.360934,class_2
730,495,0.398588,class_2
786,497,0.373716,class_2
976,496,0.362009,class_2
500,517,0.41135,class_2
816,502,0.354894,class_2
488,507,0.369435,class_2
818,520,0.467079,class_2
946,518,0.358109,class_2
284,520,0.351845,class_2
292,521,0.376161,class_2
777,529,0.378764,class_2
718,530,0.354345,class_2
767,531,0.374616,class_2
293,538,0.370696,class_2
940,536,0.359143,class_2
730,551,0.559991,class_2
490,545,0.361351,class_2
300,551,0.365918,class_2
802,569,0.467012,class_2
523,562,0.461226,class_2
563,558,0.386576,class_2
495,563,0.389146,class_2
352,565,0.361897,class_2
338,570,0.435499,class_2
79,576,0.412418,class_2
442,599,0.611774,class_2
735,577,0.466767,class_2
375,581,0.436676,class_2
509,583,0.429908,class_2
562,586,0.417059,class_2
408,604,0.509422,class_2
694,592,0.37869,class_2
247,596,0.42386,class_2
486,610,0.45296,class_2
826,606,0.508638,class_2
366,605,0.35735,class_2
700,608,0.367013,class_2
553,612,0.427575,class_2
300,616,0.35069,class_2
300,634,0.489569,class_2
347,630,0.453013,class_2
471,633,0.365724,class_2
735,639,0.488765,class_2
827,646,0.429736,class_2
485,649,0.414837,class_2
800,647,0.400918,class_2
392,667,0.485992,class_2
791,671,0.523118,class_2
691,670,0.362939,class_2
244,678,0.41508,class_2
560,678,0.355886,class_2
415,700,0.605255,class_2
815,685,0.470595,class_2
990,684,0.357974,class_2
701,697,0.546017,class_2
560,693,0.360837,class_2
390,701,0.483765,class_2
785,705,0.421081,class_2
768,704,0.355197,class_2
735,721,0.386149,class_2
489,717,0.397302,class_2
850,722,0.481194,class_2
386,726,0.506321,class_2
809,729,0.364412,class_2
588,735,0.510204,class_2
410,732,0.354134,class_2
297,740,0.403934,class_2
372,784,0.565025,class_2
874,744,0.460086,class_2
411,759,0.576744,class_2
640,746,0.425959,class_2
773,745,0.416005,class_2
490,750,0.412587,class_2
258,757,0.479814,class_2
292,758,0.350203,class_2
777,765,0.452835,class_2
602,779,0.45399,class_2
174,768,0.360051,class_2
516,777,0.562495,class_2
452,770,0.376839,class_2
872,772,0.357807,class_2
240,797,0.569249,class_2
898,778,0.410839,class_2
880,776,0.358476,class_2
82,779,0.355524,class_2
460,795,0.496323,class_2
911,797,0.595342,class_2
334,799,0.375886,class_2
704,803,0.379436,class_2
768,816,0.406404,class_2
918,821,0.474295,class_2
742,823,0.438474,class_2
702,823,0.433274,class_2
614,825,0.418564,class_2
407,834,0.427684,class_2
494,834,0.506416,class_2
938,836,0.518384,class_2
353,863,0.560259,class_2
191,839,0.45285,class_2
793,841,0.526172,class_2
536,838,0.352843,class_2
607,842,0.358754,class_2
318,850,0.352048,class_2
390,852,0.358504,class_2
696,858,0.448555,class_2
794,866,0.556972,class_2
143,864,0.518885,class_2
122,864,0.430559,class_2
425,862,0.376012,class_2
229,874,0.467951,class_2
300,882,0.440213,class_2
750,885,0.481191,class_2
142,885,0.403928,class_2
110,885,0.356444,class_2
676,890,0.500741,class_2
853,885,0.396779,class_2
893,890,0.501549,class_2
179,901,0.516709,class_2
604,894,0.395671,class_2
278,912,0.532212,class_2
255,898,0.372192,class_2
936,902,0.372133,class_2
758,912,0.446112,class_2
662,928,0.471477,class_2
385,915,0.454273,class_2
43,915,0.469109,class_2
735,923,0.391206,class_2
508,922,0.400747,class_2
992,925,0.466448,class_2
413,941,0.466136,class_2
292,950,0.465701,class_2
194,977,0.722769,class_2
315,953,0.370281,class_2
32,962,0.486765,class_2
244,958,0.378142,class_2
673,962,0.394012,class_2
991,969,0.425765,class_2
306,973,0.450234,class_2
159,970,0.428696,class_2
26,991,0.493546,class_2
370,979,0.469808,class_2
676,985,0.523893,class_2
731,979,0.384655,class_2
466,987,0.425426,class_2
138,992,0.430079,class_2
402,991,0.362417,class_2
379,998,0.441487,class_2
685,1006,0.442935,class_2
830,1005,0.41662,class_2
131,1007,0.403201,class_2
191,16,0.427486,class_2
868,25,0.49136,class_2
899,16,0.376045,class_2
980,42,0.52329,class_2
64,28,0.370027,class_2
573,31,0.394543,class_2
202,42,0.491629,class_2
157,36,0.351856,class_2
713,47,0.4095,class_2
870,62,0.417841,class_2
755,66,0.364379,class_2
990,87,0.545355,class_2
54,80,0.369336,class_2
667,83,0.382178,class_2
828,91,0.358298,class_2
761,97,0.392677,class_2
47,103,0.441237,class_2
432,106,0.37152,class_2
697,104,0.358098,class_2
664,108,0.358951,class_2
699,125,0.417173,class_2
533,122,0.356801,class_2
38,126,0.418779,class_2
416,128,0.358453,class_2
755,141,0.434615,class_2
430,150,0.382268,class_2
55,154,0.363333,class_2
742,165,0.355328,class_2
676,167,0.361361,class_2
307,186,0.361987,class_2
440,191,0.359706,class_2
750,192,0.447389,class_2
991,194,0.365893,class_2
468,197,0.369726,class_2
439,206,0.374589,class_2
894,208,0.406254,class_2
985,214,0.353987,class_2
891,225,0.389777,class_2
1008,228,0.355901,class_2
125,242,0.38819,class_2
752,246,0.361016,class_2
893,266,0.424037,class_2
939,300,0.497771,class_2
259,274,0.375826,class_2
889,281,0.421027,class_2
905,297,0.412038,class_2
665,325,0.380653,class_2
926,344,0.441143,class_2
941,349,0.470207,class_2
667,360,0.437156,class_2
280,367,0.410091,class_2
796,366,0.356162,class_2
874,368,0.357949,class_2
655,378,0.422107,class_2
895,417,0.509572,class_2
836,430,0.490113,class_2
79,424,0.396428,class_2
634,426,0.365754,class_2
810,459,0.435305,class_2
871,472,0.394617,class_2
634,475,0.361292,class_2
865,486,0.367605,class_2
452,496,0.403957,class_2
803,525,0.457293,class_2
436,529,0.366662,class_2
838,534,0.422255,class_2
221,537,0.371604,class_2
424,559,0.482194,class_2
488,579,0.593961,class_2
362,576,0.374346,class_2
449,592,0.433867,class_2
483,600,0.385783,class_2
846,655,0.375648,class_2
703,679,0.456439,class_2
181,696,0.472669,class_2
843,688,0.388705,class_2
909,691,0.370437,class_2
807,708,0.387705,class_2
425,731,0.45141,class_2
296,741,0.385122,class_2
934,741,0.406903,class_2
717,758,0.579349,class_2
283,770,0.467147,class_2
696,773,0.360774,class_2
281,806,0.390645,class_2
304,808,0.357455,class_2
630,808,0.355646,class_2
290,842,0.362578,class_2
779,849,0.488775,class_2
533,882,0.386124,class_2
912,895,0.353497,class_2
803,901,0.368968,class_2
916,902,0.362202,class_2
307,926,0.379193,class_2
252,937,0.359772,class_2
911,938,0.401662,class_2
780,955,0.508111,class_2
592,989,0.386717,class_2
496,991,0.358963,class_2
235,22,0.593933,class_2
372,18,0.403815,class_2
600,16,0.376423,class_2
877,18,0.487011,class_2
493,29,0.422136,class_2
524,33,0.543565,class_2
875,37,0.521606,class_2
404,37,0.386799,class_2
848,36,0.395394,class_2
600,40,0.389848,class_2
90,44,0.381434,class_2
905,42,0.408205,class_2
923,44,0.38343,class_2
936,45,0.400553,class_2
969,44,0.371588,class_2
472,63,0.475073,class_2
276,54,0.404002,class_2
879,59,0.507393,class_2
333,71,0.481334,class_2
505,80,0.592323,class_2
881,79,0.409804,class_2
593,80,0.36767,class_2
411,84,0.396192,class_2
479,99,0.439521,class_2
1003,100,0.361936,class_2
887,102,0.380003,class_2
590,104,0.371857,class_2
642,115,0.363051,class_2
976,124,0.451376,class_2
600,126,0.351295,class_2
508,130,0.350061,class_2
929,140,0.435181,class_2
226,140,0.351453,class_2
976,140,0.357615,class_2
818,143,0.393159,class_2
981,158,0.357223,class_2
399,162,0.389396,class_2
802,165,0.471233,class_2
449,168,0.355882,class_2
673,168,0.356322,class_2
864,187,0.466293,class_2
808,182,0.59198,class_2
982,176,0.369436,class_2
218,180,0.383842,class_2
980,195,0.55338,class_2
780,197,0.551935,class_2
931,196,0.40547,class_2
677,198,0.372405,class_2
276,206,0.436389,class_2
171,210,0.417646,class_2
676,212,0.454252,class_2
980,213,0.35974,class_2
226,219,0.478259,class_2
101,220,0.408049,class_2
869,218,0.370854,class_2
277,222,0.380825,class_2
129,224,0.392981,class_2
150,228,0.41281,class_2
979,234,0.456906,class_2
342,241,0.359531,class_2
108,244,0.364161,class_2
532,246,0.491661,class_2
705,247,0.4417,class_2
666,253,0.548835,class_2
192,251,0.363855,class_2
135,253,0.390274,class_2
219,258,0.431673,class_2
249,258,0.439761,class_2
629,258,0.467883,class_2
275,260,0.379715,class_2
303,262,0.385275,class_2
873,271,0.430859,class_2
352,268,0.465568,class_2
38,271,0.424473,class_2
664,272,0.514209,class_2
388,270,0.368568,class_2
983,279,0.449222,class_2
423,277,0.429433,class_2
486,283,0.634853,class_2
61,279,0.367508,class_2
554,280,0.353023,class_2
310,283,0.365159,class_2
518,282,0.353054,class_2
599,287,0.388957,class_2
857,289,0.395809,class_2
125,291,0.369614,class_2
663,294,0.588213,class_2
960,291,0.371713,class_2
698,297,0.390111,class_2
759,299,0.443682,class_2
66,303,0.376806,class_2
717,303,0.397778,class_2
786,304,0.475322,class_2
28,306,0.354468,class_2
325,310,0.446678,class_2
811,308,0.364117,class_2
821,308,0.380798,class_2
836,310,0.365833,class_2
902,314,0.355072,class_2
931,315,0.416184,class_2
948,318,0.352035,class_2
65,322,0.392787,class_2
983,322,0.431152,class_2
443,329,0.425404,class_2
528,323,0.383862,class_2
716,322,0.356171,class_2
716,333,0.389403,class_2
100,334,0.353832,class_2
980,345,0.378739,class_2
160,350,0.458866,class_2
874,352,0.416433,class_2
444,346,0.352231,class_2
727,359,0.394439,class_2
97,361,0.405056,class_2
447,360,0.35561,class_2
162,376,0.435658,class_2
985,379,0.475218,class_2
321,378,0.503107,class_2
488,378,0.402717,class_2
550,381,0.425396,class_2
353,384,0.431738,class_2
231,384,0.380038,class_2
840,388,0.408739,class_2
67,395,0.470019,class_2
438,394,0.496391,class_2
634,391,0.38769,class_2
301,395,0.478527,class_2
126,402,0.369427,class_2
356,403,0.448621,class_2
229,403,0.383392,class_2
962,403,0.357504,class_2
982,402,0.371493,class_2
398,410,0.457626,class_2
549,408,0.393982,class_2
586,418,0.53691,class_2
53,424,0.443702,class_2
849,421,0.379165,class_2
351,426,0.360175,class_2
641,425,0.361982,class_2
551,428,0.386312,class_2
985,433,0.397559,class_2
842,439,0.430299,class_2
789,438,0.416518,class_2
171,460,0.559229,class_2
986,456,0.513096,class_2
950,452,0.400491,class_2
334,458,0.428687,class_2
511,461,0.503351,class_2
739,457,0.377368,class_2
68,466,0.415021,class_2
618,476,0.594808,class_2
733,474,0.476084,class_2
986,476,0.356797,class_2
103,486,0.460392,class_2
16,488,0.401898,class_2
182,487,0.37319,class_2
890,488,0.354138,class_2
443,496,0.351179,class_2
821,497,0.368319,class_2
524,503,0.436208,class_2
252,515,0.446853,class_2
695,507,0.402859,class_2
859,506,0.378345,class_2
947,504,0.363427,class_2
632,513,0.369158,class_2
434,516,0.369646,class_2
558,515,0.419529,class_2
990,520,0.458529,class_2
413,518,0.420392,class_2
173,529,0.51829,class_2
368,524,0.355969,class_2
673,530,0.441488,class_2
115,535,0.491973,class_2
149,529,0.378392,class_2
430,528,0.351714,class_2
996,539,0.367367,class_2
226,555,0.577528,class_2
753,543,0.377607,class_2
674,542,0.353919,class_2
358,544,0.357747,class_2
858,558,0.389922,class_2
356,559,0.363002,class_2
97,562,0.376243,class_2
27,569,0.498196,class_2
929,576,0.452307,class_2
723,576,0.389309,class_2
755,585,0.431274,class_2
125,598,0.556425,class_2
397,589,0.439481,class_2
1002,592,0.531578,class_2
25,595,0.385725,class_2
67,600,0.43549,class_2
706,596,0.36457,class_2
927,600,0.397597,class_2
92,598,0.35249,class_2
342,599,0.378455,class_2
30,620,0.694995,class_2
865,678,0.600024,class_2
905,609,0.384757,class_2
1002,617,0.393362,class_2
906,623,0.505392,class_2
300,631,0.363298,class_2
892,642,0.4935,class_2
582,640,0.423342,class_2
568,643,0.389391,class_2
418,643,0.392166,class_2
284,662,0.709632,class_2
21,647,0.409444,class_2
514,647,0.374425,class_2
940,646,0.357106,class_2
30,650,0.352376,class_2
45,653,0.432358,class_2
578,654,0.412609,class_2
66,656,0.384009,class_2
1006,655,0.369365,class_2
423,660,0.357105,class_2
894,667,0.429327,class_2
815,721,0.547556,class_2
32,679,0.459442,class_2
925,671,0.401378,class_2
72,680,0.51281,class_2
343,687,0.415827,class_2
846,685,0.376533,class_2
287,694,0.390599,class_2
434,696,0.366845,class_2
899,804,0.688496,class_2
39,707,0.471857,class_2
157,707,0.417708,class_2
842,708,0.357195,class_2
962,713,0.365439,class_2
134,732,0.620339,class_2
753,725,0.463897,class_2
519,724,0.403584,class_2
952,730,0.351946,class_2
986,746,0.449119,class_2
331,735,0.378833,class_2
962,737,0.429695,class_2
445,742,0.442158,class_2
20,747,0.477802,class_2
522,742,0.369154,class_2
280,744,0.362522,class_2
185,757,0.542295,class_2
309,756,0.562896,class_2
72,752,0.36455,class_2
152,770,0.54032,class_2
863,773,0.468765,class_2
390,769,0.444142,class_2
445,763,0.369478,class_2
311,776,0.393611,class_2
440,772,0.350115,class_2
966,777,0.394039,class_2
274,779,0.36519,class_2
58,788,0.529768,class_2
766,825,0.510328,class_2
108,790,0.441962,class_2
169,789,0.387299,class_2
16,798,0.393616,class_2
32,802,0.448674,class_2
140,802,0.357488,class_2
854,812,0.447145,class_2
186,809,0.432691,class_2
986,808,0.357752,class_2
48,825,0.421395,class_2
75,812,0.492454,class_2
160,810,0.353702,class_2
956,814,0.440964,class_2
431,819,0.367404,class_2
16,821,0.361787,class_2
161,820,0.35686,class_2
446,821,0.382997,class_2
468,822,0.454438,class_2
812,823,0.428323,class_2
118,830,0.451027,class_2
482,824,0.360273,class_2
30,834,0.398162,class_2
333,835,0.444104,class_2
949,846,0.485619,class_2
313,847,0.482024,class_2
630,837,0.364155,class_2
846,836,0.352705,class_2
400,846,0.419109,class_2
77,849,0.416417,class_2
656,846,0.371363,class_2
833,861,0.471534,class_2
22,854,0.458253,class_2
345,850,0.35919,class_2
53,858,0.387945,class_2
940,857,0.364092,class_2
160,864,0.373866,class_2
328,866,0.356592,class_2
368,877,0.522044,class_2
743,884,0.516527,class_2
70,881,0.382489,class_2
426,875,0.365265,class_2
332,876,0.360643,class_2
898,878,0.368511,class_2
962,878,0.367128,class_2
166,885,0.369328,class_2
597,885,0.403959,class_2
512,900,0.534851,class_2
346,893,0.459355,class_2
930,892,0.385849,class_2
794,891,0.367745,class_2
894,905,0.568537,class_2
126,898,0.382082,class_2
90,901,0.38618,class_2
384,916,0.517137,class_2
731,910,0.387577,class_2
354,906,0.35106,class_2
367,947,0.621165,class_2
1002,911,0.459004,class_2
794,912,0.444218,class_2
756,933,0.532393,class_2
189,921,0.363846,class_2
725,928,0.425474,class_2
969,925,0.382811,class_2
898,934,0.482927,class_2
510,934,0.39818,class_2
592,932,0.357054,class_2
877,938,0.361206,class_2
714,954,0.484485,class_2
866,954,0.352628,class_2
724,984,0.481011,class_2
884,962,0.356892,class_2
973,968,0.471267,class_2
396,992,0.682578,class_2
858,981,0.372004,class_2
879,983,0.438656,class_2
741,1003,0.416177,class_2
856,1002,0.369996,class_2
937,1002,0.374686,class_2
873,1007,0.434123,class_2
777,19,0.454855,class_2
846,16,0.354662,class_2
718,24,0.402572,class_2
907,21,0.375918,class_2
937,44,0.46356,class_2
88,34,0.355551,class_2
548,36,0.370277,class_2
620,44,0.371753,class_2
761,42,0.359162,class_2
852,53,0.644128,class_2
966,68,0.587576,class_2
242,70,0.548655,class_2
607,75,0.439945,class_2
637,80,0.458158,class_2
188,89,0.467412,class_2
229,86,0.353268,class_2
862,95,0.487842,class_2
506,91,0.357383,class_2
912,91,0.351343,class_2
229,109,0.48264,class_2
344,102,0.385766,class_2
956,100,0.356788,class_2
300,113,0.372832,class_2
748,116,0.391403,class_2
766,124,0.452516,class_2
342,120,0.427895,class_2
319,122,0.411848,class_2
180,124,0.415562,class_2
633,126,0.478426,class_2
875,137,0.572333,class_2
678,136,0.527691,class_2
837,147,0.58979,class_2
708,137,0.380423,class_2
776,138,0.351871,class_2
584,141,0.377668,class_2
375,146,0.372267,class_2
298,151,0.486256,class_2
653,151,0.395482,class_2
924,154,0.350864,class_2
137,158,0.357068,class_2
508,160,0.374825,class_2
750,182,0.571397,class_2
301,169,0.469902,class_2
364,166,0.359642,class_2
179,178,0.382334,class_2
914,179,0.357353,class_2
882,187,0.366762,class_2
507,190,0.381802,class_2
847,194,0.408469,class_2
574,195,0.418376,class_2
387,197,0.39541,class_2
658,196,0.40243,class_2
292,208,0.48937,class_2
846,219,0.383836,class_2
500,218,0.388739,class_2
745,219,0.392874,class_2
881,222,0.3985,class_2
576,222,0.35496,class_2
495,239,0.421345,class_2
883,245,0.532636,class_2
190,240,0.459278,class_2
566,253,0.425699,class_2
196,265,0.47105,class_2
581,274,0.431538,class_2
881,274,0.42305,class_2
781,302,0.580089,class_2
693,279,0.385466,class_2
947,283,0.388279,class_2
271,286,0.478188,class_2
674,306,0.518924,class_2
78,306,0.471961,class_2
478,308,0.350065,class_2
742,318,0.489047,class_2
840,339,0.490449,class_2
287,323,0.397199,class_2
954,328,0.485084,class_2
242,326,0.353257,class_2
579,348,0.549516,class_2
694,345,0.372568,class_2
645,350,0.372263,class_2
796,365,0.47022,class_2
139,356,0.392085,class_2
95,359,0.39001,class_2
761,359,0.382553,class_2
305,368,0.390749,class_2
972,374,0.408265,class_2
311,385,0.416434,class_2
807,399,0.413712,class_2
760,407,0.363773,class_2
713,411,0.378345,class_2
818,417,0.423303,class_2
752,422,0.413566,class_2
386,418,0.353189,class_2
888,425,0.375414,class_2
50,431,0.359428,class_2
322,431,0.358041,class_2
316,432,0.35167,class_2
818,448,0.419773,class_2
258,452,0.353993,class_2
144,463,0.436518,class_2
755,458,0.377558,class_2
572,461,0.364499,class_2
64,473,0.368633,class_2
326,486,0.385757,class_2
184,490,0.423173,class_2
699,496,0.38464,class_2
562,500,0.416263,class_2
748,512,0.50034,class_2
245,528,0.484772,class_2
823,514,0.391977,class_2
554,537,0.412395,class_2
458,539,0.482404,class_2
650,554,0.571065,class_2
570,571,0.37003,class_2
935,580,0.488143,class_2
188,584,0.443197,class_2
21,583,0.351686,class_2
508,603,0.436955,class_2
534,599,0.467777,class_2
444,598,0.364179,class_2
584,608,0.436158,class_2
22,602,0.354474,class_2
98,610,0.467107,class_2
197,611,0.403959,class_2
270,609,0.36911,class_2
647,620,0.529564,class_2
532,617,0.460944,class_2
947,630,0.461527,class_2
772,627,0.361317,class_2
466,629,0.36278,class_2
160,638,0.368482,class_2
419,636,0.357363,class_2
249,643,0.513766,class_2
80,648,0.412394,class_2
770,645,0.441618,class_2
582,647,0.369759,class_2
598,648,0.376592,class_2
659,661,0.42432,class_2
598,666,0.532849,class_2
851,665,0.449249,class_2
76,664,0.350841,class_2
269,665,0.35484,class_2
535,676,0.373351,class_2
559,685,0.455756,class_2
422,689,0.371197,class_2
770,695,0.37223,class_2
348,709,0.407698,class_2
626,708,0.571231,class_2
542,706,0.354361,class_2
552,707,0.364329,class_2
173,720,0.445218,class_2
556,740,0.500293,class_2
708,746,0.396585,class_2
654,747,0.373723,class_2
527,757,0.450677,class_2
746,755,0.398675,class_2
593,762,0.449012,class_2
745,774,0.429557,class_2
529,776,0.469109,class_2
184,779,0.412146,class_2
413,778,0.392739,class_2
681,782,0.568138,class_2
842,789,0.428614,class_2
515,823,0.602764,class_2
537,795,0.519333,class_2
596,805,0.451444,class_2
975,797,0.543736,class_2
737,801,0.406492,class_2
633,803,0.416798,class_2
191,812,0.440008,class_2
411,808,0.374501,class_2
837,809,0.400722,class_2
483,822,0.515058,class_2
548,815,0.395241,class_2
894,824,0.361184,class_2
312,831,0.392118,class_2
390,840,0.394349,class_2
449,850,0.396872,class_2
802,844,0.367397,class_2
992,847,0.365113,class_2
875,849,0.38327,class_2
454,879,0.504566,class_2
18,881,0.394078,class_2
663,878,0.435888,class_2
420,917,0.650266,class_2
34,915,0.421479,class_2
386,906,0.382585,class_2
506,913,0.559348,class_2
323,976,0.603263,class_2
579,980,0.625211,class_2
30,977,0.371951,class_2
38,978,0.367081,class_2
54,996,0.357364,class_2
371,1005,0.533991,class_2
949,1004,0.563361,class_2
427,33,0.421577,class_2
210,35,0.358239,class_2
919,38,0.549629,class_2
776,46,0.358704,class_2
301,50,0.389163,class_2
240,51,0.368763,class_2
68,70,0.417282,class_2
577,71,0.440379,class_2
38,74,0.352717,class_2
339,82,0.364598,class_2
267,85,0.393,class_2
301,84,0.379885,class_2
576,88,0.401885,class_2
830,92,0.351832,class_2
290,101,0.36409,class_2
52,106,0.433238,class_2
779,117,0.374126,class_2
50,124,0.418577,class_2
