@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute class {class_0,class_1,class_2}

@data
5.23,3483,0.13,2,1,0,7159,2,1,0,1.37,2,class_0
5.46,3136,0.46,1,0,0,3814,1,1,0,1.87,1,class_0
1.54,3134,0.13,1,0,1,5502,2,1,2,1.99,1,class_0
7.32,3135,0.14,1,0,0,7230,0,2,0,1.6,2,class_0
1.83,3469,0.53,2,0,0,4318,2,0,0,2.01,1,class_0
7.02,3117,0.51,1,1,0,4577,2,0,0,1.21,0,class_0
6.23,3467,0.47,0,0,0,6588,0,2,0,1.94,2,class_0
6.54,3122,0.53,1,0,0,7228,0,1,0,1.53,1,class_0
1.64,3147,0.43,1,0,0,4551,1,2,0,1.45,1,class_0
6.04,3117,0.19,2,1,0,4569,1,1,0,0.6,1,class_0
6.3,3130,0.24,1,0,0,3417,2,2,0,0.88,0,class_0
1.41,3198,0.49,0,1,0,7298,0,1,0,1.88,0,class_0
7.89,3180,0.29,0,1,0,4560,2,1,0,1.63,1,class_0
5.48,3441,0.16,1,1,0,3043,1,1,0,1.77,1,class_0
7.48,3425,0.14,0,0,1,4739,0,1,2,1.13,1,class_0
1.58,3116,0.52,2,0,0,3570,0,0,0,0.58,1,class_0
1.45,3131,0.51,2,0,0,4311,2,2,0,1.94,1,class_0
1.41,3145,0.21,2,0,0,7306,2,0,0,1.44,1,class_0
5.6,3130,0.62,2,0,0,3053,0,1,0,0.58,1,class_0
1.57,3146,0.62,2,0,0,3040,2,2,0,0.99,0,class_0
5.5,3120,0.14,2,0,0,6522,1,0,0,1.66,2,class_0
1.93,3134,0.13,2,0,0,3933,1,2,0,1.23,2,class_0
7.34,3137,0.61,1,0,0,5146,1,1,0,1.23,2,class_0
6.92,3121,0.63,2,0,0,3059,0,1,0,0.99,0,class_0
5.45,3132,0.53,2,0,0,5217,0,1,0,0.59,1,class_0
7.86,3148,0.51,1,1,0,4586,2,2,0,1.81,1,class_0
7.72,3136,0.26,1,1,1,3617,1,1,0,1.13,0,class_0
5.19,3240,0.48,0,1,0,4483,2,2,0,1.39,2,class_0
2.43,3313,0.34,0,1,0,3317,1,1,0,1.96,0,class_0
2.03,3139,0.52,2,1,1,3614,2,2,2,0.57,1,class_0
1.43,3361,0.64,1,1,1,4529,0,2,2,0.58,1,class_0
1.63,3126,0.6,2,1,1,6978,1,1,2,1.83,2,class_0
2.24,3150,0.63,2,1,0,4497,2,1,0,0.59,1,class_0
1.9,3120,0.49,2,1,0,4514,1,2,0,0.58,1,class_0
8.11,3143,0.48,2,1,0,7191,2,0,0,1.34,2,class_0
7.24,3260,0.48,0,1,0,4500,1,2,0,0.6,1,class_0
6.43,3137,0.63,2,1,0,6276,2,1,0,1.92,2,class_0
6.38,3122,0.52,2,1,0,7285,2,2,0,0.79,2,class_0
1.5,3148,0.18,2,1,1,4475,0,1,2,1.18,1,class_0
7.36,3146,0.65,2,1,0,7216,1,1,0,1.74,0,class_0
5.63,3441,0.61,0,1,0,7311,2,1,0,2.03,0,class_0
5.45,3130,0.5,2,0,1,4518,2,0,2,1.77,1,class_0
2.55,3141,0.44,0,0,0,4246,1,2,0,1.66,1,class_0
1.55,3484,0.56,0,1,0,2999,0,0,0,1.49,0,class_0
1.76,3213,0.25,0,1,0,3727,0,2,0,1.86,1,class_0
7.24,3275,0.18,0,0,1,5475,1,1,2,0.8,1,class_0
6.54,3122,0.53,2,1,1,3111,1,0,2,2.05,1,class_0
2.84,3149,0.45,2,1,0,3761,0,0,0,1.05,0,class_0
8.11,3456,0.36,0,0,0,5540,1,0,0,1.74,2,class_0
6.51,3150,0.67,1,1,0,6665,1,2,0,1.71,2,class_0
6.05,3148,0.52,2,0,0,3569,0,2,0,1.69,1,class_0
6.25,3079,0.53,0,0,0,7313,2,0,0,1.41,1,class_0
7.89,3316,0.31,0,0,1,3773,1,0,2,1.71,0,class_0
