@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1}

@data
1,4.4,class_0
1,3.9,class_0
1,4,class_0
1,3.5,class_0
1,4.1,class_0
1,4.7,class_0
1,4.9,class_0
1,4.6,class_0
1,3.4,class_0
2,4.3,class_0
2,3.9,class_0
2,4,class_0
2,4.1,class_0
2,3.2,class_0
2,4.6,class_0
3,4.5,class_0
3,3.9,class_0
3,4.3,class_0
3,3.8,class_0
3,4.6,class_0
3,4.7,class_0
3,4.6,class_0
3,3.5,class_0
4,4,class_0
4,3.7,class_0
4,3.6,class_0
4,3.8,class_0
4,3.8,class_0
4,3.8,class_0
4,4.5,class_0
4,3.7,class_0
4,3.4,class_0
5,4.4,class_0
5,4.1,class_0
5,4.3,class_0
5,3.3,class_0
5,4.3,class_0
5,4.6,class_0
5,3.7,class_0
5,3.7,class_0
6,4.6,class_0
6,3.5,class_0
6,3.7,class_0
6,4.6,class_0
6,4,class_0
6,4.4,class_0
6,4.6,class_0
6,2.9,class_0
7,3.5,class_0
7,4.3,class_0
7,4.1,class_0
7,4.7,class_0
7,4.2,class_0
7,3.9,class_0
7,4.3,class_0
7,4.5,class_0
8,4.2,class_0
8,4.4,class_0
8,4.1,class_0
8,4,class_0
8,4.1,class_0
8,4.6,class_0
8,4.5,class_0
8,4.8,class_0
8,4.1,class_0
16,4.1,class_0
16,4.2,class_0
16,4.5,class_0
16,4.7,class_0
16,4.7,class_0
16,4.3,class_0
16,4.4,class_0
16,4.4,class_0
16,4.6,class_0
17,4.8,class_0
17,4,class_0
17,4.4,class_0
17,4.1,class_0
17,4.3,class_0
17,3.9,class_0
17,4.5,class_0
17,4.7,class_0
17,4.6,class_0
18,4.8,class_0
18,4.3,class_0
18,3.8,class_0
18,4,class_0
18,4.1,class_0
18,4.4,class_0
18,4,class_0
18,5.1,class_0
18,5,class_0
18,4.4,class_0
19,4.5,class_0
19,3.8,class_0
19,4.3,class_0
19,4.4,class_0
19,4.8,class_0
19,4.7,class_0
19,4.8,class_0
19,4.4,class_0
19,4.3,class_0
20,4.4,class_0
20,4.7,class_0
20,4.3,class_0
20,4.7,class_0
20,4.6,class_0
20,4.2,class_0
20,4.6,class_0
20,4.2,class_0
21,3.7,class_0
21,4.7,class_0
21,4.5,class_0
21,4.8,class_0
21,4.8,class_0
21,4.7,class_0
21,5.1,class_0
21,4.3,class_0
21,4.8,class_0
22,3,class_0
22,4.6,class_0
22,4,class_0
22,5.1,class_0
22,4.3,class_0
22,4.7,class_0
22,4.2,class_0
22,4.3,class_0
23,4.4,class_0
23,4.2,class_0
23,4.7,class_0
23,4.7,class_0
23,4.5,class_0
23,4.2,class_0
23,5.2,class_0
1,4,class_1
1,2.3,class_1
1,1.7,class_1
1,1.7,class_1
2,1.7,class_1
2,3.7,class_1
2,3.1,class_1
2,1.8,class_1
2,1.8,class_1
2,1.9,class_1
2,2,class_1
3,2.3,class_1
3,1.9,class_1
3,1.8,class_1
3,1.8,class_1
3,1.9,class_1
4,3.7,class_1
4,4.3,class_1
4,2.5,class_1
4,4.1,class_1
4,3.8,class_1
5,4,class_1
5,2.3,class_1
5,2,class_1
5,2.9,class_1
5,1.9,class_1
5,3.6,class_1
6,1.8,class_1
6,4,class_1
6,1.7,class_1
6,1.7,class_1
6,1.8,class_1
6,1.9,class_1
7,2,class_1
7,1.8,class_1
7,1.8,class_1
7,1.8,class_1
7,2,class_1
8,4.1,class_1
8,2.7,class_1
8,1.9,class_1
8,2,class_1
16,1.9,class_1
16,2,class_1
16,2.5,class_1
16,4.3,class_1
16,2.1,class_1
17,4.1,class_1
17,4,class_1
17,4,class_1
17,3.2,class_1
17,2.2,class_1
18,2.2,class_1
18,1.8,class_1
18,2.2,class_1
18,1.9,class_1
19,2.2,class_1
19,1.9,class_1
19,1.8,class_1
19,2,class_1
19,2.5,class_1
20,1.9,class_1
20,2.2,class_1
20,2.3,class_1
20,3.3,class_1
20,2.9,class_1
20,3.3,class_1
20,2.6,class_1
20,4.6,class_1
21,1.8,class_1
21,4.5,class_1
21,2,class_1
21,1.9,class_1
21,2,class_1
22,2.1,class_1
22,2.2,class_1
22,2.9,class_1
22,2.1,class_1
22,4.5,class_1
22,1.7,class_1
23,1.7,class_1
23,2.2,class_1
23,4,class_1
23,1.8,class_1
23,1.8,class_1
23,2.1,class_1
23,2.1,class_1
23,2,class_1
