@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15,class_16,class_17,class_18}

@data
3,3,17457,class_0
1,3,123,class_0
4,3,113,class_0
2,3,6,class_0
0,3,2100,class_0
3,1,183,class_0
1,1,1234,class_0
4,1,11,class_0
2,1,0,class_0
0,1,107,class_0
3,4,59,class_0
1,4,143,class_0
4,4,112,class_0
2,4,0,class_0
0,4,13,class_0
3,2,73,class_0
1,2,486,class_0
4,2,165,class_0
2,2,49,class_0
0,2,0,class_0
3,0,985,class_0
1,0,0,class_0
4,0,60,class_0
2,0,0,class_0
0,0,1521,class_0
3,3,14200,class_1
1,3,0,class_1
4,3,4,class_1
2,3,0,class_1
0,3,636,class_1
3,1,14,class_1
1,1,0,class_1
4,1,0,class_1
2,1,0,class_1
0,1,0,class_1
3,4,0,class_1
1,4,0,class_1
4,4,12,class_1
2,4,0,class_1
0,4,0,class_1
3,2,0,class_1
1,2,0,class_1
4,2,0,class_1
2,2,0,class_1
0,2,0,class_1
3,0,83,class_1
1,0,0,class_1
4,0,0,class_1
2,0,0,class_1
0,0,51,class_1
3,3,17299,class_2
1,3,18,class_2
4,3,12,class_2
2,3,5,class_2
0,3,623,class_2
3,1,111,class_2
1,1,732,class_2
4,1,0,class_2
2,1,0,class_2
0,1,567,class_2
3,4,0,class_2
1,4,0,class_2
4,4,12,class_2
2,4,0,class_2
0,4,11,class_2
3,2,0,class_2
1,2,0,class_2
4,2,0,class_2
2,2,45,class_2
0,2,0,class_2
3,0,569,class_2
1,0,44,class_2
4,0,0,class_2
2,0,0,class_2
0,0,1952,class_2
3,3,8621,class_3
1,3,18,class_3
4,3,65,class_3
2,3,0,class_3
0,3,400,class_3
3,1,32,class_3
1,1,0,class_3
4,1,0,class_3
2,1,0,class_3
0,1,61,class_3
3,4,206,class_3
1,4,0,class_3
4,4,522,class_3
2,4,0,class_3
0,4,282,class_3
3,2,0,class_3
1,2,0,class_3
4,2,0,class_3
2,2,0,class_3
0,2,0,class_3
3,0,660,class_3
1,0,0,class_3
4,0,23,class_3
2,0,0,class_3
0,0,1660,class_3
3,3,8035,class_4
1,3,0,class_4
4,3,23,class_4
2,3,0,class_4
0,3,302,class_4
3,1,0,class_4
1,1,0,class_4
4,1,0,class_4
2,1,0,class_4
0,1,26,class_4
3,4,25,class_4
1,4,0,class_4
4,4,388,class_4
2,4,0,class_4
0,4,76,class_4
3,2,0,class_4
1,2,0,class_4
4,2,0,class_4
2,2,0,class_4
0,2,0,class_4
3,0,374,class_4
1,0,0,class_4
4,0,27,class_4
2,0,0,class_4
0,0,224,class_4
3,3,11643,class_5
1,3,108,class_5
4,3,0,class_5
2,3,20,class_5
0,3,988,class_5
3,1,605,class_5
1,1,2588,class_5
4,1,0,class_5
2,1,55,class_5
0,1,1946,class_5
3,4,7,class_5
1,4,0,class_5
4,4,0,class_5
2,4,0,class_5
0,4,12,class_5
3,2,31,class_5
1,2,256,class_5
4,2,0,class_5
2,2,245,class_5
0,2,0,class_5
3,0,1325,class_5
1,0,87,class_5
4,0,0,class_5
2,0,0,class_5
0,0,4084,class_5
3,3,18363,class_6
1,3,0,class_6
4,3,0,class_6
2,3,0,class_6
0,3,312,class_6
3,1,0,class_6
1,1,0,class_6
4,1,0,class_6
2,1,0,class_6
0,1,0,class_6
3,4,0,class_6
1,4,0,class_6
4,4,0,class_6
2,4,0,class_6
0,4,0,class_6
3,2,0,class_6
1,2,0,class_6
4,2,0,class_6
2,2,0,class_6
0,2,0,class_6
3,0,121,class_6
1,0,0,class_6
4,0,0,class_6
2,0,0,class_6
0,0,204,class_6
3,3,23641,class_7
1,3,0,class_7
4,3,24,class_7
2,3,0,class_7
0,3,1727,class_7
3,1,0,class_7
1,1,0,class_7
4,1,0,class_7
2,1,0,class_7
0,1,11,class_7
3,4,0,class_7
1,4,0,class_7
4,4,0,class_7
2,4,0,class_7
0,4,0,class_7
3,2,0,class_7
1,2,0,class_7
4,2,0,class_7
2,2,0,class_7
0,2,0,class_7
3,0,703,class_7
1,0,0,class_7
4,0,0,class_7
2,0,0,class_7
0,0,894,class_7
3,3,19226,class_8
1,3,0,class_8
4,3,183,class_8
2,3,0,class_8
0,3,2097,class_8
3,1,41,class_8
1,1,24,class_8
4,1,47,class_8
2,1,0,class_8
0,1,12,class_8
3,4,1,class_8
1,4,0,class_8
4,4,226,class_8
2,4,0,class_8
0,4,0,class_8
3,2,0,class_8
1,2,0,class_8
4,2,0,class_8
2,2,0,class_8
0,2,0,class_8
3,0,512,class_8
1,0,0,class_8
4,0,12,class_8
2,0,0,class_8
0,0,319,class_8
3,3,16018,class_9
1,3,0,class_9
4,3,118,class_9
2,3,0,class_9
0,3,1145,class_9
3,1,0,class_9
1,1,0,class_9
4,1,0,class_9
2,1,0,class_9
0,1,0,class_9
3,4,501,class_9
1,4,0,class_9
4,4,3466,class_9
2,4,28,class_9
0,4,1135,class_9
3,2,0,class_9
1,2,0,class_9
4,2,0,class_9
2,2,0,class_9
0,2,0,class_9
3,0,1158,class_9
1,0,0,class_9
4,0,0,class_9
2,0,0,class_9
0,0,1431,class_9
3,3,18634,class_10
1,3,0,class_10
4,3,11,class_10
2,3,0,class_10
0,3,2513,class_10
3,1,0,class_10
1,1,0,class_10
4,1,0,class_10
2,1,0,class_10
0,1,0,class_10
3,4,1,class_10
1,4,0,class_10
4,4,38,class_10
2,4,0,class_10
0,4,25,class_10
3,2,0,class_10
1,2,0,class_10
4,2,0,class_10
2,2,0,class_10
0,2,0,class_10
3,0,114,class_10
1,0,0,class_10
4,0,28,class_10
2,0,0,class_10
0,0,367,class_10
3,3,21353,class_11
1,3,0,class_11
4,3,2,class_11
2,3,0,class_11
0,3,2434,class_11
3,1,30,class_11
1,1,0,class_11
4,1,51,class_11
2,1,0,class_11
0,1,85,class_11
3,4,55,class_11
1,4,0,class_11
4,4,161,class_11
2,4,0,class_11
0,4,0,class_11
3,2,32,class_11
1,2,0,class_11
4,2,79,class_11
2,2,0,class_11
0,2,31,class_11
3,0,665,class_11
1,0,0,class_11
4,0,0,class_11
2,0,0,class_11
0,0,1022,class_11
3,3,14714,class_12
1,3,72,class_12
4,3,18,class_12
2,3,0,class_12
0,3,2329,class_12
3,1,7,class_12
1,1,35,class_12
4,1,0,class_12
2,1,0,class_12
0,1,0,class_12
3,4,0,class_12
1,4,0,class_12
4,4,0,class_12
2,4,0,class_12
0,4,0,class_12
3,2,0,class_12
1,2,0,class_12
4,2,0,class_12
2,2,0,class_12
0,2,0,class_12
3,0,642,class_12
1,0,651,class_12
4,0,0,class_12
2,0,0,class_12
0,0,3532,class_12
3,3,14395,class_13
1,3,19,class_13
4,3,0,class_13
2,3,0,class_13
0,3,1395,class_13
3,1,202,class_13
1,1,420,class_13
4,1,0,class_13
2,1,0,class_13
0,1,884,class_13
3,4,0,class_13
1,4,0,class_13
4,4,0,class_13
2,4,0,class_13
0,4,0,class_13
3,2,0,class_13
1,2,0,class_13
4,2,0,class_13
2,2,0,class_13
0,2,0,class_13
3,0,2028,class_13
1,0,0,class_13
4,0,0,class_13
2,0,0,class_13
0,0,5657,class_13
3,3,19071,class_14
1,3,0,class_14
4,3,0,class_14
2,3,0,class_14
0,3,1929,class_14
3,1,4,class_14
1,1,0,class_14
4,1,0,class_14
2,1,0,class_14
0,1,34,class_14
3,4,4,class_14
1,4,0,class_14
4,4,21,class_14
2,4,0,class_14
0,4,14,class_14
3,2,0,class_14
1,2,0,class_14
4,2,0,class_14
2,2,0,class_14
0,2,0,class_14
3,0,928,class_14
1,0,0,class_14
4,0,0,class_14
2,0,0,class_14
0,0,1995,class_14
3,3,13554,class_15
1,3,0,class_15
4,3,0,class_15
2,3,0,class_15
0,3,1446,class_15
3,1,0,class_15
1,1,0,class_15
4,1,0,class_15
2,1,0,class_15
0,1,0,class_15
3,4,0,class_15
1,4,0,class_15
4,4,0,class_15
2,4,0,class_15
0,4,0,class_15
3,2,0,class_15
1,2,0,class_15
4,2,0,class_15
2,2,0,class_15
0,2,0,class_15
3,0,0,class_15
1,0,0,class_15
4,0,0,class_15
2,0,0,class_15
0,0,0,class_15
3,3,9707,class_16
1,3,4,class_16
4,3,0,class_16
