@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute class {class_0,class_1}

@data
5,1,1,174,5.15906,class_0
18,1,1,208,5.33754,class_0
4,1,1,238,5.47227,class_0
5,1,1,297,5.69373,class_0
6,1,1,126,4.83628,class_0
8,1,1,161,5.0814,class_0
0,1,0,91,4.51086,class_0
0,1,0,147,4.99043,class_0
2,1,1,97,4.57471,class_0
2,1,1,77,4.34381,class_0
2,1,1,130,4.86753,class_0
2,1,1,140,4.94164,class_0
0,0,0,7,1.94591,class_0
0,0,0,6,1.79176,class_0
0,0,0,8,2.07944,class_0
0,0,0,9,2.19722,class_0
0,0,0,10,2.30259,class_0
0,0,0,10,2.30259,class_0
0,0,0,11,2.3979,class_0
0,0,0,10,2.30259,class_0
0,0,0,18,2.89037,class_0
0,0,0,21,3.04452,class_0
0,0,0,36,3.58352,class_0
0,0,0,67,4.20469,class_0
0,0,0,50,3.91202,class_0
0,0,0,75,4.31749,class_0
0,0,0,115,4.74493,class_0
0,0,0,48,3.8712,class_0
0,0,0,51,3.93183,class_0
0,0,0,53,3.97029,class_0
0,0,0,61,4.11087,class_0
0,0,0,69,4.23411,class_0
0,0,0,16,2.77259,class_0
0,0,0,16,2.77259,class_0
0,0,0,16,2.77259,class_0
0,0,0,16,2.77259,class_0
0,0,0,16,2.77259,class_0
0,0,0,16,2.77259,class_0
0,0,0,59,4.07754,class_0
0,0,0,63,4.14313,class_0
0,0,0,56,4.02535,class_0
9,0,1,372,5.91889,class_0
9,1,1,400,5.99146,class_0
0,1,0,64,4.15888,class_0
0,1,0,63,4.14313,class_0
0,1,0,41,3.71357,class_0
0,1,0,44,3.78419,class_0
0,1,0,44,3.78419,class_0
0,1,0,36,3.58352,class_0
0,1,0,47,3.85015,class_0
0,1,0,54,3.98898,class_0
45,1,1,406,6.00635,class_0
7,1,1,432,6.06843,class_0
12,1,1,209,5.34233,class_0
12,1,1,257,5.54908,class_0
15,1,1,266,5.5835,class_0
3,1,1,117,4.76217,class_0
0,1,0,143,4.96284,class_0
0,1,0,155,5.04343,class_0
0,1,0,212,5.35659,class_0
0,1,0,212,5.35659,class_0
26,0,1,415,6.02828,class_0
1,1,1,77,4.34381,class_0
6,0,1,78,4.35671,class_0
1,0,1,46,3.82864,class_0
2,0,1,37,3.61092,class_0
139,1,1,920,6.82437,class_0
8,0,1,468,6.14847,class_0
11,0,1,462,6.13556,class_0
27,0,1,479,6.1717,class_0
0,0,0,18,2.89037,class_0
13,0,1,45,3.80666,class_0
1,0,1,49,3.89182,class_0
0,0,1,49,3.89182,class_0
0,0,1,49,3.89182,class_0
0,0,1,34,3.52636,class_0
0,0,1,34,3.52636,class_0
12,1,1,168,5.12396,class_0
10,1,1,265,5.57973,class_0
0,1,0,156,5.04986,class_0
0,1,0,199,5.2933,class_0
0,1,0,346,5.84644,class_0
0,1,0,434,6.07304,class_0
0,0,0,25,3.21888,class_0
0,0,0,25,3.21888,class_0
0,0,0,69,4.23411,class_0
43,1,1,658,6.4892,class_0
6,1,1,407,6.00881,class_0
6,1,1,272,5.6058,class_0
30,1,1,268,5.59099,class_0
19,1,1,277,5.62402,class_0
4,1,1,178,5.18178,class_0
0,1,0,212,5.35659,class_0
0,1,0,212,5.35659,class_0
0,1,0,198,5.28827,class_0
0,1,0,189,5.24175,class_0
0,1,0,192,5.2575,class_0
14,1,1,246,5.50533,class_0
1,1,1,69,4.23411,class_0
84,1,1,520,6.25383,class_0
3,1,1,49,3.89182,class_0
25,0,1,536,6.28413,class_0
0,1,0,456,6.12249,class_0
41,0,1,401,5.99396,class_0
69,0,1,397,5.98394,class_0
6,1,1,414,6.02587,class_0
6,1,1,459,6.12905,class_0
22,1,1,472,6.15698,class_0
8,1,1,365,5.8999,class_0
50,1,1,450,6.10925,class_0
8,1,1,106,4.66344,class_0
5,0,1,76,4.33073,class_0
15,0,1,107,4.67283,class_0
2,1,1,93,4.5326,class_0
8,0,1,113,4.72739,class_0
19,1,1,691,6.53814,class_0
6,1,1,196,5.27811,class_1
2,1,1,367,5.90536,class_1
7,1,1,409,6.01372,class_1
7,1,1,429,6.06146,class_1
25,1,1,347,5.84932,class_1
40,1,1,282,5.64191,class_1
8,1,1,132,4.8828,class_1
6,0,1,320,5.76832,class_1
4,1,1,408,6.01127,class_1
5,1,1,457,6.12468,class_1
2,0,1,148,4.99721,class_1
10,0,1,342,5.83481,class_1
36,0,1,296,5.69036,class_1
10,0,1,319,5.76519,class_1
101,0,1,574,6.35263,class_1
1,1,1,461,6.1334,class_1
16,1,1,530,6.27288,class_1
2,1,1,83,4.41884,class_1
40,1,1,830,6.72143,class_1
43,1,1,424,6.04973,class_1
74,1,1,555,6.31897,class_1
0,0,0,189,5.24175,class_1
50,0,1,59,4.07754,class_1
77,1,1,599,6.39526,class_1
6,0,1,305,5.72031,class_1
21,0,1,357,5.87774,class_1
5,0,1,82,4.40672,class_1
53,1,1,388,5.96101,class_1
45,1,1,579,6.3613,class_1
52,1,1,608,6.41017,class_1
8,0,1,82,4.40672,class_1
67,1,1,624,6.43615,class_1
67,1,1,620,6.42972,class_1
14,0,1,80,4.38203,class_1
10,0,1,126,4.83628,class_1
11,0,1,60,4.09434,class_1
68,1,1,850,6.74524,class_1
5,0,1,427,6.05678,class_1
28,0,1,87,4.46591,class_1
2,0,1,78,4.35671,class_1
22,0,1,352,5.86363,class_1
33,0,1,51,3.93183,class_1
22,0,1,45,3.80666,class_1
23,0,1,524,6.26149,class_1
155,1,1,890,6.79122,class_1
20,0,1,509,6.23245,class_1
40,0,1,84,4.43082,class_1
