@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute class {class_0,class_1}

@data
0,125,256,6000,256,16,128,class_0
1,29,8000,32000,32,8,32,class_0
1,29,8000,32000,32,8,32,class_0
1,29,8000,32000,32,8,32,class_0
1,29,8000,16000,32,8,16,class_0
1,26,8000,32000,64,8,32,class_0
1,23,16000,32000,64,16,32,class_0
1,23,16000,32000,64,16,32,class_0
1,23,16000,64000,64,16,32,class_0
1,23,32000,64000,128,32,64,class_0
3,50,4000,16000,65,1,8,class_0
5,110,5000,5000,142,8,64,class_0
7,25,1310,2620,131,12,24,class_0
7,25,1310,2620,131,12,24,class_0
7,56,5240,20970,30,12,24,class_0
7,64,5240,20970,30,12,24,class_0
13,75,2000,16000,64,1,38,class_0
13,75,2000,16000,128,1,38,class_0
16,140,2000,32000,32,1,20,class_0
16,140,2000,32000,32,1,54,class_0
16,140,2000,32000,32,1,54,class_0
17,57,4000,24000,64,12,16,class_0
17,26,16000,32000,64,16,24,class_0
17,26,16000,32000,64,8,24,class_0
17,26,8000,32000,0,8,24,class_0
17,26,8000,16000,0,8,16,class_0
17,17,4000,16000,8,6,12,class_0
17,17,4000,16000,32,6,12,class_0
18,50,8000,16000,48,1,10,class_0
21,60,2000,16000,64,5,8,class_0
21,60,4000,16000,64,5,8,class_0
21,50,4000,16000,64,5,10,class_0
21,72,4000,16000,64,8,16,class_0
21,40,8000,16000,32,8,16,class_0
21,40,8000,32000,64,8,24,class_0
21,35,8000,32000,64,8,24,class_0
21,38,16000,32000,128,16,32,class_0
21,48,4000,24000,32,8,24,class_0
21,38,8000,32000,64,8,24,class_0
21,30,16000,32000,256,16,24,class_0
22,38,8000,16000,64,4,8,class_0
22,38,8000,24000,160,4,8,class_0
22,38,4000,16000,128,16,32,class_0
26,59,8000,16000,64,12,24,class_0
26,26,8000,24000,32,8,16,class_0
26,26,8000,32000,64,12,16,class_0
26,26,8000,32000,128,24,32,class_0
27,50,2000,32000,24,6,26,class_0
27,50,2000,32000,48,26,52,class_0
27,50,2000,32000,112,52,104,class_0
27,50,4000,32000,112,52,104,class_0
27,30,8000,64000,96,12,176,class_0
27,30,8000,64000,128,12,176,class_0
2,400,1000,3000,0,1,2,class_1
2,400,512,3500,4,1,6,class_1
3,60,2000,8000,65,1,8,class_1
4,350,64,64,0,1,4,class_1
4,200,512,16000,0,4,32,class_1
5,167,524,2000,8,4,15,class_1
5,143,512,5000,0,7,32,class_1
5,143,1000,2000,0,5,16,class_1
5,143,1500,6300,0,5,32,class_1
5,143,3100,6200,0,5,20,class_1
5,143,2300,6200,0,6,64,class_1
5,110,3100,6200,0,6,64,class_1
6,320,128,6000,0,1,12,class_1
6,320,512,2000,4,1,3,class_1
6,320,256,6000,0,1,6,class_1
6,320,256,3000,4,1,3,class_1
6,320,512,5000,4,1,5,class_1
6,320,256,5000,4,1,6,class_1
7,50,2620,10480,30,12,24,class_1
7,50,2620,10480,30,12,24,class_1
7,50,500,2000,8,1,4,class_1
7,50,1000,4000,8,1,5,class_1
7,50,2000,8000,8,1,5,class_1
8,50,1000,4000,8,3,5,class_1
8,50,1000,8000,8,3,5,class_1
8,50,2000,16000,8,3,5,class_1
8,50,2000,16000,8,3,6,class_1
8,50,2000,16000,8,3,6,class_1
9,133,1000,12000,9,3,12,class_1
9,133,1000,8000,9,3,12,class_1
9,810,512,512,8,1,1,class_1
9,810,1000,5000,0,1,1,class_1
9,320,512,8000,4,1,5,class_1
9,200,512,8000,8,1,8,class_1
10,700,384,8000,0,1,1,class_1
10,700,256,2000,0,1,1,class_1
10,140,1000,16000,16,1,3,class_1
10,200,1000,8000,0,1,2,class_1
10,110,1000,4000,16,1,2,class_1
10,110,1000,12000,16,1,2,class_1
10,220,1000,8000,16,1,2,class_1
11,800,256,8000,0,1,4,class_1
11,800,256,8000,0,1,4,class_1
11,800,256,8000,0,1,4,class_1
11,800,256,8000,0,1,4,class_1
11,800,256,8000,0,1,4,class_1
12,125,512,1000,0,8,20,class_1
13,75,2000,8000,64,1,38,class_1
14,90,256,1000,0,3,10,class_1
14,105,256,2000,0,3,10,class_1
14,105,1000,4000,0,3,24,class_1
14,105,2000,4000,8,3,19,class_1
14,75,2000,8000,8,3,24,class_1
14,75,3000,8000,8,3,48,class_1
14,175,256,2000,0,3,24,class_1
15,300,768,3000,0,6,24,class_1
15,300,768,3000,6,6,24,class_1
15,300,768,12000,6,6,24,class_1
15,300,768,4500,0,1,24,class_1
15,300,384,12000,6,1,24,class_1
15,300,192,768,6,6,24,class_1
15,180,768,12000,6,1,31,class_1
16,330,1000,3000,0,2,4,class_1
16,300,1000,4000,8,3,64,class_1
16,300,1000,16000,8,2,112,class_1
16,330,1000,2000,0,1,2,class_1
16,330,1000,4000,0,3,6,class_1
16,140,2000,4000,0,3,6,class_1
16,140,2000,4000,0,4,8,class_1
16,140,2000,4000,8,1,20,class_1
16,140,2000,8000,32,1,54,class_1
16,140,2000,4000,8,1,20,class_1
17,57,4000,16000,1,6,12,class_1
17,480,96,512,0,1,1,class_1
17,203,1000,2000,0,1,5,class_1
17,115,512,6000,16,1,6,class_1
17,1100,512,1500,0,1,1,class_1
17,1100,768,2000,0,1,1,class_1
17,600,768,2000,0,1,1,class_1
17,400,2000,4000,0,1,1,class_1
17,400,4000,8000,0,1,1,class_1
17,900,1000,1000,0,1,2,class_1
17,900,512,1000,0,1,2,class_1
17,900,1000,4000,4,1,2,class_1
17,900,1000,4000,8,1,2,class_1
17,900,2000,4000,0,3,6,class_1
17,225,2000,4000,8,3,6,class_1
17,225,2000,4000,8,3,6,class_1
17,180,2000,8000,8,1,6,class_1
17,185,2000,16000,16,1,6,class_1
17,180,2000,16000,16,1,6,class_1
17,225,1000,4000,2,3,6,class_1
17,25,2000,12000,8,1,4,class_1
17,25,2000,12000,16,3,5,class_1
17,1500,768,1000,0,0,0,class_1
17,1500,768,2000,0,0,0,class_1
17,800,768,2000,0,0,0,class_1
18,50,2000,4000,0,3,6,class_1
18,50,2000,8000,8,3,6,class_1
18,50,2000,8000,8,1,6,class_1
18,50,2000,16000,24,1,6,class_1
18,50,2000,16000,24,1,6,class_1
19,100,1000,8000,0,2,6,class_1
19,100,1000,8000,24,2,6,class_1
19,100,1000,8000,24,3,6,class_1
19,50,2000,16000,12,3,16,class_1
19,50,2000,16000,24,6,16,class_1
19,50,2000,16000,24,6,16,class_1
20,150,512,4000,0,8,128,class_1
21,115,2000,8000,16,1,3,class_1
21,115,2000,4000,2,1,5,class_1
21,92,2000,8000,32,1,6,class_1
21,92,2000,8000,32,1,6,class_1
21,92,2000,8000,4,1,6,class_1
21,75,4000,16000,16,1,6,class_1
21,60,4000,16000,32,1,6,class_1
21,72,2000,8000,16,6,8,class_1
22,112,1000,1000,0,1,4,class_1
22,84,1000,2000,0,1,6,class_1
22,56,1000,4000,0,1,6,class_1
22,56,2000,6000,0,1,8,class_1
22,56,2000,8000,0,1,8,class_1
22,56,4000,8000,0,1,8,class_1
22,56,4000,12000,0,1,8,class_1
