@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1}

@data
0.747253,0.894737,class_0
0.472527,-0.064327,class_0
0.362637,0.789474,class_0
-0.692308,0.836257,class_0
0.153846,0.274854,class_0
0.10989,-0.929825,class_0
-0.032967,-0.005848,class_0
-0.747253,-0.602339,class_0
-0.582418,0.847953,class_0
-0.351648,-0.602339,class_0
-0.725275,-0.438596,class_0
-0.824176,-0.48538,class_0
-0.10989,0.380117,class_0
-0.373626,0.450292,class_0
0.934066,0.555556,class_0
0.417582,0.80117,class_0
-0.186813,-0.005848,class_0
-0.296703,0.497076,class_0
0.153846,-0.099415,class_0
0.450549,-0.076023,class_0
-0.769231,-0.415205,class_0
-0.010989,-0.02924,class_0
-0.142857,-0.578947,class_0
-0.087912,-0.871345,class_0
-0.032967,0.368421,class_0
0.758242,0.859649,class_0
0.736264,0.80117,class_0
-0.571429,0.22807,class_0
0.351648,0.169591,class_0
0.846154,0.836257,class_0
-0.648352,0.695906,class_0
0.186813,0.309942,class_0
-0.901099,0.239766,class_0
-0.406593,-0.099415,class_0
-0.637363,0.087719,class_0
0.21978,-0.812865,class_0
-0.78022,-0.461988,class_0
0.395604,0.017544,class_0
-0.956044,0.473684,class_0
0.296703,0.216374,class_0
0.10989,-0.707602,class_0
-0.373626,0.590643,class_0
0.065934,-0.730994,class_0
-0.56044,0.660819,class_0
-0.813187,0.356725,class_0
0.142857,-0.836257,class_0
-0.32967,0.578947,class_0
-0.989011,0.181287,class_0
-0.648352,-0.157895,class_0
-0.296703,-0.567251,class_0
0.384615,-0.157895,class_0
-0.208791,-0.777778,class_0
-0.395604,0.578947,class_0
0.835165,0.660819,class_0
-0.637363,0.111111,class_0
-0.549451,0.719298,class_0
0.043956,-0.777778,class_0
-0.010989,-0.672515,class_0
0.021978,-0.076023,class_0
0.384615,0.789474,class_0
-0.868132,0.438596,class_0
-0.186813,-0.730994,class_0
-0.373626,0.146199,class_0
-0.527473,0.80117,class_0
-0.32967,-0.637427,class_0
0.417582,-0.192982,class_0
0.153846,0.005848,class_0
0.241758,-0.824561,class_0
-0.230769,0.380117,class_0
-0.10989,-0.847953,class_0
-0.659341,-0.040936,class_0
0.868132,0.695906,class_0
0.098901,-0.087719,class_0
-0.714286,0.122807,class_0
0.252747,0.356725,class_0
-0.846154,0.380117,class_0
-0.406593,0.134503,class_0
-0.56044,-0.111111,class_0
-0.318681,0.473684,class_0
-0.648352,0.707602,class_0
-0.516484,-0.812865,class_0
0.065934,0.28655,class_0
0.791209,0.918129,class_0
0.934066,0.602339,class_0
-0.802198,-0.602339,class_0
0.791209,0.871345,class_0
0.505495,0.929825,class_0
-0.472527,-0.74269,class_0
-0.142857,-0.707602,class_0
0.362637,-0.239766,class_0
-0.582418,0.239766,class_0
0.21978,-0.964912,class_0
-0.362637,0.403509,class_0
-0.637363,-0.625731,class_0
0.351648,0.146199,class_0
-0.021978,0.426901,class_0
-0.230769,0.508772,class_0
-0.758242,-0.438596,class_0
-0.505495,-0.836257,class_0
0.373626,-0.076023,class_0
0.417582,0.064327,class_0
-0.78022,-0.181287,class_0
0.098901,-0.836257,class_0
-0.714286,0.906433,class_0
-0.945055,0.649123,class_0
0.703297,0.812865,class_0
-0.571429,-0.076023,class_0
-0.208791,0.48538,class_0
-0.879121,0.403509,class_0
0.868132,0.614035,class_0
-0.087912,-0.695906,class_0
-0.406593,0.532164,class_0
-0.142857,-0.122807,class_0
-0.142857,-0.052632,class_0
-0.538462,0.111111,class_0
0.208791,0.380117,class_0
-0.615385,-0.134503,class_0
-0.21978,-0.122807,class_0
-0.736264,-0.087719,class_0
