@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1}

@data
31.00364,23.26688,7.230798,class_0
49.43488,14.58399,7.632419,class_0
40.8756,16.54536,9.448964,class_0
30.3865,14.09269,10.82812,class_0
21.51478,14.62777,14.206017,class_0
52.79831,16.20542,5.881757,class_0
82.03417,18.70948,7.309711,class_0
53.82093,24.90919,11.178427,class_0
35.45004,14.98645,8.150639,class_0
35.97384,18.26981,9.701499,class_0
17.28443,19.28165,11.770937,class_0
40.34323,17.07288,9.569179,class_0
40.09599,16.5574,7.592497,class_0
71.25636,22.05316,4.745073,class_0
49.15592,25.29855,9.402155,class_0
30.10877,20.51938,9.761904,class_0
73.64907,23.04829,8.914683,class_0
23.09566,23.14277,8.283638,class_0
74.50653,26.67545,5.60768,class_0
49.07031,15.7657,8.046996,class_0
38.13897,23.45553,9.242191,class_0
37.8643,24.35871,5.072251,class_0
48.83539,21.78728,7.370431,class_0
49.31054,23.79483,6.105405,class_0
59.5954,20.19549,10.643159,class_0
43.86243,23.74024,9.876809,class_0
42.69428,19.54895,5.318793,class_0
39.81298,19.33146,10.398321,class_0
30.16931,18.75827,11.600249,class_0
65.71708,21.56996,11.836892,class_0
60.83708,16.99439,11.667376,class_0
32.80462,12.07096,4.005709,class_0
30.708,11.07358,5.301046,class_0
37.59411,18.30526,4.025821,class_0
17.07915,20.17793,8.948571,class_0
59.2687,19.40296,6.94356,class_0
55.98981,21.62523,9.481025,class_0
66.03676,21.20303,7.654457,class_0
34.21307,24.81469,9.823174,class_0
27.37644,16.97518,9.042124,class_0
38.01772,21.15527,4.208769,class_0
53.09078,18.54568,11.796233,class_0
29.99265,20.68949,7.729539,class_0
32.87926,19.33031,8.940657,class_0
51.41095,27.17447,18.329891,class_0
47.9779,13.45111,11.132126,class_0
29.14101,13.93297,8.971434,class_0
29.61948,17.28113,12.037997,class_0
20.11325,15.43279,9.895172,class_0
46.15706,20.18894,9.892874,class_0
47.35069,21.03832,10.722192,class_0
48.27315,10.3783,12.464415,class_0
38.5025,19.29832,7.388185,class_0
53.28329,12.42103,7.895045,class_0
49.31968,19.53016,8.827714,class_0
38.0076,22.62315,12.517871,class_0
35.75494,21.967824,9.813626,class_0
56.64582,23.837922,5.935521,class_0
28.05017,16.425267,6.254481,class_0
24.43639,12.866443,6.416575,class_0
36.74151,28.701275,8.129796,class_0
51.60427,23.256626,9.162857,class_0
36.29387,28.219647,8.963647,class_0
49.3156,12.754421,4.901094,class_0
42.52603,15.259872,3.753026,class_0
45.03535,15.910588,9.673983,class_0
53.58968,17.479152,6.593206,class_0
50.87313,24.091647,7.940116,class_0
43.23371,20.996555,6.999479,class_0
44.65048,27.328523,14.482146,class_0
40.88238,24.668105,11.988798,class_0
60.2047,20.198805,10.273794,class_0
65.15516,21.949589,10.585712,class_0
32.20217,14.826891,9.218406,class_0
30.63162,16.019532,7.514517,class_0
57.73959,12.305945,9.00786,class_0
31.38305,15.636574,10.525487,class_0
58.13541,18.106384,16.486638,class_0
35.82881,19.423973,7.309619,class_0
68.88249,22.090155,14.8644,class_0
31.12646,21.249885,11.697476,class_0
42.66868,18.27247,9.760996,class_0
31.61076,11.234297,6.70918,class_0
48.91147,29.133117,9.501423,class_0
56.26601,9.465954,12.34514,class_0
57.00776,21.864336,8.63718,class_0
60.53039,22.460815,13.184704,class_0
33.55877,9.944407,11.112688,class_0
35.07665,20.863693,6.412714,class_0
39.57854,21.386383,10.567394,class_0
37.49684,19.443633,7.181405,class_0
42.52914,13.509524,6.119707,class_0
37.92675,22.056532,5.764179,class_0
44.07668,18.723714,7.390685,class_0
45.43558,6.673574,11.40097,class_0
40.49844,17.008992,5.818384,class_0
61.05408,20.565637,8.52238,class_0
35.79037,17.460296,11.633657,class_0
30.43024,15.175543,9.922323,class_0
34.25194,17.393009,8.575006,class_0
39.02983,22.989621,11.581594,class_0
14.54485,18.789259,7.402595,class_0
40.82427,15.866612,13.035596,class_0
56.78615,19.68982,8.022191,class_0
31.49878,19.024942,8.896145,class_0
50.23412,19.787703,5.533031,class_0
53.99178,12.578931,13.095607,class_0
34.0723,14.707079,4.89592,class_0
56.19601,16.503532,13.385656,class_0
60.22915,12.4947,7.50179,class_0
25.4305,15.429456,7.093608,class_0
73.36733,11.733168,10.995533,class_0
41.03081,16.898016,7.652521,class_0
45.64587,15.776473,10.100305,class_0
42.79168,19.906883,11.603682,class_0
55.41707,10.950193,8.879902,class_0
23.32133,13.188867,7.662124,class_0
26.24216,17.089928,11.837653,class_0
27.75598,20.453001,11.35059,class_0
74.02024,17.04064,10.040783,class_0
35.31779,27.423508,8.196755,class_0
55.34011,19.231154,9.582971,class_0
51.72282,19.416366,9.005578,class_0
31.54455,22.957156,12.259395,class_0
65.7917,11.886188,11.844376,class_0
58.56229,21.967335,9.257621,class_0
44.48713,6.315057,9.811712,class_0
14.57953,11.237777,8.279308,class_0
51.29142,21.310604,5.45586,class_0
44.9688,23.229244,14.841477,class_0
41.52814,23.486412,10.526141,class_0
35.05274,14.979399,14.092763,class_0
38.61933,15.322167,6.472759,class_0
48.05538,22.367462,10.664142,class_0
24.50266,14.729203,8.933703,class_0
54.26287,22.4126,10.989368,class_0
45.09315,15.266212,8.008589,class_0
38.29034,18.484617,6.211857,class_0
52.03118,18.611506,8.264502,class_0
53.45748,18.45639,13.387248,class_0
56.02569,15.269285,9.682898,class_0
44.5446,23.513551,8.234101,class_0
57.77123,19.56477,10.024496,class_0
44.47816,16.465937,16.282917,class_0
35.72367,20.961449,8.920077,class_0
60.51941,25.536944,7.830989,class_0
58.20072,21.940654,9.328216,class_0
57.49603,9.356378,9.657288,class_0
33.13163,15.501287,8.241687,class_0
23.19774,16.326932,6.484154,class_0
44.6663,13.350297,11.189935,class_0
52.7552,6.072037,12.079897,class_0
70.29565,15.669814,16.645835,class_0
42.19186,12.376644,11.201804,class_0
40.44778,15.202241,10.731687,class_0
54.30312,12.820001,12.617078,class_0
64.49443,18.669319,10.10154,class_0
28.33149,20.073935,13.166874,class_0
37.08181,22.411866,9.745913,class_0
42.72505,13.618889,4.825533,class_0
55.60159,15.772453,7.19259,class_0
55.67929,18.821653,10.369913,class_0
38.50903,18.14826,17.052381,class_0
31.94153,24.669439,9.431859,class_0
39.3895,22.500982,11.07661,class_0
55.02534,17.37781,11.966984,class_0
54.63792,23.647714,12.340953,class_0
29.9059,24.743703,6.578576,class_0
34.23163,20.444207,12.067139,class_0
56.72213,17.76966,8.541528,class_0
52.94209,16.34219,8.725454,class_0
62.20513,19.942907,6.331768,class_0
46.73384,15.689406,12.983795,class_0
54.81733,21.690934,10.182902,class_0
14.59547,19.828227,13.596449,class_0
34.17247,13.022515,13.479929,class_0
50.65065,23.195854,8.340731,class_0
76.23651,17.990466,10.72516,class_0
33.47399,22.748235,8.402009,class_0
39.24873,20.889842,8.450064,class_0
