@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1}

@data
1979,4,class_0
1979,3,class_0
1979,7,class_0
1979,0,class_0
1979,8,class_0
1979,6,class_0
1979,5,class_0
1979,1,class_0
1979,11,class_0
1979,10,class_0
1979,9,class_0
1979,2,class_0
1980,4,class_0
1980,3,class_0
1980,7,class_0
1980,0,class_0
1980,8,class_0
1980,6,class_0
1980,5,class_0
1980,1,class_0
1980,11,class_0
1980,10,class_0
1980,9,class_0
1980,2,class_0
1981,4,class_0
1981,3,class_0
1981,7,class_0
1981,0,class_0
1981,8,class_0
1981,6,class_0
1981,5,class_0
1981,1,class_0
1981,11,class_0
1981,10,class_0
1981,9,class_0
1981,2,class_0
1982,4,class_0
1982,3,class_0
1982,7,class_0
1982,0,class_0
1982,8,class_0
1982,6,class_0
1982,5,class_0
1982,1,class_0
1982,11,class_0
1982,10,class_0
1982,9,class_0
1982,2,class_0
1983,4,class_0
1983,3,class_0
1983,7,class_0
1983,0,class_0
1983,8,class_0
1983,6,class_0
1983,5,class_0
1983,1,class_0
1983,11,class_0
1983,10,class_0
1983,9,class_0
1983,2,class_0
1984,4,class_0
1984,3,class_0
1984,7,class_0
1984,0,class_0
1984,8,class_0
1984,6,class_0
1984,5,class_0
1984,1,class_0
1984,11,class_0
1984,10,class_0
1984,9,class_0
1984,2,class_0
1985,4,class_0
1985,3,class_0
1985,7,class_0
1985,0,class_0
1985,8,class_0
1985,6,class_0
1985,11,class_0
1985,10,class_0
1985,9,class_0
1985,2,class_0
1986,4,class_0
1986,3,class_0
1986,7,class_0
1986,0,class_0
1986,8,class_0
1986,6,class_0
1986,5,class_0
1986,1,class_0
1986,11,class_0
1986,10,class_0
1986,9,class_0
1986,2,class_0
1987,4,class_0
1987,3,class_0
1987,7,class_0
1987,0,class_0
1987,8,class_0
1987,6,class_0
1987,11,class_0
1987,10,class_0
1987,9,class_0
1987,2,class_0
1988,4,class_0
1988,3,class_0
1988,7,class_0
1988,0,class_0
1988,9,class_0
1988,2,class_0
1989,4,class_0
1989,3,class_0
1989,7,class_0
1989,9,class_0
1989,2,class_0
1990,4,class_0
1990,3,class_0
1990,7,class_0
1990,9,class_0
1990,2,class_0
1991,4,class_0
1991,3,class_0
1991,7,class_0
1991,0,class_0
1991,9,class_0
1991,2,class_0
1992,4,class_0
1992,3,class_0
1992,7,class_0
1992,9,class_0
1992,2,class_0
1993,4,class_0
1993,3,class_0
1993,9,class_0
1993,2,class_0
1994,4,class_0
1994,3,class_0
1994,9,class_0
1994,2,class_0
1995,4,class_0
1995,3,class_0
1995,7,class_0
1995,9,class_0
1995,2,class_0
1996,4,class_0
1996,3,class_0
1996,9,class_0
1996,2,class_0
1997,4,class_0
1997,3,class_0
1997,9,class_0
1997,2,class_0
1998,4,class_0
1998,3,class_0
1998,7,class_0
1998,9,class_0
1998,2,class_0
1999,4,class_0
1999,3,class_0
1999,2,class_0
2000,4,class_0
2000,3,class_0
2000,2,class_0
1985,5,class_1
1985,1,class_1
1987,5,class_1
1987,1,class_1
1988,8,class_1
1988,6,class_1
1988,5,class_1
1988,1,class_1
1988,11,class_1
1988,10,class_1
1989,0,class_1
1989,8,class_1
1989,6,class_1
1989,5,class_1
1989,1,class_1
1989,11,class_1
1989,10,class_1
1990,0,class_1
1990,8,class_1
1990,6,class_1
1990,5,class_1
1990,1,class_1
1990,11,class_1
1990,10,class_1
1991,8,class_1
1991,6,class_1
1991,5,class_1
1991,1,class_1
1991,11,class_1
1991,10,class_1
1992,0,class_1
1992,8,class_1
1992,6,class_1
1992,5,class_1
1992,1,class_1
1992,11,class_1
1992,10,class_1
1993,7,class_1
1993,0,class_1
1993,8,class_1
1993,6,class_1
1993,5,class_1
1993,1,class_1
1993,11,class_1
1993,10,class_1
1994,7,class_1
1994,0,class_1
1994,8,class_1
1994,6,class_1
1994,5,class_1
1994,1,class_1
1994,11,class_1
1994,10,class_1
1995,0,class_1
1995,8,class_1
1995,6,class_1
1995,5,class_1
1995,1,class_1
1995,11,class_1
1995,10,class_1
1996,7,class_1
1996,0,class_1
1996,8,class_1
1996,6,class_1
1996,5,class_1
1996,1,class_1
1996,11,class_1
1996,10,class_1
1997,7,class_1
1997,0,class_1
1997,8,class_1
1997,6,class_1
1997,5,class_1
1997,1,class_1
1997,11,class_1
1997,10,class_1
1998,0,class_1
1998,8,class_1
1998,6,class_1
1998,5,class_1
1998,1,class_1
1998,11,class_1
1998,10,class_1
1999,7,class_1
1999,0,class_1
1999,8,class_1
1999,6,class_1
1999,5,class_1
1999,1,class_1
1999,11,class_1
1999,10,class_1
1999,9,class_1
2000,7,class_1
2000,0,class_1
2000,8,class_1
2000,6,class_1
2000,5,class_1
2000,1,class_1
2000,11,class_1
2000,10,class_1
2000,9,class_1
