@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute class {class_0,class_1}

@data
0,0,8.96,-140.32,-6.3,-6.4,83.5,27.32,class_0
0,1,8.95,-140.32,-5.7,-3.6,86.4,26.7,class_0
0,2,8.96,-140.32,-6.2,-5.8,83,27.36,class_0
0,3,8.96,-140.34,-6.4,-5.3,82.2,27.32,class_0
0,4,8.96,-140.33,-4.9,-6.2,87.3,27.09,class_0
0,5,8.96,-140.33,-6.3,-4.9,91.5,26.82,class_0
0,6,8.97,-140.32,-6.7,-3.7,94.1,26.62,class_0
0,7,8.96,-140.33,-6.3,-4.8,92,26.89,class_0
0,8,8.97,-140.33,-6.3,-4.9,86.9,27.44,class_0
0,9,8.97,-140.32,-4.2,-2.5,87.3,26.62,class_0
0,10,8.96,-140.32,-6.8,-2.4,86,27.6,class_0
0,11,8.96,-140.33,-7.1,-3.2,82.2,27.87,class_0
0,12,8.96,-140.33,-6.7,-4.7,81.3,27.75,class_0
2,0,2,-139.95,-0.3,3.2,86.8,27.1,class_0
2,1,2,-139.96,-1.6,1.1,83.6,27.42,class_0
2,2,1.99,-139.97,-3.9,-2.5,87.5,27.3,class_0
2,3,1.98,-139.96,-4.7,1.4,88.3,26.98,class_0
2,4,1.99,-139.97,-5.3,2.5,82.5,27.14,class_0
2,5,2,-139.97,-6.8,0.5,82.8,27.46,class_0
2,6,2,-139.97,-5.6,0.5,84,27.02,class_0
2,7,2,-139.96,-3.4,2,87.2,26.55,class_0
2,8,2,-139.97,-4.5,2.3,82.1,25.59,class_0
2,9,2,-139.96,-4.1,0.4,79.3,25.47,class_0
2,10,1.99,-139.97,-5.8,0.7,83.2,26.27,class_0
2,11,2,-139.97,-7.2,2.8,83.2,26.23,class_0
2,12,2,-139.98,-5.8,0.5,78.1,25.79,class_0
2,13,2,-139.99,-5.4,-0.4,77.8,25.91,class_0
3,0,-0.01,-139.94,0.7,0.3,93.1,26.54,class_0
3,1,-0.02,-139.93,-1.5,-0.4,92.3,26.51,class_0
3,2,-0.01,-139.94,-3.4,-1.4,92.3,26.53,class_0
3,3,-0.02,-139.94,-4.3,1.3,92.3,26.18,class_0
3,4,-0.02,-139.94,-3.7,0.4,92.3,25.79,class_0
3,5,-0.01,-139.94,-5.1,-2.5,92.3,26.03,class_0
3,6,-0.02,-139.94,-5.4,-2.1,88.1,25.5,class_0
3,7,-0.02,-139.94,-3.6,-0.6,90.4,25.04,class_0
3,8,-0.02,-139.94,-3.3,0.3,88.8,24.63,class_0
3,9,-0.02,-139.93,-3,-2.7,87.3,24.51,class_0
3,10,-0.02,-139.93,-4.7,-1,90.4,24.19,class_0
3,11,-0.02,-139.93,-5.2,0.2,87.3,24.02,class_0
3,12,-0.01,-139.94,-4.7,-1,88.4,24.21,class_0
4,6,-2.03,-139.97,-4.5,-5.2,87.7,27.08,class_0
4,7,-2.02,-139.97,-3.6,-4.5,83.1,26.6,class_0
4,8,-2.02,-139.96,-2.6,-2.3,84.4,26.41,class_0
4,9,-2.02,-139.96,-1.2,-5.1,88.5,25.93,class_0
4,10,-2.01,-139.96,-4,-4.3,84.4,25.54,class_0
4,11,-2.01,-139.96,-4,-3.1,84.8,25.69,class_0
4,12,-2.02,-139.96,-2.8,-4.5,89.3,25.61,class_0
4,13,-2.02,-139.97,-4.5,-4.5,87.3,25.26,class_0
7,0,1.95,-125.07,-7.1,1.1,79.5,27.14,class_0
7,1,1.96,-125.07,-3.4,1.6,79.1,26.94,class_0
7,2,1.94,-125.07,-3.5,0.8,84.9,26.62,class_0
7,3,1.95,-125.07,-5.8,1.5,84.9,25.89,class_0
7,4,1.96,-125.07,-4.9,2.2,84.1,25.29,class_0
7,5,1.95,-125.07,-5.9,0.7,81.6,25.21,class_0
7,6,1.94,-125.07,-6,1.4,81.2,24.85,class_0
7,7,1.95,-125.07,-4.7,2,82.4,24.45,class_0
7,8,1.95,-125.07,-4.7,2,82.8,24.41,class_0
7,9,1.96,-125.07,-4.7,1.2,81.2,24.49,class_0
7,10,1.95,-125.07,-4.6,0.7,82.8,24.49,class_0
7,11,1.94,-125.07,-4.7,1.2,80.3,24.08,class_0
7,12,1.96,-125.07,-4.5,1.1,79.9,23.84,class_0
8,0,-0.2,-124.37,-3.6,0,89.8,25.09,class_0
8,1,-0.21,-124.37,-0.3,-0.6,89.4,25.39,class_0
8,2,-0.22,-124.36,-1,-0.9,89.4,25.75,class_0
8,3,-0.21,-124.39,-4.2,1,85.6,25.54,class_0
8,4,-0.2,-124.39,-3.6,1.2,85.2,25.13,class_0
8,5,-0.2,-124.39,-4.3,-0.1,84.4,24.7,class_0
8,6,-0.2,-124.4,-3.8,0,85.6,24.03,class_0
8,7,-0.19,-124.39,-3.1,-0.7,84.4,23.94,class_0
8,8,-0.2,-124.39,-3.2,-0.3,84.4,23.87,class_0
8,9,-0.2,-124.38,-2.6,-1.2,86.5,23.59,class_0
8,10,-0.19,-124.38,-3.5,-0.6,84.8,23.28,class_0
8,11,-0.19,-124.39,-3.1,0.7,84.4,22.72,class_0
8,12,-0.19,-124.38,-3.6,0,84.8,22.74,class_0
9,0,-2.03,-124.89,-5.3,-1.8,87,27.06,class_0
9,1,-2.03,-124.89,-0.6,-2.4,89.9,26.51,class_0
9,2,-2.04,-124.88,-0.3,-3.2,91.2,26.12,class_0
9,3,-2.02,-124.89,-4,-1,89.5,26.43,class_0
9,4,-2.03,-124.89,-4.6,-1.3,86.2,26.67,class_0
9,5,-2.04,-124.9,-6.4,-2.8,82.5,26.71,class_0
9,6,-2.04,-124.9,-5.9,-2,81.3,26.31,class_0
9,7,-2.04,-124.9,-3.2,-2.7,85.4,25.92,class_0
9,8,-2.04,-124.89,-4.4,-1.3,84.6,25.76,class_0
9,9,-2.04,-124.89,-3.6,-2.2,87,25.57,class_0
9,10,-2.04,-124.89,-3,-3.5,87.9,25.06,class_0
9,11,-2.04,-124.89,-3.9,-1.8,83.3,25.06,class_0
