@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1}

@data
0,1,1,class_0
0,7,2,class_0
0,8,2,class_0
0,9,3,class_0
0,10,3,class_0
0,11,3,class_0
0,12,3,class_0
0,13,4,class_0
0,14,4,class_0
0,17,5,class_0
0,19,5,class_0
0,20,5,class_0
0,21,6,class_0
0,33,9,class_0
0,46,12,class_0
0,47,12,class_0
0,48,12,class_0
0,49,13,class_0
0,50,13,class_0
0,51,13,class_0
0,52,13,class_0
1,1,1,class_0
1,2,1,class_0
1,5,2,class_0
1,12,3,class_0
1,14,4,class_0
1,15,4,class_0
1,19,5,class_0
1,36,9,class_0
1,39,10,class_0
1,40,10,class_0
1,42,11,class_0
1,43,11,class_0
1,44,11,class_0
1,50,13,class_0
1,51,13,class_0
1,52,13,class_0
2,1,1,class_0
2,2,1,class_0
2,3,1,class_0
2,4,1,class_0
2,5,2,class_0
2,6,2,class_0
2,7,2,class_0
2,8,2,class_0
2,9,3,class_0
2,10,3,class_0
2,11,3,class_0
2,12,3,class_0
2,13,4,class_0
2,14,4,class_0
2,15,4,class_0
2,16,4,class_0
2,17,5,class_0
2,18,5,class_0
2,19,5,class_0
2,20,5,class_0
2,21,6,class_0
2,23,6,class_0
2,34,9,class_0
2,35,9,class_0
2,36,9,class_0
2,46,12,class_0
2,47,12,class_0
2,48,12,class_0
2,49,13,class_0
2,50,13,class_0
2,51,13,class_0
2,52,13,class_0
3,1,1,class_0
3,2,1,class_0
3,3,1,class_0
3,6,2,class_0
3,7,2,class_0
3,8,2,class_0
3,9,3,class_0
3,10,3,class_0
3,11,3,class_0
3,12,3,class_0
3,13,4,class_0
3,14,4,class_0
3,15,4,class_0
3,16,4,class_0
3,17,5,class_0
3,18,5,class_0
3,19,5,class_0
3,20,5,class_0
3,21,6,class_0
3,22,6,class_0
3,23,6,class_0
3,24,6,class_0
3,25,7,class_0
3,26,7,class_0
3,27,7,class_0
3,28,7,class_0
3,29,8,class_0
3,30,8,class_0
3,31,8,class_0
3,32,8,class_0
3,33,9,class_0
3,34,9,class_0
3,35,9,class_0
3,36,9,class_0
3,37,10,class_0
3,38,10,class_0
3,39,10,class_0
3,40,10,class_0
3,41,11,class_0
3,42,11,class_0
3,43,11,class_0
3,44,11,class_0
3,45,12,class_0
3,46,12,class_0
3,47,12,class_0
3,48,12,class_0
3,49,13,class_0
3,50,13,class_0
3,51,13,class_0
3,52,13,class_0
4,1,1,class_0
4,2,1,class_0
4,3,1,class_0
4,4,1,class_0
4,5,2,class_0
4,7,2,class_0
4,8,2,class_0
4,10,3,class_0
4,11,3,class_0
4,12,3,class_0
4,13,4,class_0
4,14,4,class_0
4,15,4,class_0
4,37,10,class_0
4,39,10,class_0
4,41,11,class_0
4,42,11,class_0
4,43,11,class_0
4,44,11,class_0
4,45,12,class_0
4,46,12,class_0
4,47,12,class_0
4,48,12,class_0
4,49,13,class_0
4,50,13,class_0
4,51,13,class_0
4,52,13,class_0
5,1,1,class_0
5,2,1,class_0
5,3,1,class_0
5,4,1,class_0
5,5,2,class_0
5,6,2,class_0
5,7,2,class_0
5,8,2,class_0
5,9,3,class_0
5,10,3,class_0
5,11,3,class_0
5,12,3,class_0
5,14,4,class_0
5,15,4,class_0
5,16,4,class_0
5,17,5,class_0
5,18,5,class_0
5,19,5,class_0
5,20,5,class_0
5,21,6,class_0
5,22,6,class_0
5,23,6,class_0
5,24,6,class_0
5,25,7,class_0
5,26,7,class_0
5,27,7,class_0
5,28,7,class_0
5,29,8,class_0
5,30,8,class_0
5,32,8,class_0
5,33,9,class_0
5,34,9,class_0
5,42,11,class_0
5,44,11,class_0
5,46,12,class_0
5,47,12,class_0
5,48,12,class_0
5,49,13,class_0
5,50,13,class_0
5,51,13,class_0
5,52,13,class_0
6,1,1,class_0
6,2,1,class_0
6,3,1,class_0
6,4,1,class_0
6,5,2,class_0
6,6,2,class_0
6,7,2,class_0
6,8,2,class_0
6,9,3,class_0
6,10,3,class_0
6,11,3,class_0
6,12,3,class_0
6,13,4,class_0
6,14,4,class_0
6,15,4,class_0
6,16,4,class_0
6,17,5,class_0
6,18,5,class_0
6,19,5,class_0
6,20,5,class_0
6,21,6,class_0
6,22,6,class_0
6,23,6,class_0
6,24,6,class_0
6,25,7,class_0
6,26,7,class_0
6,27,7,class_0
6,28,7,class_0
6,29,8,class_0
6,30,8,class_0
6,31,8,class_0
6,32,8,class_0
6,33,9,class_0
6,34,9,class_0
6,35,9,class_0
6,36,9,class_0
6,37,10,class_0
6,38,10,class_0
6,39,10,class_0
6,40,10,class_0
6,41,11,class_0
6,42,11,class_0
6,43,11,class_0
6,44,11,class_0
6,45,12,class_0
6,46,12,class_0
6,47,12,class_0
6,48,12,class_0
6,49,13,class_0
6,50,13,class_0
6,51,13,class_0
6,52,13,class_0
7,1,1,class_0
7,2,1,class_0
7,4,1,class_0
7,31,8,class_0
7,32,8,class_0
7,33,9,class_0
7,34,9,class_0
7,35,9,class_0
7,37,10,class_0
7,39,10,class_0
7,41,11,class_0
7,43,11,class_0
7,46,12,class_0
7,47,12,class_0
7,48,12,class_0
7,49,13,class_0
7,50,13,class_0
7,51,13,class_0
7,52,13,class_0
8,51,13,class_0
8,52,13,class_0
0,2,1,class_1
0,3,1,class_1
0,4,1,class_1
0,5,2,class_1
0,6,2,class_1
0,15,4,class_1
0,16,4,class_1
0,18,5,class_1
0,22,6,class_1
0,23,6,class_1
0,24,6,class_1
0,25,7,class_1
0,26,7,class_1
0,27,7,class_1
0,28,7,class_1
0,29,8,class_1
0,30,8,class_1
0,31,8,class_1
0,32,8,class_1
0,34,9,class_1
0,35,9,class_1
0,36,9,class_1
0,37,10,class_1
0,38,10,class_1
0,39,10,class_1
0,40,10,class_1
0,41,11,class_1
0,42,11,class_1
0,43,11,class_1
0,44,11,class_1
0,45,12,class_1
1,3,1,class_1
1,4,1,class_1
1,6,2,class_1
1,7,2,class_1
1,8,2,class_1
1,9,3,class_1
1,10,3,class_1
1,11,3,class_1
1,13,4,class_1
1,16,4,class_1
1,17,5,class_1
1,18,5,class_1
1,20,5,class_1
1,21,6,class_1
1,22,6,class_1
1,23,6,class_1
1,24,6,class_1
1,25,7,class_1
1,26,7,class_1
1,27,7,class_1
1,28,7,class_1
1,29,8,class_1
1,30,8,class_1
1,31,8,class_1
1,32,8,class_1
1,33,9,class_1
1,34,9,class_1
1,35,9,class_1
1,37,10,class_1
1,38,10,class_1
1,41,11,class_1
1,45,12,class_1
1,46,12,class_1
1,47,12,class_1
1,48,12,class_1
1,49,13,class_1
2,22,6,class_1
2,24,6,class_1
2,25,7,class_1
2,26,7,class_1
2,27,7,class_1
2,28,7,class_1
2,29,8,class_1
2,30,8,class_1
2,31,8,class_1
2,32,8,class_1
2,33,9,class_1
2,37,10,class_1
2,38,10,class_1
2,39,10,class_1
2,40,10,class_1
2,41,11,class_1
2,42,11,class_1
2,43,11,class_1
2,44,11,class_1
2,45,12,class_1
3,4,1,class_1
3,5,2,class_1
4,6,2,class_1
4,9,3,class_1
4,16,4,class_1
4,17,5,class_1
4,18,5,class_1
4,19,5,class_1
4,20,5,class_1
4,21,6,class_1
4,22,6,class_1
4,23,6,class_1
4,24,6,class_1
4,25,7,class_1
4,26,7,class_1
4,27,7,class_1
4,28,7,class_1
4,29,8,class_1
4,30,8,class_1
4,31,8,class_1
4,32,8,class_1
4,33,9,class_1
4,34,9,class_1
4,35,9,class_1
4,36,9,class_1
4,38,10,class_1
4,40,10,class_1
5,13,4,class_1
5,31,8,class_1
5,35,9,class_1
5,36,9,class_1
5,37,10,class_1
5,38,10,class_1
5,39,10,class_1
5,40,10,class_1
5,41,11,class_1
5,43,11,class_1
5,45,12,class_1
7,3,1,class_1
7,5,2,class_1
7,6,2,class_1
7,7,2,class_1
7,8,2,class_1
7,9,3,class_1
7,10,3,class_1
7,11,3,class_1
7,12,3,class_1
7,13,4,class_1
7,14,4,class_1
7,15,4,class_1
7,16,4,class_1
7,17,5,class_1
7,18,5,class_1
7,19,5,class_1
7,20,5,class_1
7,21,6,class_1
7,22,6,class_1
7,23,6,class_1
7,24,6,class_1
7,25,7,class_1
7,26,7,class_1
7,27,7,class_1
7,28,7,class_1
7,29,8,class_1
7,30,8,class_1
7,36,9,class_1
7,38,10,class_1
7,40,10,class_1
7,42,11,class_1
7,44,11,class_1
7,45,12,class_1
8,1,1,class_1
8,2,1,class_1
8,3,1,class_1
8,4,1,class_1
8,5,2,class_1
8,6,2,class_1
8,7,2,class_1
8,8,2,class_1
8,9,3,class_1
8,10,3,class_1
8,11,3,class_1
8,12,3,class_1
8,13,4,class_1
8,14,4,class_1
8,15,4,class_1
8,16,4,class_1
8,17,5,class_1
8,18,5,class_1
8,19,5,class_1
8,20,5,class_1
8,21,6,class_1
8,22,6,class_1
8,23,6,class_1
8,24,6,class_1
8,25,7,class_1
8,26,7,class_1
8,27,7,class_1
8,28,7,class_1
8,29,8,class_1
