@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute class {class_0,class_1}

@data
1,1,0,0,0,1,1,0,class_0
1,0,0,0,0,1,2,0,class_0
1,1,0,1,0,1,1,0,class_0
2,0,1,1,0,2,1,0,class_0
3,1,1,1,0,2,1,0,class_0
1,0,1,0,0,2,6,0,class_0
1,1,1,1,0,2,3,0,class_0
2,0,1,1,0,3,2,1,class_0
2,0,0,0,0,1,2,0,class_0
1,1,0,1,0,1,1,0,class_0
1,1,0,0,0,2,3,0,class_0
1,0,0,1,0,3,6,1,class_0
2,1,0,3,0,3,3,0,class_0
2,0,0,1,0,2,2,0,class_0
1,0,0,1,0,1,2,0,class_0
1,0,0,1,0,1,1,0,class_0
3,0,4,4,0,3,11,0,class_0
2,0,1,1,0,2,2,0,class_0
1,0,0,1,0,1,1,0,class_0
1,0,2,2,0,3,4,0,class_0
1,1,0,2,0,2,2,0,class_0
1,0,2,2,0,3,4,2,class_0
2,0,2,2,0,2,3,0,class_0
2,0,0,2,0,2,2,0,class_0
3,1,2,2,0,3,2,0,class_0
1,0,0,1,0,1,1,0,class_0
1,0,0,1,0,1,1,0,class_0
1,0,0,1,0,1,1,0,class_0
1,1,1,1,0,2,2,0,class_0
1,0,0,1,0,1,1,0,class_0
1,0,0,1,0,1,1,0,class_0
1,0,0,1,0,1,1,0,class_0
1,0,0,1,0,2,3,0,class_0
1,1,0,1,0,1,1,0,class_0
3,1,2,2,0,3,3,0,class_0
2,0,0,1,0,1,1,0,class_0
2,1,1,0,0,2,1,0,class_0
1,1,0,1,0,1,1,0,class_0
1,1,0,1,0,1,1,0,class_0
1,1,0,1,0,1,1,0,class_0
3,1,2,2,0,3,3,0,class_0
3,1,1,1,0,2,1,0,class_0
3,1,2,2,0,3,3,0,class_0
3,1,1,1,0,2,1,0,class_0
1,0,1,0,0,2,3,0,class_0
2,1,1,0,0,2,1,0,class_0
5,1,1,0,0,2,3,0,class_0
2,0,0,0,0,2,6,0,class_0
4,1,1,0,0,3,8,0,class_0
1,1,2,2,0,2,1,0,class_0
1,0,0,0,0,1,1,0,class_0
3,1,1,1,0,2,1,0,class_0
1,0,0,0,0,1,1,0,class_0
2,0,2,2,0,2,1,0,class_0
1,0,0,1,0,1,1,0,class_0
1,0,2,2,0,3,8,0,class_0
1,1,1,1,0,2,2,0,class_0
1,0,0,1,0,1,1,0,class_0
1,0,0,1,0,1,1,0,class_0
2,0,1,0,0,1,1,0,class_0
1,0,0,1,0,1,1,0,class_0
2,0,1,0,0,1,2,0,class_0
1,0,0,0,0,1,2,0,class_0
1,0,0,1,0,1,1,0,class_0
1,1,0,1,0,1,1,0,class_0
1,1,2,2,0,2,2,0,class_0
1,1,0,0,0,1,1,0,class_0
1,0,0,1,0,2,3,0,class_0
1,0,0,1,0,1,1,0,class_0
1,0,0,1,0,1,1,0,class_0
1,0,0,0,0,1,1,0,class_0
1,0,0,0,0,1,1,0,class_0
1,0,0,0,0,1,1,0,class_0
1,0,0,0,0,1,1,0,class_0
1,0,0,0,0,1,1,0,class_0
1,0,0,0,0,1,2,0,class_0
1,0,0,0,0,1,1,0,class_0
1,1,0,0,0,1,1,0,class_0
1,0,0,0,0,1,1,0,class_0
1,0,0,0,0,2,4,0,class_0
1,0,0,0,0,1,1,0,class_0
1,0,0,0,0,1,1,0,class_0
1,0,1,1,0,2,2,0,class_0
1,0,0,0,0,1,1,0,class_0
1,0,0,0,0,1,2,0,class_0
1,0,0,1,0,1,2,0,class_0
1,0,1,1,0,2,2,0,class_0
2,0,0,0,0,1,1,0,class_0
2,0,1,1,0,2,2,0,class_0
1,0,0,0,0,1,1,0,class_0
1,0,0,0,0,1,1,0,class_0
1,0,0,1,0,1,1,0,class_0
1,0,0,1,0,1,1,0,class_0
2,1,0,0,0,1,1,0,class_0
1,0,0,1,0,1,1,0,class_0
2,1,1,1,0,2,4,0,class_0
3,1,1,0,0,2,3,0,class_0
1,0,0,0,0,1,1,0,class_0
1,1,0,1,0,2,2,0,class_0
2,0,0,0,1,1,1,0,class_0
1,0,0,1,0,1,2,0,class_0
2,0,1,1,0,2,2,0,class_0
1,0,1,1,0,2,3,0,class_0
1,0,0,0,0,2,4,0,class_0
1,0,0,0,0,2,6,0,class_0
1,0,0,0,0,1,1,0,class_0
1,0,0,0,0,1,1,0,class_0
1,0,0,1,0,1,1,0,class_1
3,1,2,2,0,3,2,0,class_1
3,1,2,2,0,3,2,0,class_1
3,1,3,3,3,3,2,0,class_1
3,1,4,4,0,3,4,0,class_1
2,0,2,2,0,3,4,0,class_1
1,0,0,1,0,1,1,0,class_1
2,0,0,1,0,2,2,0,class_1
1,0,0,0,0,1,1,0,class_1
2,0,1,1,0,2,2,0,class_1
1,0,1,1,0,2,2,0,class_1
1,0,0,1,0,1,1,0,class_1
