@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute class {class_0,class_1}

@data
0,0,1,60,7,69,0,class_0
0,0,1,70,11,65,1,class_0
0,0,1,20,5,49,0,class_0
0,0,1,40,10,69,1,class_0
0,0,1,80,29,68,0,class_0
0,0,0,70,6,70,0,class_0
0,0,1,60,4,81,0,class_0
0,0,1,40,58,63,1,class_0
0,0,0,80,9,52,1,class_0
0,0,1,70,11,48,1,class_0
0,1,1,60,3,61,0,class_0
0,1,1,40,2,35,0,class_0
0,1,1,80,4,63,1,class_0
0,1,1,60,4,56,0,class_0
0,1,0,60,5,67,0,class_0
0,1,1,30,2,65,0,class_0
0,1,1,80,3,46,0,class_0
0,1,1,30,4,53,1,class_0
0,1,1,60,4,68,0,class_0
0,1,1,80,12,43,1,class_0
0,1,1,40,2,55,1,class_0
0,1,1,20,15,42,0,class_0
0,1,1,30,5,65,0,class_0
0,1,1,75,3,65,0,class_0
0,1,1,70,2,55,0,class_0
0,1,1,30,4,60,0,class_0
0,1,1,60,1,67,0,class_0
0,1,1,60,8,62,0,class_0
0,1,1,70,1,67,0,class_0
0,1,1,50,7,72,0,class_0
0,1,1,50,11,48,0,class_0
0,1,1,40,23,67,1,class_0
0,2,1,20,19,61,1,class_0
0,2,1,70,10,60,0,class_0
0,2,1,40,6,62,0,class_0
0,2,1,80,2,38,0,class_0
0,2,1,50,4,63,1,class_0
0,2,1,30,3,43,0,class_0
0,2,1,80,4,34,0,class_0
0,3,1,40,12,68,1,class_0
0,3,1,80,11,66,0,class_0
0,3,1,80,5,38,0,class_0
0,3,1,60,13,37,1,class_0
1,0,1,80,6,60,0,class_0
1,0,0,80,3,48,0,class_0
1,0,1,70,3,62,0,class_0
1,0,1,20,21,65,1,class_0
1,0,1,30,6,64,0,class_0
1,0,1,20,36,63,0,class_0
1,0,1,50,7,35,0,class_0
1,0,1,70,11,63,0,class_0
1,0,1,60,13,70,1,class_0
1,0,1,50,13,40,1,class_0
1,1,1,30,2,69,0,class_0
1,1,0,70,22,36,1,class_0
1,1,1,20,4,71,0,class_0
1,1,1,30,2,62,0,class_0
1,1,1,60,2,60,0,class_0
1,1,1,40,36,44,1,class_0
1,1,1,30,9,54,1,class_0
1,1,1,20,11,66,0,class_0
1,1,1,60,8,49,0,class_0
1,1,1,70,3,72,0,class_0
1,1,1,80,2,68,0,class_0
1,1,1,85,4,62,0,class_0
1,1,1,70,2,71,0,class_0
1,1,1,70,2,70,0,class_0
1,1,1,70,1,61,0,class_0
1,1,1,50,17,71,0,class_0
1,1,1,30,87,59,1,class_0
1,1,1,40,8,67,0,class_0
1,2,1,40,2,60,0,class_0
1,2,1,40,5,69,1,class_0
1,2,0,99,3,57,0,class_0
1,2,1,80,3,39,0,class_0
1,2,1,60,5,62,0,class_0
1,2,1,60,22,50,1,class_0
1,2,1,60,3,43,0,class_0
1,2,1,60,3,70,0,class_0
1,2,1,50,5,66,0,class_0
1,2,1,70,8,61,0,class_0
1,2,1,10,4,81,0,class_0
1,2,1,40,4,58,0,class_0
1,2,1,80,4,62,1,class_0
1,2,1,50,10,42,0,class_0
1,2,1,40,3,69,0,class_0
1,2,1,40,4,63,0,class_0
1,3,1,60,4,45,0,class_0
1,3,1,30,4,39,1,class_0
1,3,1,60,12,66,0,class_0
1,3,1,30,5,63,0,class_0
1,3,1,60,11,49,1,class_0
1,3,1,60,5,64,0,class_0
1,3,1,30,3,37,0,class_0
0,0,1,70,5,64,1,class_1
0,0,1,60,3,38,0,class_1
0,0,1,60,9,63,1,class_1
0,0,1,50,18,43,0,class_1
0,0,1,30,4,63,0,class_1
0,1,1,60,9,42,0,class_1
0,1,0,40,3,55,0,class_1
0,1,1,60,14,63,1,class_1
0,1,1,50,12,69,0,class_1
0,1,1,80,2,64,0,class_1
0,1,1,60,25,66,1,class_1
0,1,1,80,28,53,0,class_1
0,1,1,40,4,68,0,class_1
0,2,1,80,5,50,0,class_1
0,2,1,80,5,64,0,class_1
0,3,1,50,16,66,1,class_1
0,3,1,80,5,62,0,class_1
0,3,1,50,15,52,0,class_1
0,3,1,70,2,47,0,class_1
0,3,1,60,12,63,0,class_1
0,3,1,80,5,45,0,class_1
0,3,1,80,12,41,1,class_1
0,3,1,70,2,66,0,class_1
0,3,0,90,2,62,0,class_1
0,3,1,90,8,60,0,class_1
0,3,1,70,8,53,1,class_1
1,0,1,90,12,54,1,class_1
1,0,0,50,8,52,1,class_1
1,0,1,50,1,70,0,class_1
1,0,1,70,7,50,1,class_1
1,0,1,60,3,58,0,class_1
1,0,1,90,2,62,0,class_1
1,0,1,70,13,58,0,class_1
1,0,1,90,2,64,0,class_1
1,0,1,80,28,52,1,class_1
1,0,1,90,2,51,0,class_1
1,2,1,70,3,63,0,class_1
1,2,1,90,3,60,0,class_1
1,3,1,70,15,68,1,class_1
1,3,1,80,10,64,1,class_1
1,3,1,75,1,65,0,class_1
1,3,1,70,18,67,1,class_1
1,3,1,80,4,65,0,class_1
