@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1}

@data
152,3,class_0
156,3,class_0
147,3,class_0
145,3,class_0
129,3,class_0
131,3,class_0
137,3,class_0
138,3,class_0
139,3,class_0
141,3,class_0
142,3,class_0
128,3,class_0
142,3,class_0
155,3,class_0
150,3,class_0
146,3,class_0
150,3,class_0
146,3,class_0
151,3,class_0
145,3,class_0
146,3,class_0
146,3,class_0
139,3,class_0
135,3,class_0
141,3,class_0
145,3,class_0
149,3,class_0
140,3,class_0
146,3,class_0
147,3,class_0
144,3,class_0
140,3,class_0
135,3,class_0
118,3,class_0
120,3,class_0
135,3,class_0
146,3,class_0
139,3,class_0
138,3,class_0
129,3,class_0
130,3,class_0
128,3,class_0
125,3,class_0
127,3,class_0
131,3,class_0
132,3,class_0
145,3,class_0
153,3,class_0
154,3,class_0
145,3,class_0
146,3,class_0
140,3,class_0
134,3,class_0
128,3,class_0
127,3,class_0
140,3,class_0
143,3,class_0
138,3,class_0
124,3,class_0
123,3,class_0
131,3,class_0
151,3,class_0
136,3,class_0
126,1,class_0
127,1,class_0
129,1,class_0
124,1,class_0
128,1,class_0
130,1,class_0
121,1,class_0
141,1,class_0
128,1,class_0
130,1,class_0
124,1,class_0
128,0,class_0
122,0,class_0
130,0,class_0
130,0,class_0
135,0,class_0
125,0,class_0
123,0,class_0
127,0,class_0
125,0,class_0
125,0,class_0
129,0,class_0
128,0,class_0
130,0,class_0
128,0,class_0
130,0,class_0
129,0,class_0
129,0,class_0
129,0,class_0
130,0,class_0
131,0,class_0
131,0,class_0
130,0,class_0
131,0,class_0
131,0,class_0
132,0,class_0
129,0,class_0
131,0,class_0
131,0,class_0
128,0,class_0
127,0,class_0
128,0,class_0
129,0,class_0
131,0,class_0
131,0,class_0
131,0,class_0
131,0,class_0
129,0,class_0
125,0,class_0
124,0,class_0
130,0,class_0
125,0,class_0
126,0,class_0
127,0,class_0
124,0,class_0
122,0,class_0
128,0,class_0
128,0,class_0
126,0,class_0
130,0,class_0
114,0,class_0
123,0,class_0
116,2,class_0
127,2,class_0
123,2,class_0
131,2,class_0
125,2,class_0
123,2,class_0
125,2,class_0
123,2,class_0
114,2,class_0
130,2,class_0
126,2,class_0
112,2,class_0
114,2,class_0
125,2,class_0
128,2,class_0
121,2,class_0
124,2,class_0
128,2,class_0
156,3,class_0
157,3,class_0
158,3,class_0
161,3,class_0
163,3,class_0
159,3,class_0
157,3,class_0
156,3,class_0
155,3,class_0
164,3,class_0
147,3,class_0
132,3,class_0
135,3,class_0
137,3,class_0
128,3,class_0
133,3,class_0
133,3,class_0
130,3,class_0
132,3,class_0
140,3,class_0
144,3,class_0
162,3,class_0
143,3,class_0
158,3,class_0
157,3,class_0
155,3,class_0
147,1,class_0
140,1,class_0
128,2,class_0
131,2,class_0
124,2,class_0
130,2,class_0
130,2,class_0
138,2,class_0
135,2,class_0
134,2,class_0
140,2,class_0
139,2,class_0
130,2,class_0
127,2,class_0
129,2,class_0
147,2,class_0
137,2,class_0
129,2,class_0
141,2,class_0
135,2,class_0
135,2,class_0
141,2,class_0
147,2,class_0
137,2,class_0
138,2,class_0
144,2,class_0
140,2,class_0
135,2,class_0
148,2,class_0
154,0,class_0
136,0,class_0
130,0,class_0
132,0,class_0
131,0,class_0
131,0,class_0
136,0,class_0
139,0,class_0
131,0,class_0
136,0,class_0
133,0,class_0
134,0,class_0
136,0,class_0
134,0,class_0
131,0,class_0
132,0,class_0
124,0,class_0
129,0,class_0
130,0,class_0
133,0,class_0
132,0,class_0
130,0,class_0
124,0,class_0
125,0,class_0
127,0,class_0
127,0,class_0
130,0,class_0
128,0,class_0
129,0,class_0
129,0,class_0
129,0,class_0
127,0,class_0
129,0,class_0
130,0,class_0
129,0,class_0
129,0,class_0
129,0,class_0
129,0,class_0
131,0,class_0
130,0,class_0
129,0,class_0
127,0,class_0
128,0,class_0
129,0,class_0
130,0,class_0
128,0,class_0
135,3,class_0
119,3,class_0
116,3,class_0
136,3,class_0
130,3,class_0
137,3,class_0
139,3,class_0
110,3,class_0
120,3,class_0
136,3,class_0
141,3,class_0
126,3,class_0
111,3,class_0
114,3,class_0
133,3,class_0
143,3,class_0
114,3,class_0
117,3,class_0
132,3,class_0
100,3,class_0
158,3,class_0
161,3,class_0
133,3,class_0
148,3,class_0
150,3,class_0
113,3,class_0
116,3,class_0
117,3,class_0
120,3,class_0
120,3,class_0
120,3,class_0
120,3,class_0
111,3,class_0
118,3,class_0
131,3,class_0
132,3,class_0
145,3,class_0
118,3,class_0
126,3,class_0
146,3,class_0
167,3,class_0
163,3,class_0
163,3,class_0
165,3,class_0
166,3,class_0
161,3,class_0
134,3,class_0
133,3,class_0
132,3,class_0
131,3,class_0
130,3,class_0
160,3,class_0
153,3,class_0
155,3,class_0
139,3,class_0
127,3,class_0
125,3,class_0
118,3,class_0
141,3,class_0
158,3,class_0
163,3,class_0
166,3,class_0
166,3,class_0
166,3,class_0
153,3,class_0
157,3,class_0
155,3,class_0
163,3,class_0
128,3,class_0
129,3,class_0
130,3,class_0
131,3,class_0
152,3,class_0
169,3,class_0
160,3,class_0
162,3,class_0
168,3,class_0
182,3,class_0
160,3,class_0
159,3,class_0
146,3,class_0
155,3,class_0
153,1,class_0
156,1,class_0
168,1,class_0
145,1,class_0
146,2,class_0
167,2,class_0
167,2,class_0
151,2,class_0
152,2,class_0
140,2,class_0
168,2,class_0
158,2,class_0
157,1,class_0
164,1,class_0
159,1,class_0
137,1,class_0
157,1,class_0
134,1,class_0
151,1,class_0
128,1,class_0
160,1,class_0
143,1,class_0
152,1,class_0
148,1,class_0
161,0,class_0
148,0,class_0
152,0,class_0
144,0,class_0
152,0,class_0
147,0,class_0
153,0,class_0
155,0,class_0
147,0,class_0
143,0,class_0
131,0,class_0
147,0,class_0
169,0,class_0
125,0,class_0
168,0,class_0
