@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10}

@data
18.90625,37.40523,5.010459,class_0
16.05728,30.07505,9.550089,class_0
8.244791,17.43569,15.87139,class_0
5.78125,0.264824,19.47035,class_0
16.33333,37.1523,4.50459,class_1
16.97396,29.5797,8.559379,class_1
9.213541,16.53969,14.07936,class_1
6.34896,1.574486,16.85102,class_1
19.4375,36.89979,3.999597,class_2
13.69792,29.08769,7.575369,class_2
9.47917,15.66512,12.33024,class_2
7.99479,2.79645,14.40709,class_2
17.44791,36.6478,3.495549,class_3
12.05729,28.59927,6.598566,class_3
9.026041,14.81283,10.62565,class_3
7.97396,3.93522,12.12956,class_3
17.03646,36.39627,2.99253,class_4
11.95833,28.11473,5.629449,class_4
8.13542,13.9834,8.96681,class_4
6.57292,4.995754,10.00848,class_4
14.59896,36.1453,2.490607,class_5
11.97396,27.63423,4.668479,class_5
5.96875,13.17728,7.354559,class_5
6.479166,5.98323,8.03353,class_5
11.63021,35.89493,1.989856,class_6
9.81771,27.15805,3.716089,class_6
6.322916,12.39471,5.78943,class_6
6.90104,6.90282,6.19434,class_6
9.13542,35.64516,1.49035,class_7
9.182291,26.68634,2.772684,class_7
6.40625,11.6358,4.271603,class_7
7.11458,7.7596,4.48079,class_7
7.58333,35.39608,0.992159,class_8
7.65625,26.21932,1.83864,class_8
6.078125,10.9005,2.801006,class_8
6.63542,8.55839,2.883213,class_8
6.041666,35.14767,0.495353,class_9
5.30729,25.75715,0.914303,class_9
4.80208,10.18866,1.377318,class_9
5.77083,9.30376,1.392464,class_9
5.45833,34.9,0,class_10
5.916666,25.29999,0,class_10
3.104167,9.5,0,class_10
3.36979,10,0,class_10
