@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4}

@data
291,803,0.554334,class_0
235,656,0.629532,class_0
332,697,0.464001,class_0
352,771,0.5662,class_0
42,808,0.745066,class_0
373,892,0.531399,class_0
447,951,0.743186,class_0
364,974,0.704356,class_0
369,914,0.580613,class_0
196,430,0.530825,class_0
50,301,0.484342,class_0
269,746,0.751772,class_0
754,581,0.570103,class_0
731,223,0.598924,class_0
195,297,0.704977,class_0
306,490,0.539251,class_0
378,401,0.5501,class_0
115,384,0.689694,class_0
447,454,0.554745,class_0
230,538,0.663081,class_0
406,620,0.757008,class_0
476,646,0.480475,class_0
405,708,0.583104,class_0
327,722,0.620502,class_0
331,674,0.55669,class_0
836,646,0.465293,class_0
930,324,0.623271,class_0
957,304,0.458694,class_0
853,208,0.496486,class_0
53,212,0.660884,class_0
237,472,0.718951,class_0
370,712,0.563267,class_0
418,718,0.743318,class_0
322,875,0.685068,class_0
150,830,0.76805,class_0
359,957,0.483371,class_1
350,725,0.707005,class_1
483,710,0.611464,class_1
547,974,0.719766,class_1
535,812,0.538609,class_1
945,841,0.664568,class_1
806,574,0.727699,class_1
392,438,0.744192,class_1
275,627,0.602742,class_1
465,953,0.597719,class_1
918,437,0.490595,class_1
939,183,0.669071,class_1
701,79,0.481238,class_1
170,268,0.741213,class_1
349,433,0.664212,class_1
391,426,0.590899,class_1
293,586,0.77263,class_1
521,807,0.723968,class_1
535,834,0.699212,class_1
809,776,0.595236,class_1
817,586,0.629271,class_1
774,631,0.747145,class_1
880,452,0.57245,class_1
690,66,0.517879,class_1
76,346,0.540966,class_1
323,708,0.644731,class_1
297,714,0.622233,class_1
535,856,0.501465,class_1
714,937,0.50766,class_1
231,812,0.60725,class_2
167,617,0.550564,class_2
969,857,0.690317,class_2
678,630,0.402273,class_2
400,799,0.539181,class_2
424,800,0.582699,class_2
358,679,0.572523,class_2
255,721,0.481874,class_2
480,872,0.54855,class_2
238,268,0.591465,class_2
267,51,0.517679,class_2
148,113,0.535043,class_2
463,354,0.441281,class_2
692,811,0.683214,class_2
975,789,0.652814,class_2
860,596,0.629136,class_2
932,448,0.523152,class_2
709,383,0.674092,class_2
784,291,0.670246,class_2
306,303,0.472906,class_2
648,108,0.596772,class_2
697,181,0.595637,class_2
125,829,0.722335,class_2
228,917,0.593512,class_2
663,842,0.509722,class_2
883,673,0.746216,class_2
967,613,0.709653,class_2
548,476,0.645986,class_2
880,362,0.693323,class_2
635,323,0.727426,class_2
672,350,0.464618,class_2
962,261,0.624554,class_2
806,303,0.519473,class_2
524,550,0.450399,class_2
56,444,0.701795,class_2
447,261,0.585721,class_2
124,636,0.373364,class_2
365,944,0.522639,class_2
282,995,0.534738,class_2
509,945,0.48059,class_2
570,847,0.65032,class_2
927,872,0.501081,class_2
710,118,0.714992,class_2
549,477,0.532392,class_2
83,623,0.669837,class_3
118,654,0.607739,class_3
128,814,0.702456,class_3
465,795,0.669072,class_3
978,132,0.69677,class_3
360,101,0.592661,class_3
33,383,0.705863,class_3
562,645,0.490564,class_3
732,758,0.638384,class_3
678,456,0.615315,class_3
800,314,0.584896,class_3
644,411,0.510051,class_3
479,472,0.655415,class_3
546,285,0.604084,class_3
92,457,0.668301,class_3
390,504,0.621495,class_3
161,565,0.734799,class_3
84,429,0.621518,class_3
111,511,0.658657,class_3
150,498,0.388518,class_3
263,662,0.681837,class_3
240,679,0.637655,class_3
220,734,0.612745,class_3
27,831,0.666413,class_3
393,850,0.584407,class_3
373,761,0.421397,class_3
472,734,0.625513,class_3
537,772,0.537386,class_3
855,959,0.663648,class_3
870,829,0.550775,class_3
729,796,0.707397,class_3
1001,1004,0.507739,class_3
814,716,0.456718,class_3
642,436,0.574643,class_3
741,510,0.707339,class_3
732,367,0.793441,class_3
601,304,0.756322,class_3
623,231,0.626525,class_3
363,955,0.475982,class_3
212,397,0.716075,class_3
195,381,0.406772,class_3
97,486,0.754627,class_3
448,837,0.579846,class_3
596,509,0.700329,class_3
278,16,0.36725,class_4
386,16,0.372662,class_4
411,19,0.440964,class_4
600,19,0.398557,class_4
571,21,0.429759,class_4
236,24,0.36337,class_4
489,32,0.452292,class_4
828,22,0.355741,class_4
679,25,0.35644,class_4
978,24,0.354193,class_4
28,28,0.365777,class_4
65,28,0.37115,class_4
851,30,0.427565,class_4
922,31,0.383722,class_4
457,34,0.369515,class_4
421,45,0.405022,class_4
77,38,0.353801,class_4
321,46,0.412296,class_4
51,47,0.471003,class_4
180,45,0.358006,class_4
622,44,0.351463,class_4
501,47,0.382057,class_4
280,53,0.370851,class_4
599,55,0.435843,class_4
957,53,0.378494,class_4
371,56,0.397492,class_4
860,55,0.352163,class_4
386,58,0.428518,class_4
971,58,0.36063,class_4
348,64,0.407249,class_4
992,63,0.389406,class_4
222,69,0.419456,class_4
436,66,0.364038,class_4
529,69,0.420129,class_4
442,75,0.391703,class_4
275,78,0.430886,class_4
868,80,0.427774,class_4
714,79,0.359404,class_4
401,91,0.471905,class_4
544,88,0.472957,class_4
93,85,0.427544,class_4
368,88,0.448959,class_4
460,90,0.386529,class_4
825,88,0.360605,class_4
429,97,0.499039,class_4
730,96,0.385613,class_4
768,96,0.395823,class_4
904,101,0.366574,class_4
698,129,0.458052,class_4
741,109,0.396349,class_4
618,109,0.379296,class_4
20,112,0.397709,class_4
163,112,0.374626,class_4
432,128,0.539802,class_4
532,113,0.35769,class_4
472,114,0.350057,class_4
214,128,0.392698,class_4
641,121,0.391472,class_4
477,123,0.369712,class_4
179,128,0.380541,class_4
83,130,0.418054,class_4
634,130,0.367479,class_4
761,130,0.377505,class_4
850,129,0.394121,class_4
302,139,0.371418,class_4
521,145,0.467785,class_4
407,147,0.429023,class_4
828,149,0.376286,class_4
168,157,0.409045,class_4
502,152,0.358848,class_4
203,161,0.515067,class_4
454,159,0.486936,class_4
45,165,0.475724,class_4
109,165,0.46334,class_4
414,161,0.370478,class_4
795,164,0.427288,class_4
673,164,0.380083,class_4
735,171,0.424342,class_4
421,178,0.484821,class_4
307,175,0.364754,class_4
504,175,0.373796,class_4
488,202,0.434227,class_4
223,186,0.562492,class_4
259,181,0.387512,class_4
606,187,0.407186,class_4
822,182,0.352999,class_4
551,188,0.426739,class_4
516,191,0.391276,class_4
273,195,0.395739,class_4
814,204,0.462903,class_4
907,194,0.394078,class_4
308,197,0.370552,class_4
66,202,0.413121,class_4
152,202,0.361576,class_4
176,202,0.350217,class_4
889,209,0.418914,class_4
756,205,0.358125,class_4
631,233,0.431586,class_4
932,210,0.408135,class_4
257,219,0.470088,class_4
328,216,0.474153,class_4
852,214,0.350092,class_4
414,231,0.552447,class_4
665,228,0.443308,class_4
298,227,0.446857,class_4
366,236,0.46696,class_4
1006,224,0.354304,class_4
970,236,0.445714,class_4
206,232,0.400781,class_4
242,236,0.399705,class_4
739,234,0.367296,class_4
324,237,0.385851,class_4
162,241,0.372346,class_4
887,247,0.384504,class_4
491,250,0.409734,class_4
175,259,0.442572,class_4
926,255,0.396679,class_4
421,257,0.412306,class_4
62,259,0.368777,class_4
274,258,0.356646,class_4
338,265,0.431936,class_4
132,263,0.369226,class_4
280,262,0.35248,class_4
653,267,0.413066,class_4
870,262,0.350888,class_4
440,272,0.450476,class_4
602,264,0.350762,class_4
509,281,0.472679,class_4
908,272,0.37765,class_4
956,287,0.443035,class_4
243,272,0.424323,class_4
400,280,0.461323,class_4
282,271,0.360307,class_4
564,274,0.378815,class_4
55,280,0.396521,class_4
299,286,0.389297,class_4
37,292,0.407924,class_4
140,295,0.419663,class_4
564,302,0.416792,class_4
365,298,0.401194,class_4
75,298,0.372367,class_4
885,308,0.407296,class_4
320,313,0.462651,class_4
760,308,0.356438,class_4
143,312,0.384482,class_4
464,317,0.443283,class_4
690,311,0.381038,class_4
766,314,0.405023,class_4
514,318,0.361851,class_4
85,325,0.422748,class_4
392,327,0.47152,class_4
116,332,0.415892,class_4
773,328,0.360682,class_4
999,336,0.385006,class_4
428,331,0.37303,class_4
588,341,0.424335,class_4
711,341,0.432977,class_4
280,343,0.441693,class_4
404,349,0.482639,class_4
