@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11}

@data
33,-52.26,28.3,class_0
40,53.03,-167.55,class_0
62,33.34,140.82,class_0
0,70.84,53.53,class_0
33,-9.76,160.69,class_0
48,38.23,142.02,class_0
36,45.53,150.93,class_1
57,41.85,142.78,class_1
0,-44.2,167.96,class_1
46,14.42,56.36,class_1
373,-6.44,127.96,class_1
33,57.2,-153,class_1
22,56.65,-152.82,class_1
51,3.91,96.56,class_1
41,61.62,-147.39,class_1
14,56.85,-152.69,class_1
24,56.3,-154.4,class_1
2,60.25,-146.71,class_1
184,0.02,123.18,class_1
22,56.6,-152.21,class_1
114,-56.45,-27.7,class_1
101,-56.09,-27.55,class_1
15,-0.5,122.61,class_1
7,46.96,153.8,class_1
4,47.09,153.72,class_1
392,-5.48,154.25,class_1
50,29.96,80.46,class_1
585,-7.17,123.86,class_1
2,-45.6,96.19,class_1
77,3.11,128.06,class_1
33,-31.78,57.32,class_1
31,-20.46,-173.89,class_1
607,-4.34,122.14,class_1
578,-27.46,-63.23,class_1
23,27.4,87.84,class_1
0,49.88,78.96,class_1
94,-56.46,-27.05,class_1
23,-2.64,126.04,class_1
33,-51.7,139.8,class_1
30,52.74,172.05,class_1
32,52.05,175.6,class_1
45,51.34,173.44,class_1
28,52.73,171.99,class_1
36,40.75,142.96,class_1
22,55.2,162,class_1
12,-42.66,174.02,class_1
5,64.69,-160.23,class_1
51,54.25,-162.51,class_1
29,21,120.68,class_1
116,-7.02,129.61,class_1
88,-55.99,-27.62,class_1
136,-6.2,130.33,class_1
98,-56.24,-27.9,class_1
19,-7.53,128.6,class_1
27,15.93,-46.69,class_1
58,7.21,123.53,class_1
33,-54.59,5.4,class_1
18,38.37,22.4,class_1
50,-7.31,-81.27,class_1
59,-5.21,151.65,class_1
38,-5.25,152.13,class_1
22,6.51,-84.44,class_1
45,36.44,141.37,class_1
26,12.46,114.45,class_1
35,-22.34,-113.98,class_1
41,51.32,-179.67,class_1
19,-9.61,159.77,class_1
121,50.04,155.38,class_1
29,20.73,146.29,class_1
53,48.29,154.36,class_1
17,1.85,126.4,class_1
23,57.37,-152.27,class_1
75,-0.52,122.21,class_1
22,-23.4,-174.72,class_1
26,39.17,41.56,class_1
39,8.48,126.62,class_1
35,-60.44,-26.44,class_1
1,38.9,21.1,class_1
0,49.92,77.76,class_1
571,-26.06,-63.1,class_1
105,-0.09,123.95,class_1
126,-0.13,123.95,class_1
122,-0.16,-78.6,class_1
38,-10.64,166.29,class_1
33,-40.12,-74.68,class_1
38,45.53,151.11,class_1
36,45.56,151.62,class_1
12,20,147.27,class_1
39,-15.33,-173.48,class_1
28,-25.18,-70.54,class_1
19,27.42,91.86,class_1
34,-49.57,163.93,class_1
0,19.5,-60,class_1
