@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4}

@data
428,221,0.404286,class_0
166,397,0.479857,class_0
586,735,0.677327,class_0
885,969,0.721292,class_0
744,612,0.54964,class_0
838,999,0.509237,class_0
803,611,0.596115,class_0
830,629,0.486817,class_0
705,154,0.438435,class_0
707,76,0.598207,class_0
391,958,0.357637,class_0
414,973,0.356664,class_0
155,322,0.676174,class_0
156,187,0.662475,class_0
143,379,0.603734,class_0
326,462,0.53019,class_0
393,606,0.454284,class_0
230,597,0.52307,class_0
602,474,0.355916,class_0
65,822,0.436692,class_0
997,677,0.446432,class_0
693,514,0.523038,class_0
682,530,0.575795,class_0
700,561,0.553404,class_0
99,852,0.737022,class_0
386,852,0.601478,class_0
102,785,0.625768,class_0
441,356,0.770561,class_0
195,110,0.753416,class_0
471,763,0.703602,class_0
610,656,0.485844,class_0
880,42,0.358721,class_0
564,676,0.457551,class_0
364,839,0.407072,class_0
968,708,0.480161,class_0
742,172,0.700746,class_0
731,591,0.541106,class_0
875,638,0.498383,class_0
829,512,0.483973,class_0
731,591,0.541106,class_0
578,730,0.73234,class_0
286,519,0.489462,class_0
862,765,0.570528,class_0
162,522,0.59723,class_0
604,740,0.36053,class_0
746,345,0.587441,class_0
890,214,0.537575,class_0
689,985,0.397693,class_0
590,546,0.652393,class_0
439,566,0.594825,class_0
765,517,0.486812,class_0
698,483,0.374493,class_0
648,450,0.387508,class_0
545,263,0.477754,class_0
480,944,0.732576,class_0
788,344,0.57068,class_0
710,1001,0.369461,class_0
225,408,0.551823,class_0
471,310,0.513673,class_0
608,566,0.67902,class_0
623,317,0.45585,class_0
438,526,0.54205,class_0
747,219,0.734388,class_0
122,709,0.540062,class_0
246,527,0.577866,class_0
750,649,0.66728,class_0
727,600,0.574832,class_0
518,48,0.467378,class_0
526,683,0.47395,class_0
495,718,0.59862,class_0
145,697,0.558606,class_0
430,651,0.606776,class_0
350,766,0.350339,class_0
459,791,0.373529,class_0
660,916,0.370901,class_0
815,593,0.369997,class_1
957,412,0.508527,class_1
499,564,0.433174,class_1
749,557,0.435688,class_1
752,836,0.555299,class_1
646,775,0.553048,class_1
814,896,0.446864,class_1
552,136,0.494005,class_1
117,629,0.552964,class_1
99,285,0.414739,class_1
964,632,0.434516,class_1
869,629,0.377758,class_1
753,712,0.531123,class_1
43,873,0.499164,class_1
115,840,0.675367,class_1
675,500,0.471737,class_1
356,218,0.583416,class_1
280,635,0.454615,class_1
228,648,0.435968,class_1
389,718,0.693126,class_1
640,969,0.459791,class_1
381,905,0.414577,class_1
258,706,0.514001,class_1
988,202,0.461139,class_1
971,536,0.51255,class_1
346,137,0.487341,class_1
857,518,0.480508,class_1
56,929,0.427539,class_1
179,764,0.570814,class_1
551,85,0.542474,class_1
116,538,0.36917,class_1
512,526,0.376587,class_1
179,756,0.629853,class_1
649,438,0.521285,class_1
677,719,0.505392,class_1
51,727,0.403503,class_1
19,850,0.47438,class_1
658,617,0.614582,class_1
982,660,0.534866,class_1
707,60,0.598829,class_1
972,139,0.722925,class_1
277,46,0.611707,class_1
681,722,0.407149,class_1
69,821,0.554172,class_1
351,912,0.590244,class_1
98,821,0.680422,class_1
29,971,0.512265,class_1
155,165,0.405573,class_1
192,309,0.69646,class_1
764,360,0.422594,class_1
850,210,0.706694,class_1
90,679,0.558199,class_1
432,452,0.603184,class_1
490,390,0.428285,class_1
608,819,0.380243,class_1
712,883,0.565465,class_1
602,731,0.579578,class_1
363,680,0.466769,class_1
676,781,0.598941,class_1
693,656,0.39711,class_1
787,412,0.375677,class_1
628,104,0.630467,class_1
859,510,0.411928,class_1
613,783,0.392054,class_1
964,148,0.634799,class_1
536,147,0.569022,class_1
662,820,0.555208,class_1
778,733,0.368004,class_1
493,550,0.409304,class_1
437,694,0.359978,class_1
486,490,0.557976,class_1
945,588,0.442843,class_1
415,805,0.546829,class_2
693,886,0.520869,class_2
107,24,0.508056,class_2
468,446,0.403921,class_2
347,648,0.457698,class_2
749,767,0.513582,class_2
277,851,0.510452,class_2
912,914,0.361939,class_2
930,912,0.359607,class_2
877,105,0.42728,class_2
731,272,0.589316,class_2
414,347,0.605625,class_2
120,48,0.36896,class_2
378,109,0.729207,class_2
959,831,0.645386,class_2
165,909,0.652167,class_2
961,889,0.698199,class_2
760,198,0.545539,class_2
980,375,0.634355,class_2
888,101,0.469776,class_2
667,29,0.615954,class_2
157,51,0.642574,class_2
372,43,0.371086,class_2
665,333,0.611786,class_2
204,504,0.495664,class_2
250,525,0.438976,class_2
480,759,0.733578,class_2
785,937,0.767376,class_2
832,541,0.642802,class_2
726,265,0.481,class_2
542,786,0.409573,class_2
534,807,0.580847,class_2
831,634,0.758868,class_2
198,50,0.42227,class_2
706,607,0.477559,class_2
767,677,0.657188,class_2
722,687,0.357895,class_2
754,696,0.434784,class_2
768,729,0.441433,class_2
775,760,0.447445,class_2
782,822,0.373174,class_2
382,874,0.58878,class_2
331,970,0.458601,class_2
349,960,0.53701,class_2
335,1008,0.437207,class_2
399,937,0.521746,class_2
374,1005,0.499174,class_2
435,993,0.517387,class_2
257,1002,0.613973,class_2
101,967,0.418603,class_2
292,846,0.522253,class_2
792,909,0.549173,class_2
842,966,0.499262,class_2
195,601,0.569567,class_2
413,763,0.468108,class_2
154,252,0.37805,class_2
626,143,0.396104,class_2
444,162,0.528102,class_2
622,704,0.534429,class_2
631,503,0.400505,class_2
930,509,0.406276,class_2
51,294,0.370274,class_2
798,426,0.570963,class_2
950,281,0.651224,class_2
164,226,0.616427,class_2
888,336,0.621859,class_2
984,317,0.518973,class_2
780,528,0.505728,class_2
856,554,0.496418,class_2
879,586,0.459908,class_2
774,585,0.636474,class_2
350,971,0.629742,class_2
433,609,0.541547,class_2
562,408,0.470091,class_2
789,664,0.397917,class_2
781,391,0.44297,class_2
442,484,0.565942,class_2
441,610,0.495224,class_2
220,124,0.6381,class_2
694,849,0.721769,class_2
365,137,0.622039,class_2
163,60,0.432839,class_2
476,860,0.507954,class_2
517,778,0.619145,class_2
626,578,0.434508,class_2
787,636,0.678943,class_2
947,486,0.697408,class_2
868,279,0.372568,class_2
964,401,0.557263,class_2
897,19,0.449268,class_2
817,82,0.514903,class_2
571,146,0.72125,class_2
772,221,0.692449,class_2
970,457,0.541253,class_2
597,25,0.602697,class_2
1004,187,0.549299,class_2
548,691,0.468504,class_2
521,358,0.386227,class_2
1004,860,0.656954,class_2
375,834,0.569614,class_2
583,903,0.660437,class_2
816,717,0.660934,class_2
687,771,0.430055,class_2
822,686,0.607498,class_2
825,741,0.554639,class_2
985,897,0.551728,class_2
764,923,0.378839,class_2
518,73,0.730891,class_2
75,917,0.584089,class_2
121,859,0.550677,class_2
930,304,0.512319,class_2
950,316,0.635256,class_2
950,316,0.635256,class_2
188,82,0.648834,class_2
338,175,0.467828,class_2
225,187,0.592167,class_2
67,787,0.699083,class_2
39,818,0.723381,class_2
31,840,0.53084,class_2
160,965,0.723863,class_2
203,900,0.604488,class_2
237,903,0.374633,class_2
793,154,0.475077,class_2
799,710,0.52999,class_2
754,792,0.685765,class_2
572,487,0.514336,class_2
932,308,0.60298,class_2
379,348,0.607354,class_2
379,348,0.607354,class_2
570,513,0.597344,class_2
664,347,0.426944,class_2
757,103,0.585638,class_2
851,97,0.474156,class_2
924,118,0.443037,class_2
707,221,0.570731,class_2
541,949,0.452646,class_2
835,640,0.534809,class_2
835,640,0.534809,class_2
429,687,0.500783,class_2
420,857,0.747859,class_2
346,797,0.556276,class_2
846,123,0.620018,class_2
684,173,0.739771,class_2
618,266,0.64024,class_2
747,715,0.442041,class_2
661,821,0.674556,class_2
824,749,0.45747,class_2
869,687,0.444477,class_2
379,584,0.559974,class_2
379,584,0.559974,class_2
407,775,0.494724,class_2
410,819,0.547257,class_2
411,802,0.480037,class_2
630,434,0.648743,class_2
883,586,0.620852,class_2
458,91,0.581142,class_2
438,163,0.573089,class_2
798,428,0.746995,class_2
782,576,0.549576,class_2
79,355,0.48494,class_2
327,17,0.448304,class_2
134,822,0.620234,class_2
37,712,0.487092,class_2
631,76,0.633866,class_2
612,40,0.782256,class_2
681,178,0.390055,class_2
671,740,0.496574,class_2
522,698,0.716958,class_2
835,719,0.403281,class_2
597,962,0.520876,class_2
854,239,0.582274,class_2
962,162,0.482302,class_2
919,66,0.793784,class_2
880,374,0.422794,class_2
441,192,0.451218,class_2
277,85,0.687834,class_2
188,273,0.706418,class_2
186,594,0.693653,class_2
970,111,0.549302,class_2
731,148,0.469736,class_2
944,499,0.741155,class_2
42,323,0.691856,class_2
255,697,0.547293,class_2
634,774,0.652938,class_2
237,788,0.679016,class_2
928,830,0.656587,class_2
556,612,0.452655,class_2
548,577,0.399246,class_2
178,309,0.637545,class_2
183,489,0.620675,class_2
27,743,0.690167,class_2
231,555,0.46597,class_2
51,720,0.577617,class_2
122,326,0.491207,class_2
346,332,0.425873,class_2
210,615,0.635818,class_2
301,326,0.44274,class_2
516,772,0.676292,class_2
288,817,0.681156,class_2
925,932,0.589905,class_2
784,858,0.514158,class_2
53,71,0.562559,class_2
74,186,0.468229,class_2
104,46,0.482082,class_2
267,277,0.563881,class_2
267,277,0.563881,class_2
311,140,0.525564,class_2
608,295,0.49677,class_2
569,17,0.403578,class_3
281,24,0.421643,class_3
68,26,0.426093,class_3
196,27,0.371448,class_3
745,26,0.393584,class_3
369,30,0.444991,class_3
491,39,0.415956,class_3
642,34,0.35678,class_3
916,34,0.370712,class_3
379,45,0.407794,class_3
935,44,0.371452,class_3
797,52,0.4739,class_3
992,48,0.365117,class_3
39,57,0.378255,class_3
479,62,0.444183,class_3
377,82,0.380018,class_3
538,85,0.379134,class_3
27,92,0.405573,class_3
394,97,0.419964,class_3
212,101,0.368515,class_3
327,102,0.365202,class_3
88,107,0.372825,class_3
282,107,0.39348,class_3
858,107,0.397376,class_3
518,108,0.353437,class_3
129,118,0.355326,class_3
883,122,0.36291,class_3
952,129,0.376471,class_3
828,133,0.36273,class_3
917,138,0.371722,class_3
970,140,0.362757,class_3
18,158,0.400293,class_3
917,165,0.372065,class_3
530,168,0.356362,class_3
23,175,0.569701,class_3
213,182,0.378336,class_3
254,192,0.374568,class_3
443,198,0.368332,class_3
772,202,0.364208,class_3
998,205,0.381443,class_3
657,208,0.367065,class_3
19,220,0.358545,class_3
574,222,0.369938,class_3
672,220,0.35415,class_3
426,238,0.35562,class_3
395,246,0.391042,class_3
408,250,0.364278,class_3
306,258,0.399776,class_3
452,260,0.409366,class_3
45,271,0.354471,class_3
244,279,0.419709,class_3
58,285,0.383057,class_3
396,290,0.358012,class_3
188,298,0.35101,class_3
76,303,0.387035,class_3
568,308,0.406588,class_3
843,312,0.379301,class_3
84,314,0.397223,class_3
374,324,0.50845,class_3
100,325,0.383455,class_3
170,356,0.361597,class_3
62,360,0.386988,class_3
183,367,0.426458,class_3
671,361,0.365121,class_3
588,372,0.361058,class_3
288,375,0.370319,class_3
624,376,0.362937,class_3
709,378,0.37585,class_3
884,382,0.414286,class_3
221,390,0.407224,class_3
403,401,0.415581,class_3
218,400,0.357019,class_3
51,405,0.3756,class_3
584,405,0.390551,class_3
106,408,0.350448,class_3
907,428,0.385114,class_3
130,440,0.353731,class_3
956,462,0.362783,class_3
206,477,0.372126,class_3
824,476,0.3547,class_3
841,481,0.375143,class_3
78,490,0.46344,class_3
844,491,0.37337,class_3
758,492,0.358423,class_3
140,500,0.380007,class_3
182,500,0.390209,class_3
362,504,0.409404,class_3
857,511,0.386523,class_3
883,520,0.363821,class_3
892,524,0.358346,class_3
910,527,0.443889,class_3
954,531,0.44241,class_3
389,536,0.428484,class_3
358,543,0.390707,class_3
143,566,0.392086,class_3
258,562,0.364762,class_3
264,575,0.391068,class_3
882,575,0.370736,class_3
888,578,0.365978,class_3
944,578,0.366555,class_3
591,591,0.376303,class_3
163,599,0.362051,class_3
362,654,0.378461,class_3
308,657,0.413622,class_3
436,665,0.37962,class_3
869,672,0.353808,class_3
