@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute class {class_0,class_1}

@data
-0.499121,-1.348412,0.188688,-0.599308,-0.569351,class_0
1.203156,1.363445,0.007305,0.050503,0.275078,class_0
0.971367,1.433527,0.449276,-0.512795,0.901177,class_0
0.327275,0.627802,-0.255897,-1.403327,-0.453255,class_0
0.871522,1.42147,0.022398,-0.426952,0.431518,class_0
-0.742695,-1.166352,-1.078633,-1.499183,-0.828283,class_0
1.285041,0.469192,2.105065,1.255658,2.500027,class_0
0.941977,1.627462,0.734734,-0.738882,0.80338,class_0
0.317653,1.158492,-0.458821,-1.088191,-0.284593,class_0
-0.097219,0.831263,-1.040675,-1.525893,-0.758666,class_0
-1.398009,-1.082028,-0.357842,-0.685895,-0.550378,class_0
1.029269,1.153742,0.837904,-0.418948,1.220383,class_0
-1.856703,-1.131023,0.286648,1.184539,-0.425365,class_0
0.260626,0.304898,0.4889,0.626354,0.381086,class_0
1.093019,1.039151,0.066888,-1.325835,0.106794,class_0
0.085573,1.087998,2.05326,1.765959,1.017433,class_0
0.539108,0.114969,1.184767,0.254606,0.708988,class_0
1.471051,1.285211,-0.49121,-1.099605,-0.445435,class_0
0.958301,1.339105,1.951636,0.625898,1.778066,class_0
-1.649426,-1.411258,-0.458891,-1.406539,-0.208719,class_0
1.004733,1.360881,-0.345728,-1.267967,-0.034657,class_0
1.270305,1.319918,-0.732267,-1.41948,-0.493061,class_0
0.583343,0.620632,-0.547497,-1.486315,-0.036702,class_0
0.043381,0.349862,0.587568,-0.170379,0.546963,class_0
0.877381,1.189204,1.485455,1.289525,1.367729,class_0
-0.932407,-1.084826,-0.817894,-1.525866,-0.658851,class_0
0.640727,0.331006,-0.403289,-0.823903,-0.150581,class_0
-1.754888,-1.461138,-0.475133,-0.846807,-0.619474,class_0
0.327883,0.688646,-0.26293,-0.619429,-0.196806,class_0
0.255465,0.453373,-0.210958,-1.60548,-0.543462,class_0
0.405992,0.129326,-1.040544,-1.428845,-0.762495,class_0
0.611218,1.042609,0.574486,0.079612,0.309811,class_0
-1.407525,-1.855915,-1.176758,-0.07764,-0.797785,class_0
0.860228,0.459775,-0.504199,0.105754,-0.094687,class_0
-0.811149,-1.515844,-0.389567,-0.115548,-0.383093,class_0
1.400878,0.939698,1.904678,0.744235,2.465094,class_0
-1.38421,-1.100292,-0.597567,-0.44007,-0.818289,class_0
1.434242,1.051379,-0.984764,-0.819483,-0.846915,class_0
-2.033551,-1.569358,-0.488295,0.277369,-0.941401,class_0
-1.210329,-1.383628,-0.69069,-0.315651,-0.6964,class_0
0.037022,0.644757,-0.289354,-1.435506,-0.276644,class_0
-1.262062,-0.618325,-0.621897,-0.910216,-1.014723,class_0
0.259051,0.713118,1.625935,0.619808,1.172137,class_0
-2.099318,-1.593931,-0.191608,-0.063945,-0.736988,class_0
1.767082,1.076347,-0.001404,-1.027109,0.259614,class_0
1.142775,1.388235,0.10109,-0.581171,0.569084,class_0
-1.084421,-1.529188,-1.486984,-1.584508,-1.307394,class_0
1.060387,1.140566,0.153653,-0.936799,0.380387,class_0
0.042406,0.551949,-0.762006,-1.62855,-0.833256,class_0
0.516396,0.670163,0.791832,0.442502,0.81149,class_0
0.148445,0.637389,-1.060392,-1.852273,-1.117819,class_0
1.522656,0.866074,1.235137,0.361782,1.688625,class_0
0.715971,0.356292,1.053598,0.450398,1.260071,class_0
0.098865,0.833928,-1.192572,-1.813328,-0.953349,class_0
-1.224807,-1.680073,-0.871968,-1.132183,-0.734217,class_0
-0.685609,-1.159357,-0.861926,-1.568683,-0.688797,class_0
1.593572,1.015204,0.338308,0.841835,0.63677,class_0
0.204079,0.12587,0.092942,0.159681,-0.132595,class_0
1.146722,1.034032,-1.054908,-1.598968,-0.653094,class_0
1.207068,1.541208,0.018615,-1.307351,0.537325,class_0
0.607785,1.135871,1.446465,0.21367,1.154189,class_0
1.022238,0.869364,0.831039,0.802802,1.096453,class_0
0.799055,0.678039,-0.743112,-1.485489,-0.649948,class_0
-1.23475,-1.233333,-1.276087,-0.253332,-1.298978,class_0
0.467359,0.514507,1.182592,1.665684,1.020565,class_0
0.495581,1.285081,-0.442679,-0.905951,-0.385007,class_0
-0.61192,-1.179767,-0.915221,-1.240322,-0.701742,class_0
0.64069,1.192699,-0.630181,-0.865827,-0.286678,class_0
0.759868,0.836317,0.625162,-0.180499,0.905221,class_0
0.594708,1.418844,1.928271,1.663163,1.701857,class_0
0.678083,1.329537,-0.085194,-0.49635,-0.061678,class_0
1.154374,1.264832,-0.432685,-1.556317,-0.31622,class_0
-0.771307,-1.467723,-0.740287,-0.239987,-0.726608,class_0
0.382108,0.700896,0.068225,-0.291714,0.131998,class_0
1.054617,0.479735,0.543844,0.089631,0.779133,class_0
1.566247,1.106448,-1.139589,-1.830226,-0.876608,class_0
1.038045,1.654647,-0.16986,-0.393516,-0.25822,class_0
1.31375,0.879398,0.139349,-0.57644,0.460912,class_0
0.506832,0.299579,-0.785348,-1.16079,-0.495964,class_0
1.200913,0.828146,1.174175,0.088314,1.546553,class_0
1.533151,0.744604,1.636541,1.34474,1.777495,class_0
0.705246,0.430402,-0.370077,-0.09378,-0.314766,class_0
-1.646794,-1.026403,-0.084659,-0.036178,-0.76795,class_0
0.797697,0.186828,0.200113,-0.047584,0.072367,class_0
-1.275287,-1.209183,-0.366548,-0.539141,-1.013697,class_0
1.253805,0.547592,1.877822,1.68574,2.355941,class_0
-1.164556,-1.424916,-0.414016,-0.168468,-0.560411,class_0
0.324568,0.783949,1.069867,0.385819,0.615744,class_0
-0.111614,0.253677,0.379468,-0.161609,-0.227389,class_0
0.993508,0.965569,0.993054,-0.143929,1.052592,class_0
0.586974,1.013067,-0.11384,-1.013229,-0.265687,class_0
0.228412,0.247971,0.088979,-0.660402,-0.174178,class_0
0.478484,1.263004,2.470447,1.744288,1.957637,class_0
0.31643,0.331706,0.8138,0.187709,0.833785,class_0
0.846546,1.372258,-0.614305,-1.470849,-0.698843,class_0
0.675618,0.112607,-1.038217,-1.612174,-1.121746,class_0
0.247979,0.186992,-0.283765,-0.353441,-0.386186,class_0
0.400634,0.937117,1.248227,-0.579851,0.966108,class_0
0.379516,0.070886,-0.78627,-0.46585,-0.483165,class_0
0.875239,0.098369,-0.422497,-1.063207,-0.020513,class_0
1.0151,0.486064,0.976188,0.875767,0.840936,class_0
-1.828374,-1.449885,-0.731556,-0.440952,-0.728266,class_0
1.113092,0.867514,1.460098,0.886702,1.539431,class_0
0.340954,0.763096,0.084477,0.009072,0.268563,class_0
-0.298848,0.108179,-0.820355,-1.739579,-0.949137,class_0
0.225992,1.112931,0.318356,-1.085547,0.385704,class_0
-1.018673,-1.581468,-0.504079,0.861204,-0.671391,class_0
-0.014082,0.356195,0.440314,-0.298687,0.168966,class_0
0.680065,1.601266,0.241945,-0.845983,0.030442,class_0
-1.25367,-1.046074,-1.240715,0.535698,-0.664916,class_1
-1.382559,-0.690114,0.650833,0.482811,-0.056364,class_1
-0.161784,-0.909239,-0.880648,0.766494,-1.067561,class_1
-0.54555,-0.14011,0.360767,0.305957,-0.08376,class_1
1.847945,1.469849,-0.51164,-1.703619,-0.174138,class_1
-0.336083,0.150364,-1.029057,-0.362525,-0.861817,class_1
-1.251431,-0.589318,-0.394837,1.449284,-0.44849,class_1
-0.010801,-0.010022,0.656009,1.630997,0.41449,class_1
-0.683777,0.002061,-0.559992,-0.270761,-0.843593,class_1
-0.686067,-0.315731,0.575237,1.661856,0.057502,class_1
-0.470895,-0.68116,-0.368005,-1.293147,-0.428144,class_1
