@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1}

@data
30,6,1,class_0
30,4,3,class_0
30,7,0,class_0
31,1,2,class_0
31,7,4,class_0
33,0,10,class_0
33,2,0,class_0
34,0,30,class_0
34,2,1,class_0
34,3,10,class_0
34,9,7,class_0
34,2,0,class_0
35,6,13,class_0
35,5,0,class_0
36,2,1,class_0
36,11,0,class_0
37,2,0,class_0
37,5,0,class_0
37,0,0,class_0
37,1,6,class_0
37,2,15,class_0
37,5,0,class_0
38,1,2,class_0
38,2,0,class_0
38,2,0,class_0
38,4,3,class_0
38,6,1,class_0
38,8,0,class_0
38,8,11,class_0
38,2,1,class_0
38,9,5,class_0
39,5,0,class_0
39,9,0,class_0
39,0,0,class_0
39,1,2,class_0
39,5,4,class_0
40,0,2,class_0
40,0,0,class_0
40,7,0,class_0
41,0,0,class_0
41,1,8,class_0
41,1,0,class_0
41,6,0,class_0
41,11,8,class_0
41,7,0,class_0
41,7,0,class_0
42,0,0,class_0
42,2,1,class_0
42,1,2,class_0
42,3,4,class_0
42,4,20,class_0
42,7,0,class_0
42,5,1,class_0
43,5,14,class_0
43,6,2,class_0
43,6,3,class_0
43,2,0,class_0
43,5,2,class_0
43,7,0,class_0
43,8,4,class_0
44,3,0,class_0
44,5,1,class_0
44,3,0,class_0
44,9,16,class_0
45,2,0,class_0
45,9,0,class_0
45,1,14,class_0
45,6,0,class_0
45,10,0,class_0
45,9,1,class_0
46,4,0,class_0
46,0,3,class_0
46,5,0,class_0
47,3,0,class_0
47,5,6,class_0
47,8,0,class_0
47,9,0,class_0
47,0,3,class_0
47,2,4,class_0
47,10,4,class_0
47,8,12,class_0
48,3,8,class_0
48,4,2,class_0
48,6,0,class_0
48,8,0,class_0
49,3,1,class_0
49,4,0,class_0
49,8,0,class_0
49,2,1,class_0
49,4,1,class_0
49,5,3,class_0
49,3,0,class_0
49,9,1,class_0
50,1,0,class_0
50,3,6,class_0
50,3,0,class_0
50,5,1,class_0
50,0,1,class_0
50,1,2,class_0
50,3,0,class_0
50,6,0,class_0
50,7,4,class_0
50,8,1,class_0
51,6,7,class_0
51,1,1,class_0
51,7,0,class_0
51,8,1,class_0
52,3,0,class_0
52,5,4,class_0
52,11,0,class_0
52,2,4,class_0
52,2,5,class_0
52,4,0,class_0
52,4,1,class_0
52,6,0,class_0
52,7,0,class_0
52,10,0,class_0
53,0,1,class_0
53,2,1,class_0
53,2,2,class_0
53,3,1,class_0
53,5,0,class_0
54,1,7,class_0
54,2,3,class_0
54,8,0,class_0
54,9,46,class_0
54,4,0,class_0
54,11,7,class_0
54,5,19,class_0
54,0,1,class_0
54,4,0,class_0
55,0,1,class_0
55,0,0,class_0
55,0,1,class_0
55,8,18,class_0
55,8,0,class_0
55,11,3,class_0
55,11,22,class_0
55,9,1,class_0
56,2,0,class_0
56,8,2,class_0
56,8,1,class_0
56,9,0,class_0
56,2,0,class_0
57,6,9,class_0
57,11,0,class_0
57,3,0,class_0
57,4,0,class_0
57,5,0,class_0
57,6,0,class_0
57,6,0,class_0
57,9,0,class_0
58,1,0,class_0
58,2,3,class_0
58,3,1,class_0
58,9,0,class_0
58,0,0,class_0
58,0,3,class_0
58,3,2,class_0
59,2,0,class_0
59,5,0,class_0
59,6,1,class_0
59,6,4,class_0
59,6,0,class_0
59,6,7,class_0
59,9,3,class_0
60,3,1,class_0
60,9,2,class_0
60,3,25,class_0
60,6,0,class_0
61,1,0,class_0
61,1,0,class_0
61,6,0,class_0
61,7,8,class_0
61,10,0,class_0
61,1,0,class_0
62,4,6,class_0
62,8,0,class_0
62,8,0,class_0
62,0,0,class_0
63,3,0,class_0
63,4,0,class_0
63,5,0,class_0
63,5,0,class_0
63,8,0,class_0
63,3,9,class_0
63,3,28,class_0
64,0,0,class_0
64,7,22,class_0
64,8,0,class_0
64,3,0,class_0
64,10,0,class_0
65,0,0,class_0
65,6,0,class_0
65,9,0,class_0
