@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1}

@data
1,1.76,class_0
2,1.76,class_0
3,1.76,class_0
4,1.76,class_0
5,1.74,class_0
6,1.72,class_0
9,1.76,class_0
10,1.84,class_0
11,1.84,class_0
12,1.86,class_0
13,1.86,class_0
14,1.88,class_0
15,1.88,class_0
16,1.84,class_0
20,1.82,class_0
22,1.84,class_0
23,1.88,class_0
24,1.94,class_0
25,1.94,class_0
26,1.9,class_0
27,1.9,class_0
28,1.92,class_0
29,1.92,class_0
30,1.92,class_0
31,1.94,class_0
32,1.94,class_0
33,1.92,class_0
34,1.96,class_0
36,1.92,class_0
37,1.94,class_0
38,1.92,class_0
39,1.86,class_0
42,1.86,class_0
43,1.94,class_0
44,1.94,class_0
45,1.9,class_0
46,1.92,class_0
47,1.92,class_0
48,1.94,class_0
49,1.92,class_0
50,1.92,class_0
51,1.94,class_0
52,1.92,class_0
53,1.96,class_0
54,2,class_0
55,1.94,class_0
56,1.92,class_0
57,1.94,class_0
58,1.92,class_0
63,1.92,class_0
64,1.94,class_0
65,1.94,class_0
66,1.96,class_0
67,1.96,class_0
68,1.96,class_0
69,1.96,class_0
70,1.96,class_0
71,1.96,class_0
72,1.94,class_0
73,1.94,class_0
74,1.92,class_0
82,1.92,class_0
83,1.96,class_0
84,1.96,class_0
85,1.94,class_0
86,1.96,class_0
87,2,class_0
88,2,class_0
89,1.98,class_0
91,1.94,class_0
92,1.96,class_0
93,1.96,class_0
94,1.96,class_0
95,1.96,class_0
96,1.94,class_0
97,1.94,class_0
98,1.94,class_0
99,1.94,class_0
100,1.96,class_0
101,1.96,class_0
102,1.96,class_0
103,1.96,class_0
104,1.96,class_0
105,1.96,class_0
106,1.96,class_0
107,1.96,class_0
108,1.96,class_0
109,1.96,class_0
110,1.96,class_0
111,1.96,class_0
112,1.96,class_0
113,1.96,class_0
114,1.98,class_0
115,1.96,class_0
116,1.96,class_0
117,2,class_0
118,2.02,class_0
119,1.98,class_0
120,1.96,class_0
121,1.98,class_0
122,1.96,class_0
123,1.92,class_0
128,1.96,class_0
129,2,class_0
130,2,class_0
131,1.98,class_0
132,1.94,class_0
133,1.92,class_0
134,1.94,class_0
135,1.98,class_0
137,1.98,class_0
138,1.96,class_0
139,1.96,class_0
140,1.98,class_0
141,2,class_0
142,2,class_0
143,2,class_0
144,2,class_0
145,2,class_0
146,2,class_0
147,2,class_0
148,1.98,class_0
149,1.98,class_0
151,2,class_0
152,2,class_0
153,2.02,class_0
154,2.04,class_0
155,2.04,class_0
156,2,class_0
157,1.98,class_0
158,2,class_0
159,2,class_0
160,1.96,class_0
164,2,class_0
165,2,class_0
166,1.94,class_0
167,2,class_0
168,2,class_0
169,1.98,class_0
170,2,class_0
171,2,class_0
173,2.02,class_0
174,2.04,class_0
175,2.04,class_0
176,2.04,class_0
177,2.04,class_0
178,1.94,class_0
180,2.02,class_0
181,2.04,class_0
182,2.04,class_0
183,2.04,class_0
184,2.04,class_0
185,2,class_0
186,2,class_0
187,2,class_0
188,2,class_0
189,2,class_0
190,2,class_0
191,2,class_0
192,2,class_0
193,2,class_0
194,2,class_0
195,2,class_0
196,2,class_0
197,2,class_0
199,1.96,class_0
200,2,class_0
201,2,class_0
202,1.96,class_0
203,1.96,class_0
204,2,class_0
205,2,class_0
206,1.96,class_0
209,2,class_0
210,2.04,class_0
211,2,class_0
