@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute class {class_0,class_1}

@data
36,0,0,0,0,0,0,0,10,class_0
39,0,0,0,1,1,0,0,30,class_0
41,0,0,0,0,0,1,0,25,class_0
40,0,0,0,2,1,0,0,20,class_0
51,1,0,0,2,0,2,0,25,class_0
65,1,0,0,2,1,0,0,17,class_0
60,1,0,0,2,1,0,0,50,class_0
34,0,0,0,2,1,1,0,20,class_0
58,1,0,0,2,0,0,0,15,class_0
62,1,0,0,1,0,2,0,25,class_0
46,0,2,1,2,0,0,0,30,class_0
46,0,0,0,0,0,2,0,30,class_0
48,0,0,0,1,1,4,0,0,class_0
54,1,0,0,2,0,0,0,12,class_0
37,0,3,0,0,1,0,0,15,class_0
62,1,4,1,1,1,4,0,45,class_0
60,1,0,0,2,1,2,0,30,class_0
52,1,3,0,2,1,2,0,35,class_0
35,0,2,0,1,0,3,1,40,class_0
52,0,0,0,1,1,0,0,30,class_0
50,0,0,0,2,0,1,0,16,class_0
37,0,0,0,2,0,3,0,40,class_0
54,0,0,0,2,0,2,0,35,class_0
64,1,0,0,0,0,2,0,30,class_0
48,0,3,0,2,1,1,0,30,class_0
45,0,0,0,0,1,1,0,20,class_0
50,0,2,1,2,1,0,1,25,class_0
50,0,0,0,2,1,2,0,40,class_0
41,0,0,0,2,0,2,0,20,class_0
45,0,0,0,2,0,1,0,30,class_0
39,0,4,1,2,0,3,0,30,class_0
45,0,0,0,2,0,0,0,25,class_0
60,1,0,0,0,1,0,0,20,class_0
41,0,0,0,2,1,2,0,10,class_0
33,0,1,0,1,1,4,0,20,class_0
55,1,3,1,2,0,2,0,20,class_0
33,0,3,0,2,1,1,0,11,class_0
50,1,3,1,2,1,4,1,15,class_0
70,1,0,0,1,1,2,0,20,class_0
48,1,3,0,2,1,0,0,25,class_0
58,1,0,0,1,1,2,0,40,class_0
54,1,6,0,1,1,0,0,35,class_0
65,1,0,0,2,1,0,0,30,class_0
74,1,0,0,2,1,4,0,10,class_0
63,1,7,0,0,0,0,1,28,class_0
46,0,1,0,2,0,2,0,10,class_0
59,1,0,0,0,0,3,0,30,class_0
54,1,0,0,0,1,2,0,10,class_0
54,1,0,0,2,0,3,0,15,class_0
43,0,0,0,0,0,2,0,12,class_0
52,1,0,0,2,1,0,0,40,class_0
47,0,0,0,2,1,4,0,20,class_0
49,0,0,0,2,1,2,0,20,class_0
52,1,2,1,2,0,2,0,20,class_0
68,1,0,0,0,1,4,0,8,class_0
57,1,0,0,2,1,0,0,10,class_0
47,1,0,0,1,1,2,0,20,class_0
65,1,4,1,2,0,3,0,30,class_0
47,0,0,0,1,1,2,0,30,class_0
63,1,0,0,2,0,0,0,25,class_0
54,1,0,0,0,1,0,0,0,class_0
46,0,1,0,1,0,2,1,27,class_0
54,1,0,0,0,0,0,0,30,class_0
53,0,0,0,2,0,1,0,25,class_0
49,1,0,0,1,1,0,0,20,class_0
39,0,2,0,2,0,4,0,20,class_0
57,1,5,0,1,1,0,1,30,class_0
45,0,1,1,1,0,0,1,35,class_0
62,2,0,0,0,1,0,0,30,class_0
52,1,0,0,1,1,2,0,20,class_0
48,0,3,0,2,1,0,1,45,class_0
51,0,0,0,0,1,0,0,15,class_0
49,1,6,1,2,0,2,1,40,class_0
52,0,0,0,0,0,2,0,25,class_0
36,0,0,0,2,1,1,0,8,class_0
50,0,10,0,0,0,2,0,10,class_0
43,0,0,0,0,0,1,0,10,class_0
50,1,0,0,2,0,3,0,8,class_0
46,0,0,0,2,1,2,0,25,class_0
48,0,0,0,1,0,3,0,30,class_0
73,1,0,0,0,1,1,0,0,class_0
52,1,0,0,1,0,2,0,20,class_0
48,0,7,0,2,0,2,0,20,class_0
42,0,0,0,0,0,0,0,20,class_0
49,0,0,0,0,0,3,0,20,class_0
51,0,1,1,2,0,2,1,50,class_0
66,1,0,0,0,1,2,0,10,class_0
67,2,0,0,0,1,3,0,10,class_0
51,1,0,0,1,1,3,0,25,class_0
61,1,0,0,0,1,0,0,20,class_0
55,1,0,0,0,0,4,0,15,class_0
54,1,0,0,2,0,2,0,23,class_0
68,1,0,0,0,1,1,0,15,class_0
61,1,0,0,0,1,0,0,10,class_0
39,0,0,0,2,0,0,0,25,class_0
41,0,0,0,2,0,3,0,20,class_0
57,1,0,0,0,0,2,0,10,class_0
46,0,0,0,2,1,0,0,50,class_0
54,0,1,1,2,1,2,0,25,class_0
65,1,0,0,0,0,2,0,15,class_0
44,0,0,0,2,1,1,0,20,class_0
51,0,3,0,2,0,2,0,12,class_0
63,1,0,0,2,0,2,0,15,class_0
54,0,0,0,0,1,0,0,10,class_0
55,1,3,0,0,1,1,0,25,class_0
70,1,0,0,0,0,2,0,40,class_0
55,1,0,0,0,0,4,0,0,class_0
59,1,0,0,0,1,2,0,30,class_0
65,1,0,0,2,0,2,0,15,class_0
51,0,0,0,2,0,0,0,15,class_0
40,0,0,0,0,1,1,0,25,class_0
54,1,0,0,0,0,0,0,23,class_0
52,1,0,0,1,0,2,0,40,class_0
33,2,1,0,1,0,2,0,15,class_0
57,1,5,0,1,1,2,1,30,class_0
68,1,1,0,2,1,0,0,12,class_0
40,0,0,0,0,0,2,0,40,class_0
46,0,5,1,2,0,3,1,35,class_0
62,1,0,0,2,0,0,0,18,class_0
41,0,15,0,1,0,1,1,15,class_0
59,1,2,1,2,1,0,0,40,class_0
65,1,3,0,2,1,2,1,15,class_0
40,0,3,0,2,1,1,1,25,class_0
47,0,0,0,2,0,2,0,25,class_0
65,1,1,0,1,0,0,0,25,class_0
63,1,0,0,2,0,2,0,22,class_0
53,1,0,0,1,1,2,0,20,class_0
46,0,0,0,2,0,4,0,25,class_0
43,0,3,0,0,0,0,1,25,class_0
43,0,8,0,2,0,0,1,20,class_0
47,0,0,0,2,0,2,0,20,class_0
67,1,1,0,2,0,2,1,50,class_0
45,0,1,1,1,0,2,1,35,class_0
46,0,8,0,2,1,2,0,30,class_0
55,2,0,0,2,1,0,0,15,class_0
70,1,0,0,0,0,3,0,40,class_0
43,0,0,0,2,0,1,0,0,class_0
53,1,0,0,1,1,2,0,35,class_0
56,1,0,0,2,1,4,0,0,class_0
47,0,0,0,0,1,3,0,30,class_0
47,1,3,0,2,1,2,1,30,class_0
44,0,0,0,2,1,0,0,10,class_0
44,0,1,0,1,0,0,1,20,class_0
47,0,0,0,2,0,0,0,10,class_0
51,1,0,0,2,1,0,0,25,class_0
57,1,0,0,0,1,0,0,27,class_0
48,0,7,0,2,0,0,0,20,class_0
36,0,0,0,2,1,2,0,30,class_0
36,0,4,1,2,0,2,1,25,class_0
47,0,0,0,2,1,0,0,15,class_0
52,0,3,0,0,1,4,0,30,class_0
63,1,0,0,0,1,2,0,30,class_0
56,1,1,0,0,0,4,0,30,class_0
50,0,0,0,0,1,0,0,20,class_0
54,1,0,0,0,0,4,0,15,class_0
38,0,0,0,0,1,0,0,15,class_0
54,1,3,0,1,1,3,0,40,class_0
41,0,0,0,2,0,0,0,40,class_0
45,0,0,0,2,0,3,0,35,class_0
50,2,1,0,1,0,2,0,30,class_0
40,0,3,0,2,1,2,1,25,class_0
47,0,0,0,0,0,2,0,10,class_0
55,0,7,0,2,0,2,1,25,class_0
55,1,13,1,1,0,2,0,25,class_0
63,1,7,1,1,1,0,0,30,class_0
34,0,0,0,0,1,4,0,25,class_0
45,0,1,0,0,1,0,1,8,class_0
35,0,2,1,2,0,2,1,20,class_0
51,0,2,1,2,1,0,1,30,class_0
61,1,3,0,1,0,2,1,18,class_0
53,0,0,0,2,1,0,0,25,class_0
45,0,1,0,0,1,0,0,35,class_0
66,1,0,0,0,0,0,0,10,class_0
55,0,0,0,1,1,0,0,10,class_0
46,0,5,1,2,0,2,1,35,class_0
63,1,7,0,0,0,2,1,28,class_0
38,0,3,0,2,1,0,1,40,class_0
50,0,0,0,2,1,0,0,25,class_0
59,1,4,1,2,1,0,0,30,class_0
62,1,0,0,2,1,2,0,20,class_0
61,1,3,0,2,0,2,1,10,class_0
45,0,7,1,1,0,2,1,40,class_0
55,0,0,0,0,1,0,0,25,class_0
52,1,7,1,1,0,2,0,25,class_0
62,1,0,0,2,1,0,0,15,class_0
57,1,0,0,1,0,0,0,30,class_0
59,1,0,0,0,0,3,0,50,class_0
32,0,0,0,2,0,4,0,0,class_0
41,0,0,0,0,1,0,0,30,class_0
51,1,0,0,1,1,0,0,35,class_0
41,0,3,0,2,1,0,1,10,class_0
63,1,3,0,2,1,0,1,30,class_0
62,1,2,0,2,0,2,1,40,class_0
51,0,2,1,2,1,0,0,20,class_0
36,0,0,0,2,1,0,0,25,class_0
63,1,3,0,0,1,2,0,10,class_0
48,0,3,0,2,0,3,1,30,class_0
54,1,0,0,0,1,0,0,12,class_0
67,1,0,0,2,1,0,0,25,class_0
62,1,0,0,1,1,0,0,30,class_0
29,0,0,0,2,0,3,0,35,class_0
30,0,1,0,1,1,0,0,35,class_1
53,0,0,0,2,1,0,0,15,class_1
52,0,0,0,1,1,3,0,30,class_1
51,0,0,0,0,0,2,0,25,class_1
62,1,1,1,2,0,3,1,30,class_1
36,0,3,0,0,0,2,0,30,class_1
31,0,0,0,0,0,0,0,15,class_1
45,1,2,0,1,1,0,0,30,class_1
35,0,5,0,2,0,2,1,30,class_1
69,1,3,0,1,0,2,1,30,class_1
47,0,0,0,0,0,2,0,35,class_1
66,1,2,1,2,1,4,1,30,class_1
56,1,8,0,1,1,0,1,25,class_1
35,0,2,0,1,0,2,1,30,class_1
47,0,7,0,2,0,2,0,30,class_1
64,1,3,0,1,1,2,0,25,class_1
54,0,2,1,1,1,0,1,25,class_1
52,1,9,1,1,1,0,1,40,class_1
53,2,3,1,0,1,0,0,20,class_1
63,1,3,0,0,0,2,0,20,class_1
57,0,8,1,2,1,1,1,30,class_1
37,0,1,0,1,1,2,1,20,class_1
66,1,3,0,1,0,0,0,22,class_1
52,1,4,1,1,1,1,0,30,class_1
53,1,10,0,1,0,2,0,30,class_1
53,0,3,0,1,0,0,1,25,class_1
46,1,0,0,2,0,2,0,20,class_1
43,0,1,0,2,0,0,0,25,class_1
60,1,9,1,1,1,0,0,35,class_1
65,1,11,1,1,1,0,1,20,class_1
46,0,12,1,1,0,2,0,25,class_1
52,0,0,0,2,1,3,0,25,class_1
43,0,3,0,1,1,2,0,28,class_1
47,0,0,0,1,0,3,0,30,class_1
31,0,0,0,2,0,4,0,0,class_1
44,0,13,1,1,1,0,0,15,class_1
58,1,10,1,1,0,3,0,24,class_1
43,0,1,0,2,1,0,1,25,class_1
54,0,14,1,1,0,3,0,35,class_1
36,0,12,1,1,1,0,0,35,class_1
32,0,1,0,1,1,0,0,35,class_1
66,1,2,0,2,1,0,1,20,class_1
38,0,8,1,1,1,0,1,18,class_1
58,1,0,0,2,0,4,0,20,class_1
32,0,2,1,1,1,0,1,25,class_1
65,1,0,0,2,0,0,0,40,class_1
60,1,3,0,0,0,3,1,45,class_1
41,0,0,0,1,1,3,0,25,class_1
51,0,3,0,1,0,2,1,30,class_1
64,1,0,0,1,0,4,0,30,class_1
59,1,0,0,1,1,2,0,30,class_1
49,1,2,0,1,0,0,1,20,class_1
47,0,1,1,1,0,2,0,15,class_1
45,0,0,0,2,1,0,0,22,class_1
43,0,1,0,2,0,0,1,50,class_1
31,0,7,1,2,1,0,0,20,class_1
49,1,16,1,1,1,1,1,25,class_1
57,1,0,0,2,1,0,0,35,class_1
49,0,10,1,2,0,3,1,20,class_1
49,0,15,1,1,1,2,1,30,class_1
40,0,9,1,1,0,2,0,30,class_1
63,1,3,0,1,0,2,0,50,class_1
70,1,17,1,0,1,0,1,15,class_1
47,0,0,0,0,1,0,0,40,class_1
42,0,1,1,1,0,3,0,30,class_1
51,0,17,1,2,0,2,0,50,class_1
43,0,1,0,2,0,0,0,25,class_1
44,0,3,0,0,1,0,1,32,class_1
44,0,0,0,2,1,2,0,15,class_1
46,0,2,1,2,1,3,0,30,class_1
36,0,3,0,0,1,2,0,40,class_1
43,0,10,1,2,1,0,1,20,class_1
57,1,0,0,2,1,2,0,20,class_1
60,1,1,0,1,1,1,1,28,class_1
35,0,1,0,2,1,2,0,30,class_1
68,1,7,1,1,0,0,0,40,class_1
52,1,9,1,1,1,0,1,40,class_1
51,0,0,0,2,1,3,0,25,class_1
49,0,14,1,1,1,0,0,30,class_1
37,0,9,1,1,1,1,1,25,class_1
53,2,3,1,0,1,2,0,20,class_1
65,1,10,0,2,0,3,0,25,class_1
57,1,17,1,1,1,1,1,30,class_1
63,1,9,1,1,1,2,1,13,class_1
56,1,7,0,1,1,0,0,30,class_1
