@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4}

@data
361,196,0.562394,class_0
579,199,0.548025,class_0
386,397,0.563887,class_0
557,147,0.464585,class_0
168,610,0.443619,class_0
95,284,0.520328,class_0
134,274,0.501655,class_0
710,37,0.597612,class_0
133,440,0.53162,class_0
590,270,0.430153,class_0
481,491,0.528325,class_0
464,565,0.639079,class_0
92,507,0.439043,class_0
187,432,0.475139,class_0
758,754,0.565614,class_0
975,901,0.453473,class_0
207,305,0.417403,class_0
496,547,0.377542,class_0
180,305,0.400647,class_0
319,396,0.425515,class_0
584,390,0.53603,class_0
622,315,0.553137,class_0
519,211,0.490337,class_0
608,200,0.516347,class_0
637,227,0.478524,class_0
526,392,0.573136,class_0
468,578,0.529022,class_0
458,628,0.649145,class_0
335,657,0.569439,class_0
80,536,0.487142,class_0
310,580,0.510138,class_0
815,243,0.473168,class_0
727,186,0.558622,class_0
761,115,0.499935,class_0
800,491,0.494272,class_0
682,534,0.537963,class_0
695,589,0.524734,class_0
673,690,0.601324,class_0
724,662,0.528831,class_0
681,805,0.585407,class_0
569,769,0.527024,class_0
590,854,0.522042,class_0
444,981,0.655075,class_0
626,734,0.717016,class_0
689,831,0.466428,class_0
533,877,0.511631,class_0
498,879,0.578125,class_0
422,916,0.682349,class_0
237,141,0.648406,class_0
62,195,0.476749,class_0
397,116,0.591297,class_0
678,352,0.428658,class_0
953,744,0.564143,class_0
491,62,0.727225,class_1
479,37,0.695861,class_1
438,22,0.698699,class_1
848,118,0.35298,class_1
1001,247,0.546408,class_1
168,542,0.468299,class_1
136,349,0.509571,class_1
110,659,0.732804,class_1
248,690,0.414186,class_1
131,618,0.569872,class_1
217,172,0.459415,class_1
131,318,0.439887,class_1
230,242,0.524893,class_1
241,124,0.51932,class_1
948,129,0.507668,class_1
762,76,0.432428,class_1
711,250,0.565406,class_1
322,380,0.656256,class_1
739,225,0.480402,class_1
352,608,0.519058,class_1
216,917,0.535286,class_1
925,845,0.684336,class_1
925,845,0.684336,class_1
898,817,0.39286,class_1
529,16,0.421731,class_2
768,18,0.407746,class_2
972,16,0.35279,class_2
996,16,0.370685,class_2
92,20,0.41303,class_2
330,29,0.571142,class_2
652,21,0.390157,class_2
824,23,0.404053,class_2
182,24,0.354908,class_2
248,27,0.526117,class_2
1004,27,0.397684,class_2
372,27,0.373771,class_2
567,33,0.457891,class_2
632,26,0.361087,class_2
515,33,0.531976,class_2
919,31,0.390593,class_2
771,56,0.585803,class_2
290,46,0.44984,class_2
824,45,0.421051,class_2
342,54,0.458395,class_2
381,58,0.622483,class_2
891,52,0.433634,class_2
948,52,0.444297,class_2
668,58,0.393502,class_2
616,62,0.430173,class_2
884,86,0.46784,class_2
813,66,0.617583,class_2
994,87,0.520271,class_2
310,77,0.438281,class_2
202,92,0.531957,class_2
142,86,0.522612,class_2
416,82,0.406355,class_2
834,87,0.521617,class_2
814,86,0.396566,class_2
926,89,0.364648,class_2
349,96,0.428572,class_2
699,92,0.37088,class_2
26,94,0.378661,class_2
670,94,0.358644,class_2
428,103,0.358566,class_2
69,106,0.414189,class_2
980,129,0.527691,class_2
423,113,0.353297,class_2
874,118,0.38829,class_2
342,121,0.426817,class_2
1000,120,0.350128,class_2
17,126,0.509885,class_2
829,125,0.384921,class_2
406,130,0.449701,class_2
640,130,0.42805,class_2
267,129,0.370613,class_2
453,132,0.474183,class_2
877,132,0.438104,class_2
912,136,0.356169,class_2
382,141,0.380373,class_2
412,144,0.435496,class_2
773,145,0.384358,class_2
903,146,0.356953,class_2
16,149,0.365668,class_2
412,158,0.41968,class_2
446,158,0.353031,class_2
852,158,0.353036,class_2
254,163,0.386492,class_2
324,168,0.520304,class_2
477,165,0.368138,class_2
