@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1}

@data
85,3,class_0
85,5,class_0
85,0,class_0
85,2,class_0
85,2,class_0
85,2,class_0
85,4,class_0
85,1,class_0
85,3,class_0
85,4,class_0
85,3,class_0
85,2,class_0
85,6,class_0
85,2,class_0
85,3,class_0
85,4,class_0
85,1,class_0
85,2,class_0
85,4,class_0
85,5,class_0
85,5,class_0
85,6,class_0
85,6,class_0
85,3,class_0
85,7,class_0
85,5,class_0
85,1,class_0
85,4,class_0
85,5,class_0
85,3,class_0
85,5,class_0
85,6,class_0
85,2,class_0
85,4,class_0
85,1,class_0
85,5,class_0
85,3,class_0
85,7,class_0
85,2,class_0
85,4,class_0
85,1,class_0
86,1,class_0
86,6,class_0
86,5,class_0
86,4,class_0
86,5,class_0
86,3,class_0
86,3,class_0
86,3,class_0
86,8,class_0
86,6,class_0
86,3,class_0
86,2,class_0
86,4,class_0
86,4,class_0
86,1,class_0
86,4,class_0
86,2,class_0
86,3,class_0
86,3,class_0
86,3,class_0
86,4,class_0
86,2,class_0
86,2,class_0
86,7,class_0
86,5,class_0
87,2,class_0
87,6,class_0
87,6,class_0
87,4,class_0
87,0,class_0
87,5,class_0
87,2,class_0
87,4,class_0
87,3,class_0
87,1,class_0
87,2,class_0
87,3,class_0
87,3,class_0
87,6,class_0
87,3,class_0
87,1,class_0
87,2,class_0
87,2,class_0
87,0,class_0
87,5,class_0
87,4,class_0
87,2,class_0
87,1,class_0
87,3,class_0
87,0,class_0
87,3,class_0
87,5,class_0
87,0,class_0
87,6,class_0
87,3,class_0
87,3,class_0
87,5,class_0
87,4,class_0
87,1,class_0
87,0,class_0
87,1,class_0
87,5,class_0
87,4,class_0
87,3,class_0
87,4,class_0
87,6,class_0
87,4,class_0
87,7,class_0
87,6,class_0
87,7,class_0
87,6,class_0
87,4,class_0
87,0,class_0
87,2,class_0
87,3,class_0
87,3,class_0
87,4,class_0
87,2,class_0
87,7,class_0
87,3,class_0
87,5,class_0
87,5,class_0
87,1,class_0
87,0,class_0
87,7,class_0
87,3,class_0
87,6,class_0
87,2,class_0
