@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute class {class_0,class_1}

@data
4,0,2,1,4,0,4,7,class_0
4,1,0,3,16,0,4,17,class_0
4,2,0,4,24,33,0,25,class_0
3,0,6,0,3,100,0,6,class_0
6,1,0,5,18,62,5,45,class_0
3,2,0,5,23,33,0,28,class_0
5,2,0,5,25,72,0,91,class_0
5,3,0,5,36,70,5,54,class_0
4,1,0,1,16,0,3,18,class_0
4,3,0,5,41,91,3,37,class_0
5,1,0,5,17,60,3,91,class_0
3,2,0,5,23,16,0,43,class_0
8,1,0,5,20,96,8,177,class_0
4,1,0,0,16,0,3,18,class_0
3,3,0,3,69,0,3,15,class_0
5,3,0,5,38,70,5,54,class_0
3,2,0,4,23,0,0,37,class_0
3,2,0,5,23,33,0,38,class_0
5,2,0,7,25,9,0,72,class_0
3,2,0,3,23,0,0,11,class_0
5,2,0,5,25,30,0,38,class_0
5,1,0,5,17,62,3,83,class_0
4,1,0,1,16,16,3,20,class_0
3,2,0,3,23,33,0,25,class_0
4,2,0,3,24,50,0,25,class_0
14,1,0,6,26,65,10,104,class_0
7,2,0,5,27,46,0,123,class_0
8,1,13,3,20,75,0,35,class_0
46,2,1,34,66,95,26,666,class_0
2,2,0,12,33,0,1,75,class_0
6,0,1,3,6,0,6,8,class_0
2,2,0,13,33,0,1,32,class_0
12,1,0,4,24,48,0,80,class_0
2,2,0,7,33,100,1,24,class_0
3,2,0,9,34,58,2,49,class_0
2,2,0,6,33,66,1,16,class_0
4,2,0,10,35,0,2,67,class_0
4,2,0,9,26,75,2,70,class_0
2,2,0,5,33,0,1,12,class_0
4,3,0,6,37,75,4,41,class_0
7,1,1,0,7,0,7,10,class_0
6,2,0,8,37,55,5,46,class_0
0,0,1,1,0,0,0,77,class_0
4,1,0,5,16,0,4,57,class_0
2,2,0,6,33,0,2,53,class_0
2,2,0,4,33,0,1,15,class_0
2,2,0,6,33,50,1,47,class_0
2,2,0,3,33,0,1,12,class_0
10,1,2,11,22,66,7,73,class_0
86,2,0,37,108,0,84,146,class_0
8,2,0,20,39,0,1,113,class_0
49,1,0,6,61,89,6,2001,class_0
10,1,0,5,22,19,10,50,class_0
2,2,0,5,33,50,1,15,class_0
4,2,0,9,35,58,3,63,class_0
3,2,0,6,34,0,2,35,class_0
0,0,12,1,0,0,0,246,class_0
2,2,0,6,33,50,1,22,class_0
407,1,0,63,419,87,83,6191,class_0
4,1,0,14,16,41,3,100,class_0
18,1,0,23,30,77,9,423,class_0
7,2,0,4,71,0,5,29,class_0
2,2,0,1,33,50,1,6,class_0
7,2,0,9,38,71,6,33,class_0
2,2,0,5,33,0,1,19,class_0
19,1,35,11,31,87,19,97,class_0
3,2,0,13,34,66,1,46,class_0
11,4,0,8,63,68,11,73,class_0
1,2,0,1,16,0,1,11,class_0
2,1,0,1,14,93,2,18,class_0
8,1,0,17,20,52,3,129,class_0
6,3,0,3,43,96,4,71,class_0
5,1,0,4,17,70,5,35,class_0
5,2,0,9,36,40,2,80,class_0
1,1,0,0,13,0,1,8,class_0
4,2,0,13,35,75,1,84,class_0
11,4,0,5,63,72,10,146,class_0
4,1,0,10,16,75,4,86,class_0
2,2,0,3,33,50,2,12,class_0
2,2,0,4,33,50,1,12,class_0
1,4,0,1,42,0,1,7,class_0
1,4,0,1,53,0,1,3,class_0
3,1,1,4,15,66,3,25,class_0
6,2,0,20,37,85,1,130,class_0
2,2,0,4,33,0,1,15,class_0
2,0,1,2,2,0,2,8,class_0
2,2,0,8,33,56,1,67,class_0
2,2,0,8,33,50,1,22,class_0
3,2,0,7,34,0,2,35,class_0
2,3,0,1,39,0,2,5,class_0
3,2,0,11,34,66,1,84,class_0
5,2,0,17,36,70,1,70,class_0
6,2,0,25,37,0,6,98,class_0
5,2,0,8,30,53,4,78,class_0
2,1,0,2,14,88,2,34,class_0
7,1,0,2,19,53,2,41,class_0
2,2,0,2,21,0,2,39,class_0
11,1,0,5,23,54,11,48,class_0
11,1,0,4,23,72,11,50,class_0
2,2,0,2,21,0,2,11,class_0
12,2,0,13,37,81,8,202,class_0
4,2,0,10,22,0,3,41,class_0
4,1,0,1,16,8,3,30,class_0
6,2,0,2,24,33,5,34,class_0
5,1,0,3,17,0,5,26,class_0
5,2,0,11,44,0,5,50,class_0
11,2,0,9,36,77,7,110,class_0
5,6,0,16,710,68,3,94,class_0
2,1,1,2,2,0,0,5,class_0
1,2,0,4,25,0,1,10,class_0
2,1,1,1,2,0,0,5,class_0
4,3,0,3,24,75,4,25,class_0
1,3,0,1,21,0,1,7,class_0
3,2,0,2,21,0,3,19,class_0
1,3,0,1,21,0,1,7,class_0
1,3,0,1,21,0,1,7,class_0
1,3,0,1,21,0,1,7,class_0
2,3,0,1,22,0,2,11,class_0
4,3,0,3,24,81,4,26,class_0
3,6,0,7,647,33,3,53,class_0
3,6,0,5,647,33,3,99,class_0
4,6,0,20,648,56,1,93,class_0
5,6,0,19,649,70,3,88,class_0
3,7,0,25,656,66,3,120,class_0
5,7,0,28,658,56,4,113,class_0
1,6,0,16,651,0,1,86,class_0
4,6,0,13,780,58,3,110,class_0
2,5,0,5,704,25,2,49,class_0
5,1,0,9,17,40,3,100,class_0
9,6,0,53,636,77,6,496,class_0
4,7,0,27,657,70,3,96,class_0
5,7,0,14,796,66,4,134,class_0
3,6,17,5,653,66,3,97,class_0
8,5,0,12,642,50,8,165,class_0
4,2,0,1,34,0,3,30,class_0
2,1,3,1,2,0,0,5,class_0
6,1,0,1,18,41,6,35,class_0
13,1,7,3,25,0,13,56,class_0
13,0,1,2,13,0,13,28,class_0
5,3,0,1,42,60,5,30,class_0
5,1,4,9,17,80,5,133,class_1
3,6,0,26,630,46,1,465,class_1
2,1,0,14,14,50,1,82,class_1
4,1,0,15,16,25,4,61,class_1
5,2,0,17,75,51,3,92,class_1
1,1,0,8,13,0,1,30,class_1
43,1,0,16,55,87,28,536,class_1
52,1,1,32,64,93,38,617,class_1
53,1,0,39,65,93,45,536,class_1
36,1,0,46,48,0,14,602,class_1
15,3,3,2,52,63,11,73,class_1
24,1,0,16,36,92,22,109,class_1
9,1,0,6,21,44,9,66,class_1
13,1,0,11,25,75,13,128,class_1
12,2,0,27,88,71,8,364,class_1
11,1,0,9,23,87,11,461,class_1
20,1,0,9,32,88,20,123,class_1
10,1,0,8,22,62,8,109,class_1
17,2,0,19,42,85,8,504,class_1
4,1,0,2,16,50,4,24,class_1
1,1,0,0,13,19,0,15,class_1
9,1,0,16,21,80,7,642,class_1
39,1,0,60,51,97,35,624,class_1
16,1,0,28,28,72,9,377,class_1
2,2,0,2,21,0,2,50,class_1
12,1,0,11,24,69,11,276,class_1
10,1,0,3,22,25,8,117,class_1
4,1,0,1,16,0,4,11,class_1
7,1,3,11,19,64,6,56,class_1
4,0,2,1,4,0,0,9,class_1
12,1,4,5,24,66,12,59,class_1
1,1,0,12,13,0,1,73,class_1
8,1,0,5,20,79,8,76,class_1
10,5,21,11,644,72,8,93,class_1
4,0,1,2,4,0,0,7,class_1
2,2,1,1,20,0,1,5,class_1
9,1,0,10,21,63,8,103,class_1
2,6,0,26,652,18,1,331,class_1
5,1,0,4,17,0,0,235,class_1
5,1,0,17,17,40,0,300,class_1
9,6,0,21,659,84,8,188,class_1
3,1,0,9,15,33,3,82,class_1
5,2,0,19,21,63,2,161,class_1
31,1,0,35,43,77,29,620,class_1
2,0,2,3,2,0,0,6,class_1
5,1,0,4,17,60,5,43,class_1
5,0,2,2,5,0,0,8,class_1
6,1,2,3,18,33,5,62,class_1
10,5,0,23,644,76,8,242,class_1
15,7,0,49,668,79,8,629,class_1
7,1,0,6,19,68,4,151,class_1
7,5,0,29,641,64,4,255,class_1
5,2,0,9,44,66,5,59,class_1
11,2,0,35,27,76,3,583,class_1
19,1,0,27,31,87,18,204,class_1
20,2,0,26,59,90,20,322,class_1
27,1,4,22,39,92,26,285,class_1
10,2,0,6,49,57,10,101,class_1
20,1,0,36,32,84,16,374,class_1
135,1,0,71,147,96,116,2115,class_1
6,1,3,3,18,58,6,40,class_1
6,1,4,5,18,83,6,75,class_1
12,1,0,10,24,58,11,218,class_1
4,1,0,27,16,59,1,184,class_1
7,2,0,8,31,69,7,83,class_1
17,5,0,27,651,72,12,379,class_1
40,5,0,61,674,93,27,1033,class_1
8,7,0,33,661,76,7,267,class_1
14,5,0,37,648,76,11,578,class_1
4,5,0,14,698,68,2,196,class_1
7,2,0,11,23,49,3,223,class_1
4,2,0,9,74,41,4,90,class_1
13,1,0,5,25,50,12,68,class_1
9,1,0,25,21,70,5,252,class_1
4,1,0,4,16,50,3,38,class_1
54,6,0,55,681,95,42,755,class_1
23,1,0,30,35,88,21,516,class_1
5,1,0,7,17,0,0,88,class_1
11,1,2,5,23,72,8,124,class_1
213,4,0,71,836,95,193,4204,class_1
37,4,0,32,660,93,37,553,class_1
18,1,0,26,30,70,5,647,class_1
50,4,0,36,673,94,47,611,class_1
3,1,5,2,15,0,3,11,class_1
5,3,0,4,25,90,5,41,class_1
3,6,0,5,647,33,3,107,class_1
7,6,0,24,651,71,1,270,class_1
3,6,0,6,647,33,1,48,class_1
3,6,0,9,647,33,3,92,class_1
3,6,0,10,647,33,1,124,class_1
5,6,0,28,649,60,1,207,class_1
4,6,0,26,648,53,1,236,class_1
4,6,0,11,648,35,1,89,class_1
4,6,0,19,648,50,1,170,class_1
3,6,0,9,647,33,1,101,class_1
1,0,14,1,1,0,0,4,class_1
108,1,0,105,120,95,79,2128,class_1
36,1,0,27,48,0,33,689,class_1
2,1,0,8,14,0,1,39,class_1
10,3,0,18,43,35,10,279,class_1
8,5,0,28,593,77,3,321,class_1
8,6,0,5,635,75,8,51,class_1
3,1,0,6,15,33,2,165,class_1
11,7,0,55,664,80,8,408,class_1
12,6,0,26,662,86,8,370,class_1
3,7,0,29,656,37,3,284,class_1
9,1,0,17,21,66,8,134,class_1
4,4,0,13,627,33,3,52,class_1
5,7,0,21,658,75,4,164,class_1
11,5,0,27,645,84,11,416,class_1
1,7,6,6,843,0,1,39,class_1
3,6,0,16,653,46,3,79,class_1
3,6,0,14,630,44,2,128,class_1
20,5,0,25,654,84,20,739,class_1
1,5,0,15,635,0,1,54,class_1
8,5,0,9,834,0,7,82,class_1
22,6,0,21,783,81,15,356,class_1
6,0,2,1,6,0,0,9,class_1
18,2,1,14,33,74,16,213,class_1
3,7,0,19,656,0,3,52,class_1
3,7,0,22,656,66,3,101,class_1
12,1,0,26,24,75,8,636,class_1
5,3,0,15,326,68,5,72,class_1
17,1,0,8,29,82,16,184,class_1
2,6,0,6,744,50,2,42,class_1
