@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute class {class_0,class_1}

@data
12,12,0,1,22.9,class_0
12,11,0,1,96.2,class_0
12,8,0,1,18.1,class_0
11,12,0,1,7.3,class_0
11,11,0,1,338.6,class_0
11,8,0,1,54.5,class_0
11,14,0,1,36.2,class_0
11,0,0,1,96.6,class_0
11,15,0,1,33.1,class_0
11,2,0,1,26.8,class_0
11,3,0,1,54.7,class_0
11,1,0,1,13.1,class_0
11,16,0,1,24.8,class_0
11,10,0,1,48.4,class_0
11,9,0,1,62.3,class_0
11,7,0,1,23.4,class_0
8,12,0,1,12.8,class_0
8,11,0,1,293.2,class_0
8,8,0,1,112.8,class_0
8,14,0,1,82,class_0
8,13,0,1,4.4,class_0
8,0,0,1,128.1,class_0
8,15,0,1,59,class_0
8,2,0,1,35.4,class_0
8,3,0,1,49.8,class_0
8,1,0,1,28.5,class_0
8,16,0,1,28.6,class_0
8,10,0,1,72.9,class_0
8,9,0,1,82.9,class_0
8,7,0,1,52.8,class_0
14,11,0,1,114,class_0
14,8,0,1,29.1,class_0
14,14,0,1,40.5,class_0
14,0,0,1,67.9,class_0
14,15,0,1,26.3,class_0
14,2,0,1,12.4,class_0
14,3,0,1,23.1,class_0
14,16,0,1,9.5,class_0
14,10,0,1,26.7,class_0
14,9,0,1,30.2,class_0
13,12,0,1,16.2,class_0
13,11,0,1,165.7,class_0
13,8,0,1,58.4,class_0
13,14,0,1,46,class_0
13,13,0,1,29.1,class_0
13,0,0,1,97.1,class_0
13,15,0,1,76.1,class_0
13,2,0,1,29,class_0
13,3,0,1,41.6,class_0
13,1,0,1,30.8,class_0
13,16,0,1,23.6,class_0
13,10,0,1,59.7,class_0
13,9,0,1,79.5,class_0
13,7,0,1,54.5,class_0
0,11,0,1,154.3,class_0
0,8,0,1,32.7,class_0
0,14,0,1,22.2,class_0
0,0,0,1,110.3,class_0
0,2,0,1,16.6,class_0
0,3,0,1,36.9,class_0
0,1,0,1,9.8,class_0
0,16,0,1,15.1,class_0
0,10,0,1,52,class_0
0,9,0,1,63.2,class_0
0,7,0,1,27.8,class_0
15,12,0,1,4.7,class_0
15,11,0,1,60,class_0
15,8,0,1,16.4,class_0
15,14,0,1,17.3,class_0
15,13,0,1,2.3,class_0
15,0,0,1,44.2,class_0
15,3,0,1,16.7,class_0
15,9,0,1,35.5,class_0
2,11,0,1,193.8,class_0
2,8,0,1,46.6,class_0
2,14,0,1,31.4,class_0
2,13,0,1,2.3,class_0
2,0,0,1,157.7,class_0
2,15,0,1,46.4,class_0
2,2,0,1,138.3,class_0
2,3,0,1,61.3,class_0
2,1,0,1,25.8,class_0
2,16,0,1,50.7,class_0
2,10,0,1,91.9,class_0
2,9,0,1,236.9,class_0
2,6,0,1,72.8,class_0
2,7,0,1,66.1,class_0
3,11,0,1,194.2,class_0
3,8,0,1,46.6,class_0
3,14,0,1,33.2,class_0
3,13,0,1,2.7,class_0
3,0,0,1,152.6,class_0
3,15,0,1,48.5,class_0
3,2,0,1,58.2,class_0
3,3,0,1,180.7,class_0
3,1,0,1,45.6,class_0
3,16,0,1,43.5,class_0
3,10,0,1,163.7,class_0
3,9,0,1,148.3,class_0
3,6,0,1,35,class_0
3,7,0,1,99.5,class_0
1,11,0,1,120.3,class_0
1,8,0,1,26.7,class_0
1,14,0,1,18.2,class_0
1,13,0,1,5.1,class_0
1,0,0,1,112.9,class_0
1,15,0,1,47,class_0
1,2,0,1,45.7,class_0
1,3,0,1,62.6,class_0
1,1,0,1,154.3,class_0
1,16,0,1,33.5,class_0
1,10,0,1,115.6,class_0
1,9,0,1,131.8,class_0
1,7,0,1,106.5,class_0
16,11,0,1,72.7,class_0
16,8,0,1,30,class_0
16,14,0,1,17.7,class_0
16,13,0,1,1.7,class_0
16,0,0,1,96.9,class_0
16,15,0,1,28.2,class_0
16,2,0,1,33.7,class_0
16,3,0,1,31.7,class_0
16,1,0,1,14.8,class_0
16,16,0,1,44.1,class_0
16,10,0,1,55.9,class_0
16,9,0,1,81.5,class_0
16,7,0,1,36.6,class_0
10,11,0,1,117,class_0
10,8,0,1,23.3,class_0
10,14,0,1,15.5,class_0
10,13,0,1,5.4,class_0
10,0,0,1,149.3,class_0
10,15,0,1,58,class_0
10,2,0,1,42.9,class_0
10,3,0,1,84.8,class_0
