@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4}

@data
291,802,0.575356,class_0
234,656,0.588769,class_0
332,698,0.451603,class_0
352,772,0.567596,class_0
41,809,0.754151,class_0
373,892,0.532364,class_0
447,950,0.728869,class_0
364,974,0.709051,class_0
369,915,0.564451,class_0
196,430,0.563357,class_0
50,302,0.515474,class_0
269,746,0.705637,class_0
756,581,0.612394,class_0
731,223,0.601881,class_0
195,297,0.688172,class_0
306,490,0.56871,class_0
379,399,0.554577,class_0
115,384,0.674988,class_0
447,454,0.573984,class_0
230,538,0.658747,class_0
406,621,0.769143,class_0
476,646,0.490072,class_0
405,709,0.573152,class_0
837,646,0.472908,class_0
931,324,0.617916,class_0
957,303,0.465402,class_0
852,208,0.481121,class_0
53,212,0.655554,class_0
237,472,0.681132,class_0
370,711,0.553349,class_0
418,718,0.703849,class_0
322,875,0.682718,class_0
150,830,0.756213,class_0
360,955,0.488839,class_1
350,725,0.708345,class_1
483,710,0.582167,class_1
546,974,0.698287,class_1
536,813,0.553168,class_1
945,842,0.670926,class_1
805,574,0.68932,class_1
392,439,0.767182,class_1
274,627,0.576878,class_1
465,953,0.575047,class_1
918,437,0.521845,class_1
939,183,0.624513,class_1
701,79,0.482059,class_1
170,269,0.721255,class_1
348,432,0.65191,class_1
392,426,0.579345,class_1
293,586,0.726921,class_1
521,807,0.664952,class_1
535,835,0.644985,class_1
808,776,0.592952,class_1
826,584,0.352982,class_1
774,630,0.712458,class_1
880,452,0.588677,class_1
690,67,0.498019,class_1
76,347,0.566764,class_1
323,708,0.595878,class_1
297,714,0.558234,class_1
534,857,0.47075,class_1
714,937,0.486734,class_1
230,811,0.610693,class_2
167,617,0.548863,class_2
310,918,0.358435,class_2
969,857,0.691358,class_2
679,630,0.438211,class_2
399,799,0.552132,class_2
424,800,0.557236,class_2
359,679,0.55508,class_2
255,721,0.494065,class_2
480,872,0.543987,class_2
237,268,0.612603,class_2
268,52,0.512743,class_2
148,113,0.538053,class_2
463,354,0.452426,class_2
692,812,0.678083,class_2
975,789,0.6414,class_2
861,596,0.635178,class_2
932,448,0.536196,class_2
709,382,0.628265,class_2
784,292,0.655884,class_2
306,303,0.458158,class_2
648,108,0.614308,class_2
698,181,0.60367,class_2
125,829,0.680865,class_2
227,917,0.593451,class_2
663,842,0.496105,class_2
883,673,0.737358,class_2
