@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1}

@data
3,3,1,class_0
0,3,1,class_0
3,1,1,class_0
1,1,1,class_0
4,1,1,class_0
3,0,1,class_0
0,0,1,class_0
3,3,2,class_0
0,3,2,class_0
3,0,2,class_0
0,0,2,class_0
3,3,3,class_0
0,0,3,class_0
3,3,4,class_0
3,3,5,class_0
0,3,5,class_0
0,0,5,class_0
3,3,6,class_0
0,3,6,class_0
3,0,6,class_0
0,0,6,class_0
3,3,7,class_0
0,3,7,class_0
0,0,7,class_0
3,3,8,class_0
0,3,8,class_0
3,0,8,class_0
3,3,9,class_0
3,3,10,class_0
0,3,10,class_0
4,4,10,class_0
0,4,10,class_0
3,0,10,class_0
0,0,10,class_0
3,3,11,class_0
0,3,11,class_0
3,3,12,class_0
0,3,12,class_0
3,0,12,class_0
3,3,13,class_0
3,3,14,class_0
1,3,14,class_0
0,3,14,class_0
1,1,14,class_0
3,0,14,class_0
1,0,14,class_0
0,0,14,class_0
3,3,15,class_0
3,3,16,class_0
3,0,16,class_0
0,0,16,class_0
3,3,17,class_0
3,0,17,class_0
0,0,17,class_0
3,3,18,class_0
1,3,1,class_1
4,3,1,class_1
2,3,1,class_1
2,1,1,class_1
0,1,1,class_1
3,4,1,class_1
1,4,1,class_1
4,4,1,class_1
2,4,1,class_1
0,4,1,class_1
3,2,1,class_1
1,2,1,class_1
4,2,1,class_1
2,2,1,class_1
0,2,1,class_1
1,0,1,class_1
4,0,1,class_1
2,0,1,class_1
1,3,2,class_1
4,3,2,class_1
2,3,2,class_1
3,1,2,class_1
1,1,2,class_1
4,1,2,class_1
2,1,2,class_1
0,1,2,class_1
3,4,2,class_1
1,4,2,class_1
4,4,2,class_1
2,4,2,class_1
0,4,2,class_1
3,2,2,class_1
1,2,2,class_1
4,2,2,class_1
2,2,2,class_1
0,2,2,class_1
1,0,2,class_1
4,0,2,class_1
2,0,2,class_1
1,3,3,class_1
4,3,3,class_1
2,3,3,class_1
0,3,3,class_1
3,1,3,class_1
1,1,3,class_1
4,1,3,class_1
2,1,3,class_1
0,1,3,class_1
3,4,3,class_1
1,4,3,class_1
4,4,3,class_1
2,4,3,class_1
0,4,3,class_1
3,2,3,class_1
1,2,3,class_1
4,2,3,class_1
2,2,3,class_1
0,2,3,class_1
3,0,3,class_1
1,0,3,class_1
4,0,3,class_1
2,0,3,class_1
1,3,4,class_1
4,3,4,class_1
