@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4}

@data
291,802,0.538755,class_0
234,657,0.620512,class_0
331,697,0.443227,class_0
352,772,0.574208,class_0
41,808,0.758991,class_0
372,892,0.538957,class_0
447,951,0.747554,class_0
364,974,0.706127,class_0
368,914,0.545971,class_0
196,429,0.553461,class_0
46,306,0.452113,class_0
268,746,0.716843,class_0
752,585,0.592929,class_0
731,223,0.61222,class_0
194,297,0.67967,class_0
306,490,0.55378,class_0
377,401,0.534158,class_0
114,384,0.681525,class_0
447,454,0.559628,class_0
230,537,0.661288,class_0
405,620,0.757134,class_0
475,646,0.469987,class_0
405,708,0.5637,class_0
327,722,0.614667,class_0
330,674,0.571793,class_0
836,646,0.450816,class_0
931,324,0.599873,class_0
957,303,0.453397,class_0
852,208,0.497945,class_0
52,211,0.683441,class_0
237,472,0.710848,class_0
370,711,0.558378,class_0
418,718,0.710943,class_0
321,875,0.671464,class_0
149,830,0.749112,class_0
359,957,0.478071,class_1
349,725,0.71727,class_1
483,710,0.579615,class_1
546,974,0.713253,class_1
535,812,0.53229,class_1
945,841,0.65309,class_1
805,573,0.690934,class_1
391,438,0.74653,class_1
274,627,0.593039,class_1
465,953,0.587349,class_1
918,437,0.503898,class_1
938,182,0.605531,class_1
700,78,0.485286,class_1
170,268,0.720684,class_1
348,431,0.649885,class_1
391,426,0.581204,class_1
292,585,0.741425,class_1
520,806,0.709196,class_1
535,834,0.653871,class_1
808,776,0.580726,class_1
817,586,0.592893,class_1
773,630,0.737817,class_1
880,452,0.595445,class_1
689,66,0.491846,class_1
76,348,0.563385,class_1
323,708,0.618776,class_1
296,713,0.575805,class_1
533,856,0.480615,class_1
713,936,0.490479,class_1
230,811,0.607911,class_2
166,617,0.552156,class_2
968,856,0.702069,class_2
679,630,0.445181,class_2
399,800,0.558922,class_2
423,800,0.565849,class_2
358,678,0.546654,class_2
255,721,0.495301,class_2
480,872,0.541334,class_2
237,268,0.617144,class_2
267,51,0.532571,class_2
147,113,0.533477,class_2
462,354,0.447392,class_2
691,811,0.672942,class_2
974,788,0.617261,class_2
860,596,0.648914,class_2
931,448,0.522903,class_2
708,382,0.644193,class_2
783,291,0.674081,class_2
306,303,0.468046,class_2
648,108,0.61524,class_2
697,181,0.575316,class_2
125,829,0.688223,class_2
227,917,0.627174,class_2
663,842,0.501043,class_2
883,672,0.730142,class_2
966,613,0.685751,class_2
548,476,0.670928,class_2
880,361,0.69381,class_2
635,323,0.666719,class_2
671,350,0.455277,class_2
962,261,0.615778,class_2
805,303,0.490602,class_2
523,550,0.437067,class_2
55,444,0.671041,class_2
446,260,0.539686,class_2
122,635,0.38112,class_2
364,944,0.539643,class_2
281,995,0.490146,class_2
508,944,0.431715,class_2
570,846,0.637672,class_2
927,871,0.519014,class_2
709,117,0.684257,class_2
548,476,0.501958,class_2
82,622,0.648503,class_3
118,654,0.615878,class_3
128,814,0.700652,class_3
464,794,0.640863,class_3
978,132,0.661481,class_3
360,101,0.573527,class_3
33,383,0.693338,class_3
561,644,0.501305,class_3
732,759,0.619078,class_3
677,456,0.587277,class_3
798,313,0.542865,class_3
643,412,0.466414,class_3
478,472,0.648113,class_3
545,286,0.604337,class_3
91,457,0.649742,class_3
389,503,0.57652,class_3
160,564,0.722973,class_3
83,428,0.595185,class_3
111,511,0.636479,class_3
150,498,0.367386,class_3
262,662,0.675449,class_3
239,678,0.612219,class_3
220,734,0.607646,class_3
26,831,0.638394,class_3
392,850,0.569983,class_3
372,760,0.412743,class_3
471,733,0.591949,class_3
537,772,0.502481,class_3
854,958,0.655668,class_3
870,829,0.526838,class_3
729,796,0.65582,class_3
1000,1003,0.499692,class_3
813,715,0.437572,class_3
641,435,0.554267,class_3
740,509,0.703346,class_3
732,367,0.779366,class_3
601,304,0.751886,class_3
623,231,0.62091,class_3
363,955,0.434882,class_3
212,397,0.710846,class_3
193,380,0.438079,class_3
97,486,0.747714,class_3
447,837,0.542529,class_3
595,509,0.698504,class_3
278,16,0.356864,class_4
385,16,0.358185,class_4
411,20,0.429404,class_4
571,20,0.426795,class_4
600,19,0.382975,class_4
150,20,0.350395,class_4
235,24,0.359402,class_4
491,35,0.460969,class_4
678,24,0.358206,class_4
27,28,0.385505,class_4
978,24,0.350573,class_4
65,29,0.365609,class_4
850,29,0.418172,class_4
921,29,0.382838,class_4
456,34,0.350712,class_4
76,38,0.354757,class_4
321,47,0.411563,class_4
50,47,0.47039,class_4
422,46,0.385428,class_4
180,45,0.366417,class_4
280,54,0.3844,class_4
598,55,0.464171,class_4
956,52,0.367532,class_4
371,56,0.388185,class_4
385,58,0.430453,class_4
972,58,0.359789,class_4
348,64,0.401471,class_4
991,62,0.394432,class_4
221,67,0.416607,class_4
436,66,0.350279,class_4
529,68,0.409141,class_4
442,76,0.392559,class_4
275,78,0.425569,class_4
867,79,0.425862,class_4
714,80,0.357699,class_4
93,85,0.43429,class_4
401,91,0.469293,class_4
544,88,0.476876,class_4
368,88,0.450994,class_4
824,87,0.376478,class_4
458,89,0.381577,class_4
428,97,0.474584,class_4
729,95,0.379236,class_4
767,96,0.393812,class_4
697,128,0.457934,class_4
740,108,0.39649,class_4
163,112,0.365941,class_4
618,109,0.370582,class_4
20,112,0.407714,class_4
431,128,0.543306,class_4
532,113,0.373159,class_4
640,120,0.398297,class_4
476,122,0.37395,class_4
213,129,0.417187,class_4
179,127,0.369073,class_4
83,130,0.410601,class_4
760,129,0.373449,class_4
850,130,0.404216,class_4
634,131,0.353559,class_4
520,145,0.478074,class_4
407,147,0.414599,class_4
828,149,0.383783,class_4
168,158,0.433143,class_4
453,159,0.450049,class_4
203,161,0.513088,class_4
45,165,0.460279,class_4
109,165,0.457135,class_4
413,159,0.394279,class_4
794,164,0.425144,class_4
673,164,0.384158,class_4
733,170,0.432615,class_4
421,179,0.468555,class_4
308,175,0.362522,class_4
503,175,0.373316,class_4
128,178,0.354905,class_4
488,202,0.423611,class_4
222,185,0.530981,class_4
258,181,0.369289,class_4
606,186,0.413947,class_4
821,182,0.369456,class_4
551,188,0.412515,class_4
515,191,0.388791,class_4
580,188,0.356917,class_4
272,194,0.412044,class_4
906,193,0.392365,class_4
307,196,0.375504,class_4
813,205,0.449054,class_4
67,202,0.40724,class_4
552,202,0.363711,class_4
888,208,0.420624,class_4
256,218,0.47539,class_4
630,232,0.425493,class_4
931,210,0.40173,class_4
327,217,0.454978,class_4
413,231,0.546945,class_4
664,227,0.438414,class_4
297,228,0.440315,class_4
365,236,0.45058,class_4
965,234,0.434529,class_4
206,232,0.414693,class_4
836,230,0.351812,class_4
242,237,0.377342,class_4
740,234,0.361579,class_4
322,237,0.363306,class_4
887,247,0.381179,class_4
980,244,0.354538,class_4
490,250,0.390518,class_4
174,258,0.425351,class_4
986,248,0.354594,class_4
926,255,0.387932,class_4
421,257,0.404218,class_4
60,257,0.359761,class_4
276,260,0.354343,class_4
336,263,0.436227,class_4
