@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4}

@data
428,221,0.399978,class_0
166,397,0.47824,class_0
586,735,0.687521,class_0
886,969,0.723724,class_0
744,612,0.543249,class_0
838,999,0.526395,class_0
804,611,0.594777,class_0
830,629,0.481588,class_0
705,153,0.418254,class_0
707,76,0.597028,class_0
390,937,0.45916,class_0
414,974,0.350509,class_0
155,322,0.694851,class_0
156,187,0.645468,class_0
144,379,0.619416,class_0
326,462,0.530451,class_0
393,606,0.459885,class_0
230,597,0.528721,class_0
603,474,0.355734,class_0
65,822,0.448203,class_0
997,677,0.462865,class_0
693,514,0.539378,class_0
682,530,0.583617,class_0
700,561,0.551158,class_0
99,852,0.751592,class_0
386,852,0.598189,class_0
102,785,0.614619,class_0
442,356,0.766945,class_0
195,109,0.776156,class_0
471,763,0.70787,class_0
611,656,0.473815,class_0
880,42,0.350988,class_0
564,676,0.465265,class_0
364,839,0.400795,class_0
968,709,0.483077,class_0
742,172,0.691081,class_0
732,591,0.539689,class_0
875,638,0.496996,class_0
828,512,0.484287,class_0
732,591,0.539689,class_0
578,729,0.742203,class_0
286,519,0.488545,class_0
862,766,0.576324,class_0
162,521,0.600109,class_0
604,740,0.373338,class_0
746,345,0.590958,class_0
890,214,0.5418,class_0
689,985,0.393324,class_0
590,545,0.638287,class_0
439,566,0.608055,class_0
765,517,0.477978,class_0
698,482,0.372869,class_0
649,450,0.381247,class_0
545,263,0.484413,class_0
480,944,0.71248,class_0
788,343,0.570094,class_0
710,1001,0.381519,class_0
225,408,0.551031,class_0
471,310,0.52272,class_0
608,565,0.674107,class_0
623,317,0.454425,class_0
438,526,0.548939,class_0
747,219,0.755952,class_0
122,709,0.530432,class_0
246,527,0.569483,class_0
750,649,0.666399,class_0
727,601,0.575842,class_0
519,48,0.479235,class_0
526,683,0.499872,class_0
495,718,0.617291,class_0
145,697,0.573802,class_0
431,651,0.615613,class_0
350,766,0.360362,class_0
459,791,0.370273,class_0
660,917,0.376164,class_0
815,594,0.377236,class_1
957,412,0.521464,class_1
499,564,0.440457,class_1
749,556,0.451863,class_1
753,836,0.555307,class_1
646,775,0.54275,class_1
814,896,0.467464,class_1
552,136,0.497682,class_1
118,629,0.545477,class_1
100,285,0.431073,class_1
964,632,0.438613,class_1
870,629,0.376781,class_1
754,712,0.530726,class_1
44,873,0.493877,class_1
115,840,0.68978,class_1
675,500,0.478674,class_1
356,218,0.585817,class_1
281,635,0.459016,class_1
229,649,0.438214,class_1
389,718,0.692044,class_1
641,970,0.463124,class_1
381,905,0.403552,class_1
258,706,0.513891,class_1
988,202,0.458217,class_1
971,536,0.519845,class_1
347,138,0.487509,class_1
857,518,0.478621,class_1
57,928,0.438262,class_1
179,763,0.569587,class_1
551,85,0.553449,class_1
117,538,0.367321,class_1
512,526,0.374736,class_1
179,756,0.622929,class_1
649,438,0.51628,class_1
677,719,0.510384,class_1
51,727,0.407543,class_1
19,851,0.472601,class_1
658,617,0.61132,class_1
983,660,0.52747,class_1
707,60,0.591403,class_1
950,228,0.354886,class_1
972,139,0.735161,class_1
277,46,0.610365,class_1
681,722,0.416159,class_1
69,820,0.551496,class_1
351,912,0.595002,class_1
99,822,0.677589,class_1
29,971,0.525224,class_1
155,165,0.409488,class_1
192,309,0.680202,class_1
764,359,0.411649,class_1
850,210,0.709522,class_1
90,679,0.560971,class_1
432,452,0.595529,class_1
490,390,0.417168,class_1
608,817,0.381664,class_1
712,883,0.561797,class_1
602,731,0.572261,class_1
363,680,0.465581,class_1
676,781,0.621419,class_1
694,656,0.396447,class_1
787,412,0.37182,class_1
628,104,0.632734,class_1
860,510,0.419399,class_1
613,783,0.392699,class_1
964,148,0.638058,class_1
536,147,0.574221,class_1
662,820,0.546464,class_1
778,733,0.356549,class_1
494,551,0.411415,class_1
437,693,0.372875,class_1
486,490,0.560286,class_1
945,588,0.459065,class_1
415,806,0.553779,class_2
693,885,0.537651,class_2
107,24,0.522145,class_2
468,446,0.409212,class_2
347,648,0.470508,class_2
749,767,0.526345,class_2
277,851,0.519051,class_2
912,914,0.376969,class_2
930,912,0.355081,class_2
877,106,0.432029,class_2
731,272,0.595618,class_2
413,347,0.600142,class_2
121,48,0.375978,class_2
378,109,0.732163,class_2
959,831,0.662737,class_2
165,909,0.652769,class_2
961,889,0.694438,class_2
760,198,0.557257,class_2
981,376,0.637502,class_2
888,101,0.476753,class_2
668,29,0.603172,class_2
157,52,0.639471,class_2
372,43,0.36976,class_2
665,333,0.610341,class_2
204,504,0.499098,class_2
250,525,0.467951,class_2
480,759,0.71864,class_2
785,937,0.763871,class_2
833,542,0.664844,class_2
726,265,0.474252,class_2
543,787,0.422095,class_2
534,807,0.580524,class_2
832,634,0.755193,class_2
198,51,0.41339,class_2
706,607,0.482883,class_2
767,677,0.653025,class_2
723,687,0.365589,class_2
754,696,0.441381,class_2
768,730,0.44747,class_2
776,760,0.454605,class_2
782,822,0.390858,class_2
383,875,0.58797,class_2
331,970,0.479725,class_2
350,960,0.551652,class_2
335,1008,0.437175,class_2
399,937,0.538831,class_2
374,1005,0.507067,class_2
435,994,0.52221,class_2
257,1002,0.616486,class_2
101,967,0.42666,class_2
292,845,0.525398,class_2
792,909,0.551727,class_2
842,966,0.522753,class_2
196,601,0.562871,class_2
413,763,0.466604,class_2
154,251,0.398115,class_2
626,144,0.415208,class_2
444,163,0.545737,class_2
622,704,0.538678,class_2
631,503,0.409702,class_2
720,538,0.362235,class_2
930,508,0.401057,class_2
52,294,0.373225,class_2
798,426,0.568538,class_2
950,281,0.647043,class_2
165,226,0.614467,class_2
888,336,0.631503,class_2
984,317,0.52853,class_2
781,528,0.516397,class_2
857,554,0.506006,class_2
879,586,0.489646,class_2
774,585,0.639413,class_2
350,971,0.637576,class_2
433,608,0.538063,class_2
563,408,0.468009,class_2
789,664,0.397963,class_2
781,391,0.466293,class_2
442,484,0.574088,class_2
441,608,0.48539,class_2
220,124,0.650871,class_2
694,849,0.724154,class_2
366,137,0.626099,class_2
163,60,0.427181,class_2
476,860,0.497341,class_2
517,778,0.623841,class_2
627,578,0.430448,class_2
787,636,0.692386,class_2
947,486,0.715568,class_2
868,278,0.356906,class_2
964,401,0.552887,class_2
897,19,0.471788,class_2
817,82,0.525326,class_2
571,146,0.735644,class_2
772,221,0.691983,class_2
970,457,0.532477,class_2
597,24,0.609141,class_2
1004,187,0.543279,class_2
549,691,0.46753,class_2
521,358,0.41147,class_2
1004,860,0.635903,class_2
375,834,0.57417,class_2
583,903,0.663348,class_2
817,718,0.672137,class_2
687,771,0.440517,class_2
822,686,0.603197,class_2
825,741,0.568694,class_2
985,897,0.566381,class_2
764,923,0.375643,class_2
518,73,0.725355,class_2
75,917,0.589216,class_2
121,859,0.567432,class_2
930,304,0.494578,class_2
950,316,0.631084,class_2
950,316,0.631084,class_2
189,82,0.635172,class_2
339,175,0.464746,class_2
226,187,0.603117,class_2
67,786,0.692965,class_2
39,819,0.738472,class_2
31,839,0.535976,class_2
160,965,0.724653,class_2
203,900,0.6164,class_2
239,907,0.363777,class_2
793,154,0.492983,class_2
799,710,0.54352,class_2
755,792,0.699686,class_2
572,487,0.529098,class_2
552,471,0.374286,class_2
932,309,0.613455,class_2
379,348,0.62427,class_2
379,348,0.62427,class_2
571,514,0.59214,class_2
665,348,0.438907,class_2
757,103,0.583019,class_2
851,97,0.495662,class_2
924,118,0.443302,class_2
708,221,0.576385,class_2
542,949,0.450632,class_2
835,640,0.537979,class_2
835,640,0.537979,class_2
429,687,0.522898,class_2
420,857,0.733424,class_2
346,798,0.55264,class_2
346,798,0.55264,class_2
846,123,0.624315,class_2
684,173,0.731945,class_2
618,267,0.632158,class_2
747,715,0.448703,class_2
661,820,0.68483,class_2
824,749,0.45941,class_2
869,687,0.464232,class_2
379,584,0.564414,class_2
379,584,0.564414,class_2
407,775,0.500528,class_2
410,818,0.553332,class_2
411,802,0.499667,class_2
631,434,0.64857,class_2
883,586,0.613628,class_2
458,91,0.564033,class_2
438,163,0.570652,class_2
798,428,0.738096,class_2
782,576,0.558981,class_2
80,356,0.482319,class_2
328,17,0.452813,class_2
134,822,0.619345,class_2
37,712,0.492833,class_2
631,76,0.636061,class_2
612,40,0.784434,class_2
681,178,0.392993,class_2
671,740,0.52879,class_2
523,698,0.714013,class_2
835,719,0.430194,class_2
597,962,0.534409,class_2
854,239,0.578723,class_2
962,162,0.48839,class_2
919,66,0.792218,class_2
880,373,0.412464,class_2
441,192,0.452618,class_2
277,85,0.675869,class_2
188,273,0.702545,class_2
186,594,0.692864,class_2
970,112,0.540381,class_2
731,148,0.471162,class_2
944,498,0.721871,class_2
42,323,0.688833,class_2
255,697,0.537033,class_2
634,774,0.641866,class_2
237,788,0.683402,class_2
928,830,0.647647,class_2
556,612,0.452109,class_2
548,576,0.408917,class_2
178,309,0.630288,class_2
184,489,0.622606,class_2
27,743,0.702439,class_2
231,556,0.476833,class_2
51,720,0.593123,class_2
122,326,0.481844,class_2
346,332,0.432559,class_2
210,615,0.631122,class_2
302,327,0.4534,class_2
516,771,0.691628,class_2
288,817,0.670095,class_2
925,932,0.594354,class_2
784,858,0.525265,class_2
53,71,0.56657,class_2
74,186,0.468381,class_2
104,45,0.467905,class_2
267,277,0.55673,class_2
267,277,0.55673,class_2
312,140,0.536095,class_2
608,295,0.500457,class_2
569,17,0.404456,class_3
281,24,0.422111,class_3
69,27,0.415345,class_3
196,27,0.362876,class_3
745,26,0.388854,class_3
370,30,0.44098,class_3
491,39,0.407421,class_3
916,34,0.366468,class_3
378,44,0.397619,class_3
935,44,0.369059,class_3
797,52,0.461505,class_3
992,48,0.360465,class_3
37,54,0.370141,class_3
479,62,0.442425,class_3
43,63,0.350883,class_3
377,82,0.382764,class_3
538,85,0.372656,class_3
27,92,0.400061,class_3
394,97,0.41437,class_3
212,100,0.362277,class_3
327,102,0.359752,class_3
88,106,0.356344,class_3
282,107,0.390841,class_3
858,106,0.392865,class_3
883,122,0.361427,class_3
952,129,0.37673,class_3
828,133,0.363524,class_3
917,138,0.370042,class_3
970,140,0.365023,class_3
18,158,0.390758,class_3
917,165,0.374575,class_3
530,168,0.351314,class_3
23,175,0.566511,class_3
666,172,0.352532,class_3
213,182,0.378777,class_3
255,192,0.367956,class_3
443,198,0.371026,class_3
772,202,0.357427,class_3
998,205,0.382984,class_3
657,208,0.357247,class_3
19,220,0.358932,class_3
672,220,0.352603,class_3
575,223,0.362222,class_3
426,238,0.35781,class_3
396,247,0.385167,class_3
408,250,0.353652,class_3
307,258,0.398531,class_3
453,260,0.394148,class_3
45,271,0.35489,class_3
244,279,0.414566,class_3
59,285,0.378718,class_3
396,290,0.356205,class_3
188,298,0.351686,class_3
76,303,0.385565,class_3
568,307,0.402343,class_3
843,312,0.38033,class_3
84,314,0.388221,class_3
374,324,0.500464,class_3
100,325,0.370201,class_3
838,328,0.362461,class_3
170,356,0.356077,class_3
62,360,0.395348,class_3
183,366,0.416841,class_3
671,361,0.365271,class_3
288,374,0.375515,class_3
588,372,0.3587,class_3
624,376,0.357443,class_3
709,378,0.378848,class_3
885,382,0.409788,class_3
221,390,0.40597,class_3
218,400,0.359161,class_3
403,402,0.425194,class_3
51,404,0.380397,class_3
585,405,0.392594,class_3
106,408,0.359607,class_3
907,428,0.376944,class_3
130,440,0.353317,class_3
956,462,0.356415,class_3
206,477,0.375938,class_3
841,481,0.372808,class_3
78,490,0.456691,class_3
845,491,0.366752,class_3
758,492,0.357463,class_3
234,496,0.35118,class_3
141,499,0.374451,class_3
182,500,0.381904,class_3
363,505,0.414236,class_3
857,511,0.381204,class_3
883,520,0.365274,class_3
892,524,0.353248,class_3
910,527,0.451935,class_3
954,531,0.442639,class_3
