@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute class {class_0,class_1}

@data
0,0,35,0.64,class_0
0,0,37,0.68,class_0
0,0,46,0.72,class_0
0,0,63,0.72,class_0
0,0,46,0.76,class_0
0,0,56,0.76,class_0
0,0,63,0.76,class_0
0,0,56,0.8,class_0
0,0,65,0.8,class_0
0,0,70,0.84,class_0
0,0,77,0.84,class_0
0,0,81,0.84,class_0
0,0,86,0.84,class_0
0,0,70,0.88,class_0
1,1,40,0.64,class_0
1,1,37,0.7,class_0
1,1,44,0.72,class_0
1,1,47,0.72,class_0
1,1,47,0.72,class_0
1,1,47,0.76,class_0
1,1,47,0.8,class_0
1,1,61,0.84,class_0
1,1,71,0.84,class_0
1,1,75,0.84,class_0
1,1,89,0.84,class_0
1,1,62,0.88,class_0
1,1,62,0.92,class_0
1,1,72,0.92,class_0
1,1,75,0.92,class_0
1,1,96,0.92,class_0
2,0,46,0.64,class_0
2,0,42,0.68,class_0
2,0,65,0.72,class_0
2,0,58,0.76,class_0
2,0,50,0.82,class_0
2,0,80,0.82,class_0
2,0,63,0.84,class_0
2,0,65,0.84,class_0
2,0,70,0.84,class_0
2,0,70,0.84,class_0
2,0,97,0.84,class_0
2,0,46,0.88,class_0
2,0,70,0.88,class_0
2,0,70,0.88,class_0
2,0,76,0.88,class_0
2,0,90,0.88,class_0
2,2,21,0.68,class_0
2,2,54,0.76,class_0
2,2,36,0.78,class_0
2,2,56,0.8,class_0
2,2,48,0.84,class_0
2,2,60,0.84,class_0
2,2,60,0.84,class_0
2,2,65,0.84,class_0
2,2,60,0.88,class_0
2,2,81,0.88,class_0
2,2,81,0.88,class_0
2,2,48,0.9,class_0
2,2,56,0.9,class_0
2,2,75,0.9,class_0
2,2,81,0.9,class_0
2,2,68,0.92,class_0
0,2,19,0.64,class_0
0,2,19,0.68,class_0
0,2,32,0.72,class_0
0,2,30,0.76,class_0
0,2,42,0.76,class_0
0,2,26,0.8,class_0
0,2,40,0.82,class_0
0,2,54,0.82,class_0
0,2,34,0.84,class_0
0,2,47,0.84,class_0
0,2,54,0.88,class_0
0,2,56,0.88,class_0
0,2,60,0.88,class_0
0,2,44,0.92,class_0
0,0,49,0.68,class_1
0,0,39,0.76,class_1
0,0,65,0.76,class_1
0,0,70,0.8,class_1
0,0,63,0.84,class_1
0,0,65,0.84,class_1
0,0,70,0.88,class_1
0,0,77,0.92,class_1
0,0,77,0.92,class_1
0,0,81,0.92,class_1
0,0,77,0.94,class_1
1,1,68,0.78,class_1
1,1,54,0.84,class_1
1,1,58,0.88,class_1
1,1,59,0.88,class_1
1,1,79,0.88,class_1
1,1,96,0.88,class_1
1,1,58,0.92,class_1
1,1,70,0.92,class_1
1,1,75,0.94,class_1
2,0,46,0.76,class_1
2,0,42,0.8,class_1
2,0,48,0.8,class_1
2,0,58,0.8,class_1
2,0,72,0.84,class_1
2,0,56,0.88,class_1
2,0,72,0.88,class_1
2,0,76,0.92,class_1
2,0,92,0.92,class_1
2,2,40,0.68,class_1
2,2,44,0.72,class_1
2,2,40,0.8,class_1
2,2,60,0.8,class_1
2,2,53,0.84,class_1
2,2,68,0.84,class_1
2,2,48,0.9,class_1
2,2,68,0.9,class_1
2,2,48,0.92,class_1
0,2,16,0.64,class_1
0,2,33,0.72,class_1
0,2,33,0.74,class_1
0,2,42,0.76,class_1
0,2,33,0.78,class_1
0,2,30,0.8,class_1
0,2,34,0.84,class_1
0,2,47,0.84,class_1
0,2,42,0.88,class_1
0,2,47,0.88,class_1
0,2,54,0.88,class_1
