@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4}

@data
362,197,0.634607,class_0
582,201,0.546201,class_0
386,397,0.692178,class_0
558,147,0.525234,class_0
169,610,0.466612,class_0
95,285,0.570086,class_0
134,275,0.557383,class_0
710,36,0.64987,class_0
133,440,0.491773,class_0
590,271,0.474926,class_0
482,493,0.512456,class_0
464,565,0.580154,class_0
188,435,0.433465,class_0
758,755,0.597352,class_0
976,902,0.456071,class_0
208,305,0.424771,class_0
796,355,0.359361,class_0
493,537,0.398384,class_0
192,313,0.559597,class_0
322,397,0.388498,class_0
622,315,0.64916,class_0
520,211,0.54995,class_0
609,201,0.602789,class_0
638,227,0.530995,class_0
526,392,0.653706,class_0
469,578,0.574958,class_0
458,628,0.736989,class_0
336,659,0.620587,class_0
81,537,0.504501,class_0
310,580,0.584812,class_0
675,308,0.594799,class_0
815,243,0.520524,class_0
727,186,0.67397,class_0
763,107,0.543293,class_0
800,492,0.563029,class_0
682,534,0.583202,class_0
696,589,0.564767,class_0
671,683,0.612839,class_0
724,663,0.519094,class_0
682,803,0.663893,class_0
570,770,0.623546,class_0
591,853,0.576957,class_0
444,981,0.616116,class_0
626,725,0.69415,class_0
534,878,0.58491,class_0
499,881,0.626568,class_0
238,141,0.641794,class_0
61,195,0.431564,class_0
398,115,0.550486,class_0
680,352,0.386325,class_0
954,742,0.590764,class_0
493,63,0.670875,class_1
481,37,0.628967,class_1
439,22,0.683533,class_1
855,116,0.390571,class_1
170,543,0.376999,class_1
137,348,0.531466,class_1
249,690,0.36172,class_1
132,318,0.362867,class_1
242,125,0.445523,class_1
946,126,0.441952,class_1
712,251,0.598078,class_1
323,381,0.621388,class_1
741,226,0.539539,class_1
355,608,0.508137,class_1
216,917,0.472401,class_1
927,846,0.680979,class_1
927,846,0.680979,class_1
899,816,0.361849,class_1
334,38,0.621136,class_2
529,16,0.47714,class_2
770,18,0.420755,class_2
977,19,0.394592,class_2
1003,23,0.397785,class_2
92,21,0.403929,class_2
251,27,0.537153,class_2
896,24,0.363614,class_2
567,33,0.507824,class_2
515,34,0.593925,class_2
921,31,0.372729,class_2
772,57,0.612473,class_2
825,43,0.454634,class_2
292,46,0.408342,class_2
947,52,0.447089,class_2
382,58,0.629387,class_2
548,52,0.356774,class_2
882,94,0.56632,class_2
619,61,0.389346,class_2
817,66,0.565608,class_2
990,101,0.549506,class_2
212,62,0.363574,class_2
292,63,0.362078,class_2
312,76,0.452531,class_2
204,93,0.551553,class_2
143,86,0.605397,class_2
928,92,0.458333,class_2
416,83,0.362647,class_2
834,87,0.518223,class_2
815,86,0.410834,class_2
352,95,0.452427,class_2
32,92,0.350227,class_2
26,94,0.355187,class_2
427,107,0.419714,class_2
674,102,0.35246,class_2
70,108,0.411656,class_2
346,123,0.460264,class_2
18,132,0.511996,class_2
409,135,0.509773,class_2
452,130,0.437192,class_2
640,131,0.427354,class_2
908,142,0.418308,class_2
236,142,0.371422,class_2
772,145,0.400915,class_2
850,155,0.450323,class_2
444,155,0.380915,class_2
998,152,0.355684,class_2
413,159,0.441707,class_2
326,168,0.473691,class_2
477,165,0.365901,class_2
874,169,0.563679,class_2
1004,169,0.415819,class_2
740,176,0.354336,class_2
