@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1}

@data
0.051008,0.160862,class_0
-0.748074,0.08904,class_0
-0.772934,0.263172,class_0
0.218374,0.127061,class_0
0.372683,0.496562,class_0
-0.629315,0.632022,class_0
-0.433072,0.144792,class_0
-0.84152,-0.191313,class_0
0.475256,0.224837,class_0
0.32083,0.327213,class_0
0.320613,0.334075,class_0
-0.890775,0.411688,class_0
0.178501,0.446914,class_0
0.31558,0.388534,class_0
0.557772,0.472727,class_0
0.031919,0.01223,class_0
0.250906,0.307167,class_0
0.235715,0.224938,class_0
-0.072362,0.333765,class_0
0.504402,0.080546,class_0
-0.632234,0.445525,class_0
-0.767847,0.236147,class_0
-0.700176,0.210388,class_0
-0.647135,0.159214,class_0
-0.767392,0.09259,class_0
-0.517887,0.032881,class_0
0.175166,0.345349,class_0
-0.680312,0.476122,class_0
0.015952,0.321675,class_0
-0.714811,0.514214,class_0
0.078379,0.32285,class_0
-0.808723,0.470366,class_0
-0.842112,0.092942,class_0
-0.985916,0.483093,class_0
0.291041,0.34276,class_0
0.243215,0.514883,class_0
-0.601044,0.050601,class_0
-1.246525,0.459232,class_0
-0.82769,0.361875,class_0
-0.621173,-0.109122,class_0
-0.705841,0.659077,class_0
0.067189,0.605749,class_0
0.305051,0.47418,class_0
0.607881,0.393616,class_0
-0.789375,0.175917,class_0
-0.531232,0.426528,class_0
0.252021,0.170297,class_0
-0.578804,0.265537,class_0
-0.831767,0.544474,class_0
-0.698592,0.385669,class_0
-0.736426,0.118575,class_0
-0.934962,0.113707,class_0
0.439593,0.414306,class_0
-0.546909,0.249563,class_0
-0.084056,0.365211,class_0
0.322115,0.690871,class_0
0.107647,0.579469,class_0
-0.71864,0.256458,class_0
-0.878778,0.450648,class_0
-0.69846,0.950539,class_0
0.397574,0.118102,class_0
-0.504514,0.571964,class_0
0.250236,0.397839,class_0
0.617092,0.101858,class_0
0.318329,0.087906,class_0
-0.574534,0.186242,class_0
0.097619,0.551768,class_0
0.484493,0.35373,class_0
0.524007,0.466169,class_0
-0.781385,-0.075347,class_0
-0.497046,0.599481,class_0
-0.969845,0.466249,class_0
0.435414,0.121924,class_0
-0.679425,0.307539,class_0
-0.62529,0.07099,class_0
-0.023181,0.404426,class_0
0.232001,0.710668,class_0
0.093844,0.466744,class_0
0.142343,0.178987,class_0
-0.616864,0.255078,class_0
0.236363,0.515438,class_0
0.389142,0.404296,class_0
-0.951787,-0.037722,class_0
0.240878,0.719489,class_0
0.124463,0.451788,class_0
-0.605664,0.269065,class_0
-0.713972,0.308718,class_0
0.310084,0.346753,class_0
0.180188,0.462046,class_0
-0.426639,0.647232,class_0
0.061432,0.324912,class_0
0.07737,0.321833,class_0
0.42815,0.13446,class_0
-0.802508,0.66879,class_0
0.401426,0.425164,class_0
0.370848,0.264071,class_0
-0.807747,0.414859,class_0
0.501636,0.239349,class_0
0.582383,0.228427,class_0
-0.591361,0.302303,class_0
-0.870372,0.269414,class_0
-0.720868,0.196767,class_0
0.277784,0.217923,class_0
0.332408,0.273499,class_0
-0.140921,0.392474,class_0
-0.597595,0.147903,class_0
-0.855815,0.14514,class_0
-0.889122,0.26896,class_0
0.213457,0.436118,class_0
-0.534679,0.579012,class_0
0.316868,0.397059,class_0
-0.681217,0.042098,class_0
-0.975861,0.459648,class_0
0.414572,0.271412,class_0
0.327513,0.367801,class_0
-0.932092,0.09362,class_0
0.583953,0.471473,class_0
-0.444373,0.230101,class_0
0.291094,0.193656,class_0
-0.510807,0.41496,class_0
-0.965975,0.179311,class_0
0.187413,0.297471,class_0
0.179654,0.451754,class_0
-0.726896,0.357284,class_0
-0.543399,0.41012,class_0
-0.598234,0.987014,class_1
-0.201947,0.621017,class_1
0.471461,0.482211,class_1
-0.09822,0.587556,class_1
-0.356577,0.637097,class_1
0.638814,0.421121,class_1
0.629806,0.281461,class_1
-0.462233,0.61661,class_1
-0.073316,0.558217,class_1
-0.554055,0.512531,class_1
-0.437618,0.878118,class_1
-0.222378,0.888508,class_1
0.093462,0.673105,class_1
0.531747,0.543727,class_1
0.402075,0.516385,class_1
0.475552,0.650563,class_1
-0.233833,0.636426,class_1
-0.315793,0.750313,class_1
-0.473517,0.638541,class_1
0.592395,0.89257,class_1
-0.226053,0.797895,class_1
-0.43995,0.520993,class_1
-0.54645,0.745772,class_1
0.464043,0.510652,class_1
-0.151943,0.812184,class_1
0.485364,0.820181,class_1
0.347256,0.708138,class_1
0.43897,0.628172,class_1
-0.214159,0.64364,class_1
0.573802,0.637135,class_1
0.387174,0.585784,class_1
0.320383,0.535291,class_1
-0.207815,0.651325,class_1
-0.186513,0.817548,class_1
0.247527,0.390819,class_1
0.660499,0.899192,class_1
-0.286588,0.733759,class_1
-0.325881,0.398655,class_1
-0.252046,0.673583,class_1
0.37259,0.497859,class_1
-0.290966,1.043721,class_1
-0.304698,0.868583,class_1
-0.2139,1.093178,class_1
-0.3683,0.756395,class_1
-0.469282,0.887751,class_1
0.393501,0.779752,class_1
-0.4564,0.805235,class_1
0.511282,0.766061,class_1
0.225505,0.464512,class_1
