@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4}

@data
84,670,0.604525,class_0
127,275,0.527876,class_0
211,749,0.589805,class_0
361,196,0.662671,class_0
582,200,0.557205,class_0
386,397,0.683246,class_0
558,145,0.549252,class_0
169,610,0.468462,class_0
95,284,0.574885,class_0
134,274,0.586319,class_0
709,35,0.638365,class_0
369,118,0.699483,class_0
419,344,0.616458,class_0
621,174,0.62144,class_0
536,65,0.542752,class_0
694,269,0.600255,class_0
197,37,0.505699,class_0
166,86,0.687669,class_0
37,532,0.763069,class_0
42,792,0.475688,class_0
131,781,0.705035,class_0
135,225,0.552115,class_0
336,206,0.404397,class_0
101,157,0.430186,class_0
807,56,0.565222,class_0
936,736,0.596026,class_0
255,547,0.436447,class_0
27,558,0.488271,class_0
941,809,0.688881,class_0
554,942,0.559145,class_0
133,440,0.465178,class_0
590,269,0.452531,class_0
481,492,0.516808,class_0
464,565,0.582606,class_0
189,434,0.447606,class_0
758,754,0.577669,class_0
977,902,0.450066,class_0
208,305,0.426352,class_0
796,355,0.364107,class_0
492,536,0.39312,class_0
484,149,0.749783,class_0
469,474,0.684839,class_0
629,570,0.747552,class_0
515,330,0.687473,class_0
720,466,0.647338,class_0
670,567,0.731166,class_0
745,77,0.582064,class_0
684,104,0.695289,class_0
457,626,0.673619,class_0
363,918,0.59709,class_0
309,608,0.564575,class_0
259,527,0.630002,class_0
226,947,0.541951,class_0
308,839,0.588066,class_0
191,188,0.669826,class_0
231,994,0.638657,class_0
487,1001,0.467802,class_0
56,79,0.485567,class_0
94,272,0.625818,class_0
78,564,0.746448,class_0
103,440,0.723789,class_0
248,446,0.767457,class_0
537,186,0.636061,class_0
834,402,0.63863,class_0
141,462,0.407218,class_0
133,427,0.49549,class_0
814,761,0.556363,class_0
37,643,0.699073,class_0
46,910,0.634579,class_0
253,995,0.625713,class_0
360,496,0.600981,class_0
881,713,0.581127,class_0
947,820,0.393632,class_0
684,733,0.609512,class_0
837,574,0.475587,class_0
340,603,0.58015,class_0
869,900,0.536417,class_0
250,118,0.755891,class_0
154,253,0.671515,class_0
68,265,0.515032,class_0
245,429,0.603088,class_0
55,57,0.406529,class_0
475,446,0.597692,class_0
73,343,0.635726,class_0
734,416,0.43485,class_0
386,988,0.73486,class_0
431,987,0.665555,class_0
897,30,0.668904,class_0
776,739,0.492813,class_0
655,625,0.652159,class_0
693,619,0.45636,class_0
566,728,0.419589,class_0
