@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1}

@data
1,0,56,class_0
2,0,48,class_0
3,0,137,class_0
4,0,195,class_0
5,0,290,class_0
6,0,255,class_0
7,0,236,class_0
8,0,211,class_0
9,0,271,class_0
10,0,276,class_0
11,0,259,class_0
12,0,301,class_0
13,0,296,class_0
14,0,345,class_0
16,0,112,class_0
17,0,142,class_0
18,0,186,class_0
19,0,202,class_0
20,0,156,class_0
21,0,155,class_0
22,0,200,class_0
23,0,166,class_0
24,0,165,class_0
25,0,179,class_0
26,0,171,class_0
27,0,175,class_0
28,0,147,class_0
29,0,137,class_0
30,0,114,class_0
31,0,117,class_0
1,2,31,class_0
2,2,30,class_0
3,2,34,class_0
4,2,57,class_0
5,2,95,class_0
6,2,104,class_0
7,2,90,class_0
8,2,96,class_0
9,2,134,class_0
10,2,110,class_0
11,2,111,class_0
12,2,147,class_0
13,2,138,class_0
14,2,141,class_0
23,1,69,class_0
24,1,62,class_0
15,0,112,class_1
32,0,99,class_1
33,0,95,class_1
34,0,80,class_1
35,0,77,class_1
36,0,65,class_1
37,0,63,class_1
38,0,69,class_1
39,0,46,class_1
40,0,61,class_1
41,0,55,class_1
42,0,42,class_1
43,0,37,class_1
44,0,39,class_1
15,2,53,class_1
16,2,49,class_1
17,2,73,class_1
18,2,69,class_1
19,2,97,class_1
20,2,65,class_1
21,2,74,class_1
22,2,84,class_1
23,2,82,class_1
24,2,79,class_1
25,2,90,class_1
26,2,84,class_1
27,2,81,class_1
28,2,72,class_1
29,2,71,class_1
30,2,51,class_1
31,2,45,class_1
32,2,45,class_1
33,2,35,class_1
34,2,39,class_1
35,2,36,class_1
36,2,37,class_1
37,2,37,class_1
38,2,37,class_1
39,2,28,class_1
40,2,26,class_1
41,2,25,class_1
42,2,21,class_1
43,2,18,class_1
44,2,18,class_1
1,1,9,class_1
2,1,12,class_1
3,1,12,class_1
4,1,18,class_1
5,1,23,class_1
6,1,27,class_1
7,1,28,class_1
8,1,27,class_1
9,1,44,class_1
10,1,39,class_1
11,1,34,class_1
12,1,52,class_1
13,1,32,class_1
14,1,58,class_1
15,1,27,class_1
16,1,37,class_1
17,1,53,class_1
18,1,49,class_1
19,1,51,class_1
20,1,61,class_1
21,1,51,class_1
22,1,62,class_1
25,1,57,class_1
26,1,40,class_1
27,1,47,class_1
28,1,37,class_1
29,1,63,class_1
30,1,38,class_1
31,1,23,class_1
32,1,36,class_1
33,1,33,class_1
34,1,38,class_1
35,1,21,class_1
36,1,24,class_1
37,1,28,class_1
38,1,18,class_1
39,1,25,class_1
40,1,22,class_1
41,1,9,class_1
42,1,12,class_1
43,1,14,class_1
44,1,16,class_1
