@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4}

@data
85,670,0.593028,class_0
129,276,0.505956,class_0
212,748,0.573055,class_0
363,195,0.670948,class_0
584,200,0.517753,class_0
387,397,0.696958,class_0
559,145,0.567358,class_0
169,609,0.475008,class_0
96,284,0.580476,class_0
134,275,0.603021,class_0
710,35,0.652791,class_0
369,118,0.7216,class_0
419,344,0.629358,class_0
622,175,0.662217,class_0
537,65,0.573276,class_0
694,268,0.618076,class_0
199,38,0.525367,class_0
166,86,0.680167,class_0
38,531,0.770305,class_0
43,793,0.488815,class_0
132,780,0.724368,class_0
135,225,0.581581,class_0
246,262,0.351927,class_0
336,206,0.43073,class_0
102,156,0.449726,class_0
807,54,0.563941,class_0
937,736,0.607775,class_0
255,546,0.464911,class_0
27,558,0.519866,class_0
941,809,0.70202,class_0
554,943,0.557501,class_0
133,440,0.460208,class_0
591,270,0.46414,class_0
481,492,0.517249,class_0
464,565,0.572509,class_0
189,434,0.4346,class_0
758,755,0.59121,class_0
977,901,0.428819,class_0
208,304,0.436804,class_0
796,355,0.372336,class_0
494,539,0.411047,class_0
485,149,0.780592,class_0
470,473,0.663269,class_0
630,570,0.714083,class_0
515,330,0.697228,class_0
720,466,0.662723,class_0
670,566,0.743781,class_0
746,79,0.611762,class_0
684,104,0.657838,class_0
455,635,0.627823,class_0
364,918,0.575513,class_0
310,608,0.559901,class_0
259,527,0.60028,class_0
227,947,0.489301,class_0
309,838,0.575216,class_0
191,187,0.703226,class_0
231,993,0.648816,class_0
488,1003,0.471115,class_0
61,68,0.610029,class_0
94,272,0.592875,class_0
78,565,0.753994,class_0
104,440,0.740791,class_0
247,447,0.773323,class_0
540,189,0.681178,class_0
835,402,0.684876,class_0
141,462,0.381067,class_0
98,330,0.360082,class_0
134,427,0.502375,class_0
814,760,0.586371,class_0
38,641,0.717284,class_0
46,910,0.654092,class_0
253,995,0.639906,class_0
361,495,0.639337,class_0
947,821,0.378525,class_0
685,733,0.625186,class_0
838,574,0.461958,class_0
340,603,0.576108,class_0
