@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1,class_2}

@data
1,56,407,class_0
2,48,292,class_0
3,137,332,class_0
4,195,368,class_0
5,290,421,class_0
6,255,330,class_0
7,236,294,class_0
8,211,258,class_0
9,271,312,class_0
10,276,304,class_0
11,259,282,class_0
12,301,321,class_0
13,296,313,class_0
14,345,366,class_0
15,112,116,class_0
16,112,121,class_0
17,142,148,class_0
18,186,196,class_0
19,202,211,class_0
20,156,159,class_0
21,155,160,class_0
22,200,204,class_0
23,166,170,class_0
24,165,170,class_0
25,179,180,class_0
26,171,178,class_0
27,175,179,class_0
28,147,150,class_0
29,137,147,class_0
30,114,120,class_0
31,117,122,class_0
32,99,104,class_0
33,95,95,class_0
34,80,82,class_0
35,77,78,class_0
36,65,67,class_0
37,63,65,class_0
38,69,72,class_0
39,46,47,class_0
40,61,62,class_0
41,55,56,class_0
42,42,43,class_0
43,37,37,class_0
44,39,40,class_0
1,31,206,class_1
2,30,146,class_1
3,34,168,class_1
4,57,189,class_1
5,95,219,class_1
6,104,195,class_1
7,90,164,class_1
8,96,145,class_1
9,134,180,class_1
10,110,160,class_1
11,111,148,class_1
12,147,178,class_1
13,138,177,class_1
14,141,165,class_1
15,53,67,class_1
16,49,58,class_1
17,73,81,class_1
18,69,79,class_1
19,97,111,class_1
20,65,76,class_1
21,74,82,class_1
22,84,101,class_1
23,82,88,class_1
24,79,85,class_1
25,90,94,class_1
26,84,91,class_1
27,81,89,class_1
28,72,76,class_1
29,71,79,class_1
30,51,56,class_1
31,45,52,class_1
32,45,48,class_1
33,35,37,class_1
34,39,41,class_1
35,36,40,class_1
36,37,38,class_1
37,37,39,class_1
38,37,41,class_1
39,28,30,class_1
40,26,27,class_1
41,25,25,class_1
42,21,22,class_1
43,18,19,class_1
44,18,18,class_1
1,9,72,class_2
2,12,71,class_2
3,12,85,class_2
4,18,104,class_2
5,23,102,class_2
6,27,91,class_2
7,28,87,class_2
8,27,79,class_2
9,44,104,class_2
10,39,81,class_2
11,34,81,class_2
12,52,97,class_2
13,32,69,class_2
14,58,88,class_2
15,27,53,class_2
16,37,64,class_2
17,53,93,class_2
18,49,100,class_2
19,51,88,class_2
20,61,103,class_2
21,51,97,class_2
22,62,110,class_2
23,69,131,class_2
24,62,124,class_2
25,57,92,class_2
26,40,82,class_2
27,47,106,class_2
28,37,69,class_2
29,63,102,class_2
30,38,67,class_2
31,23,56,class_2
32,36,61,class_2
33,33,53,class_2
34,38,56,class_2
35,21,40,class_2
36,24,46,class_2
37,28,44,class_2
38,18,27,class_2
39,25,44,class_2
40,22,29,class_2
41,9,16,class_2
42,12,16,class_2
43,14,17,class_2
44,16,23,class_2
