@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute class {class_0,class_1}

@data
0,19,182,0,0,0,0,0,0,class_0
0,33,155,1,0,0,0,1,1,class_0
0,20,105,2,1,0,0,1,2,class_0
0,21,108,2,1,0,0,0,3,class_0
0,18,107,2,1,0,0,0,0,class_0
0,21,124,1,0,0,0,1,0,class_0
0,22,118,2,0,0,0,1,2,class_0
0,17,103,1,0,0,0,1,2,class_0
0,29,123,2,1,0,0,1,2,class_0
0,26,113,2,1,0,0,1,0,class_0
0,19,95,1,0,0,0,1,0,class_0
0,19,150,1,0,0,0,1,2,class_0
0,22,95,1,0,0,1,1,0,class_0
0,30,107,1,0,1,0,0,3,class_0
0,18,100,2,1,0,0,1,0,class_0
0,18,100,2,1,0,0,1,0,class_0
0,15,98,0,0,0,0,1,0,class_0
0,25,118,2,1,0,0,1,1,class_0
0,20,120,1,0,0,0,0,0,class_0
0,28,120,2,1,0,0,1,2,class_0
0,32,121,1,0,0,0,1,3,class_0
0,31,100,2,0,0,0,0,1,class_0
0,36,202,2,0,0,0,1,2,class_0
0,28,120,1,0,0,0,1,0,class_0
0,25,120,1,0,0,0,0,3,class_0
0,28,167,2,0,0,0,1,0,class_0
0,17,122,2,1,0,0,1,0,class_0
0,29,150,2,0,0,0,1,3,class_0
0,26,168,0,1,0,0,1,0,class_0
0,17,113,0,0,0,0,1,2,class_0
0,17,113,0,0,0,0,1,2,class_0
1,28,120,1,1,1,0,0,0,class_0
1,29,130,2,0,0,0,0,3,class_0
1,34,187,0,1,0,1,1,0,class_0
1,25,105,1,0,1,1,1,0,class_0
1,25,85,1,0,0,0,0,0,class_0
1,27,150,1,0,0,0,1,0,class_0
1,23,97,1,0,0,0,0,2,class_0
1,24,128,0,0,1,0,1,2,class_0
1,24,132,1,0,0,1,1,0,class_0
1,21,165,2,1,0,1,1,2,class_0
1,32,105,2,1,0,0,1,0,class_0
1,19,91,2,1,2,0,0,0,class_0
1,25,115,1,0,0,0,1,0,class_0
1,16,130,1,0,0,0,1,2,class_0
1,25,92,2,1,0,0,1,0,class_0
1,20,150,2,1,0,0,1,3,class_0
1,21,200,0,0,0,0,0,3,class_0
1,24,155,2,1,1,0,1,0,class_0
1,21,103,1,0,0,0,1,0,class_0
1,20,125,1,0,0,0,0,0,class_0
1,25,89,1,0,2,0,1,2,class_0
1,19,102,2,0,0,0,1,3,class_0
1,19,112,2,1,0,0,0,0,class_0
1,26,117,2,1,1,0,1,0,class_0
1,24,138,2,0,0,0,1,0,class_0
1,17,130,1,1,1,0,0,0,class_0
1,20,120,0,1,0,0,1,1,class_0
1,22,130,2,1,1,0,0,2,class_0
1,27,130,0,0,0,0,0,0,class_0
1,20,80,1,1,0,0,0,0,class_0
1,17,110,2,1,0,0,1,0,class_0
1,25,105,1,0,1,0,1,2,class_0
1,20,109,1,0,0,0,1,0,class_0
1,18,148,1,0,0,0,1,0,class_0
1,18,110,0,1,1,0,1,0,class_0
1,20,121,2,1,1,0,0,0,class_0
1,21,100,1,0,1,0,1,4,class_0
1,26,96,1,0,0,0,1,0,class_0
1,31,102,2,1,1,0,1,2,class_0
1,15,110,2,0,0,0,1,0,class_0
1,23,187,0,1,0,0,1,2,class_0
1,20,122,0,1,0,0,1,0,class_0
1,24,105,0,1,0,0,1,0,class_0
1,15,115,1,0,0,0,0,0,class_0
1,23,120,1,0,0,0,1,0,class_0
1,30,142,2,1,1,0,1,0,class_0
1,22,130,2,1,0,0,1,2,class_0
1,17,120,2,1,0,0,1,1,class_0
1,23,110,2,1,1,0,1,0,class_0
1,17,120,0,0,0,0,1,3,class_0
1,26,154,1,0,1,1,1,2,class_0
1,20,105,1,0,0,0,1,1,class_0
1,26,190,2,1,0,0,1,0,class_0
1,14,101,1,1,1,0,1,0,class_0
1,28,95,2,1,0,0,1,3,class_0
1,14,100,1,0,0,0,1,3,class_0
1,23,94,1,1,0,0,1,0,class_0
1,17,142,0,0,0,1,1,0,class_0
1,21,130,2,1,0,1,1,1,class_0
0,24,90,2,1,1,0,1,2,class_1
0,35,121,0,1,1,0,1,2,class_1
0,25,155,2,0,0,0,1,2,class_1
0,25,125,0,0,0,0,1,0,class_1
0,29,140,2,1,0,0,1,3,class_1
0,19,138,2,1,0,0,1,3,class_1
0,27,124,2,1,0,0,1,0,class_1
0,31,215,2,1,0,0,1,3,class_1
0,33,109,2,1,0,0,1,2,class_1
0,21,185,0,1,0,0,1,3,class_1
0,19,189,2,0,0,0,1,3,class_1
0,23,130,0,0,0,0,1,2,class_1
0,21,160,2,0,0,0,1,0,class_1
0,18,90,2,1,0,0,0,0,class_1
0,18,90,2,1,0,0,0,0,class_1
0,32,132,2,0,0,0,1,4,class_1
0,19,132,1,0,0,0,1,0,class_1
0,24,115,2,0,0,0,1,3,class_1
0,22,85,1,1,0,0,1,0,class_1
0,22,120,2,0,0,1,1,2,class_1
0,23,128,1,0,0,0,1,0,class_1
0,22,130,2,1,0,0,1,0,class_1
0,30,95,2,1,0,0,1,3,class_1
0,19,115,1,0,0,0,1,0,class_1
0,16,110,1,0,0,0,1,0,class_1
0,21,110,1,1,0,0,0,0,class_1
0,30,153,1,0,0,0,1,0,class_1
0,20,103,1,0,0,0,1,0,class_1
0,17,119,1,0,0,0,1,0,class_1
0,17,119,1,0,0,0,1,0,class_1
0,23,119,1,0,0,0,1,3,class_1
0,24,110,1,0,0,0,1,0,class_1
0,28,140,2,0,0,0,1,0,class_1
0,26,133,1,1,2,0,1,0,class_1
