@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1}

@data
0,11,33,class_0
0,36,23,class_0
0,41,32,class_0
0,45,41,class_0
0,52,30,class_0
0,56,32,class_0
0,58,18,class_0
0,62,36,class_0
1,17,26,class_0
1,23,21,class_0
1,26,11,class_0
1,29,19,class_0
1,41,17,class_0
1,45,21,class_0
1,47,16,class_0
1,49,21,class_0
1,54,16,class_0
2,13,4,class_0
2,16,9,class_0
2,18,53,class_0
2,20,15,class_0
2,21,44,class_0
2,23,53,class_0
2,25,49,class_0
2,27,63,class_0
2,28,61,class_0
2,30,70,class_0
2,32,61,class_0
2,34,72,class_0
2,36,81,class_0
2,38,78,class_0
2,40,84,class_0
3,10,24,class_0
3,12,27,class_0
3,14,26,class_0
3,18,15,class_0
3,20,16,class_0
3,22,15,class_0
3,24,11,class_0
3,26,11,class_0
3,28,19,class_0
3,30,21,class_0
3,32,10,class_0
3,36,14,class_0
3,38,17,class_0
3,40,15,class_0
3,44,5,class_0
3,46,8,class_0
3,48,15,class_0
3,49,9,class_0
4,21,79,class_0
4,23,67,class_0
4,26,53,class_0
4,39,56,class_0
4,41,36,class_0
4,57,24,class_0
5,10,43,class_0
5,19,26,class_0
5,23,14,class_0
5,38,17,class_0
5,41,15,class_0
9,16,55,class_0
9,245,45,class_0
9,263,37,class_0
9,265,48,class_0
9,267,46,class_0
9,269,42,class_0
9,271,41,class_0
9,278,40,class_0
8,142,32,class_0
0,13,49,class_1
0,19,46,class_1
0,25,42,class_1
0,28,68,class_1
0,31,55,class_1
0,33,38,class_1
0,48,50,class_1
0,50,54,class_1
0,54,30,class_1
1,14,34,class_1
1,31,20,class_1
1,34,13,class_1
1,37,17,class_1
1,43,16,class_1
2,10,7,class_1
4,10,81,class_1
4,12,61,class_1
4,14,55,class_1
4,16,65,class_1
4,18,59,class_1
4,29,58,class_1
4,31,61,class_1
4,33,40,class_1
4,37,47,class_1
4,43,32,class_1
4,51,48,class_1
4,60,26,class_1
5,14,41,class_1
5,28,22,class_1
5,29,10,class_1
5,35,6,class_1
5,44,11,class_1
5,47,17,class_1
5,50,8,class_1
5,56,13,class_1
5,60,12,class_1
5,62,14,class_1
9,0,52,class_1
9,34,60,class_1
9,58,50,class_1
9,96,46,class_1
9,98,61,class_1
9,176,51,class_1
9,274,45,class_1
6,0,72,class_1
6,1.5,64,class_1
6,9,75,class_1
6,13,72,class_1
6,58,67,class_1
6,86,55,class_1
6,142,51,class_1
7,0,46,class_1
7,1.5,36,class_1
7,9,46,class_1
7,13,52,class_1
7,27,42,class_1
7,51,25,class_1
7,86,30,class_1
7,93,39,class_1
7,142,32,class_1
8,0,31,class_1
8,1.5,53,class_1
8,9,45,class_1
8,13,21,class_1
8,58,25,class_1
8,86,31,class_1
10,0,58,class_1
10,15,58,class_1
10,91,48,class_1
10,95,51,class_1
