@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1}

@data
66,0,class_0
66,0,class_0
66,0,class_0
66,0,class_0
66,0,class_0
66,0,class_0
70,0,class_0
70,0,class_0
70,0,class_0
70,0,class_0
70,0,class_0
69,0,class_0
69,0,class_0
69,0,class_0
69,0,class_0
69,0,class_0
69,0,class_0
68,0,class_0
68,0,class_0
68,0,class_0
68,0,class_0
68,0,class_0
68,0,class_0
67,0,class_0
67,0,class_0
67,0,class_0
67,0,class_0
67,0,class_0
67,0,class_0
72,0,class_0
72,0,class_0
72,0,class_0
72,0,class_0
72,0,class_0
72,0,class_0
73,1,class_0
73,1,class_0
73,1,class_0
73,1,class_0
73,1,class_0
73,1,class_0
70,1,class_0
70,1,class_0
70,1,class_0
70,1,class_0
70,1,class_0
70,1,class_0
57,2,class_0
57,2,class_0
57,2,class_0
57,2,class_0
57,2,class_0
63,2,class_0
63,2,class_0
63,2,class_0
63,2,class_0
63,2,class_0
70,2,class_0
70,2,class_0
70,2,class_0
70,2,class_0
70,2,class_0
78,2,class_0
78,2,class_0
78,2,class_0
78,2,class_0
78,2,class_0
78,2,class_0
67,2,class_0
67,2,class_0
67,2,class_0
67,2,class_0
67,2,class_0
67,2,class_0
53,2,class_0
53,2,class_0
53,2,class_0
53,2,class_0
67,2,class_0
67,2,class_0
67,2,class_0
67,2,class_0
67,2,class_0
67,2,class_0
75,2,class_0
75,2,class_0
75,2,class_0
75,2,class_0
75,2,class_0
75,2,class_0
70,2,class_0
70,2,class_0
70,2,class_0
70,2,class_0
70,2,class_0
70,2,class_0
81,2,class_0
81,2,class_0
81,2,class_0
81,2,class_0
81,2,class_0
81,2,class_0
76,2,class_0
76,2,class_0
76,2,class_0
76,2,class_0
76,2,class_0
76,2,class_0
79,2,class_0
79,2,class_0
79,2,class_0
79,2,class_0
79,2,class_0
79,2,class_0
75,2,class_0
75,2,class_0
75,2,class_0
75,2,class_0
76,2,class_0
76,2,class_0
76,2,class_0
76,2,class_0
76,2,class_0
76,2,class_0
58,2,class_0
58,2,class_0
58,2,class_0
58,2,class_0
58,2,class_0
70,0,class_1
57,2,class_1
63,2,class_1
70,2,class_1
53,2,class_1
53,2,class_1
75,2,class_1
75,2,class_1
58,2,class_1
