@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6}

@data
0,0,7701,class_0
0,7,7611,class_0
0,14,7771,class_0
0,21,7560,class_0
0,28,7527,class_0
4,4,7804,class_0
4,11,7950,class_0
4,18,7695,class_0
4,25,7881,class_0
5,4,7791,class_0
5,11,7870,class_0
5,18,7729,class_0
5,25,7589,class_0
6,1,7691,class_0
6,8,7445,class_0
6,15,7193,class_0
6,22,7304,class_0
6,29,7135,class_0
7,6,7388,class_0
7,13,7382,class_0
7,20,7570,class_0
7,27,7781,class_0
8,3,7399,class_0
8,10,7581,class_0
8,17,7777,class_0
8,24,8091,class_0
9,1,7976,class_0
9,8,8102,class_0
9,15,8416,class_0
9,22,8563,class_0
9,29,8486,class_0
10,5,8442,class_0
10,12,8532,class_0
10,19,8477,class_0
10,26,8453,class_0
3,2,8355,class_0
3,9,8630,class_0
3,16,8711,class_0
1,23,8647,class_0
1,0,8686,class_0
1,7,8377,class_0
1,14,7873,class_0
1,21,7936,class_0
1,28,8155,class_0
2,4,8011,class_0
2,11,7967,class_0
2,18,7868,class_0
2,25,8068,class_0
3,2,8196,class_0
3,9,8093,class_0
3,16,8172,class_0
3,23,7964,class_0
3,30,8028,class_0
0,1,7527,class_1
0,8,9172,class_1
0,15,9458,class_1
0,22,9252,class_1
0,29,9184,class_1
4,5,9225,class_1
4,12,8966,class_1
4,19,9021,class_1
4,26,9262,class_1
5,5,9294,class_1
5,12,9022,class_1
5,19,9135,class_1
5,26,9100,class_1
6,2,9114,class_1
6,9,8870,class_1
6,16,8702,class_1
6,23,9017,class_1
7,0,8900,class_1
7,7,8987,class_1
7,14,9195,class_1
7,21,9089,class_1
7,28,7780,class_1
8,4,9127,class_1
8,11,9201,class_1
8,18,9543,class_1
8,25,9348,class_1
9,2,9284,class_1
9,9,9877,class_1
9,16,10026,class_1
9,23,9960,class_1
9,30,9890,class_1
10,6,10206,class_1
10,13,10127,class_1
10,20,9967,class_1
10,27,9998,class_1
3,3,8481,class_1
3,10,10154,class_1
2,17,10304,class_1
10,24,10414,class_1
1,1,9927,class_1
1,8,9765,class_1
1,15,9531,class_1
1,22,9425,class_1
1,29,9457,class_1
2,5,9507,class_1
2,12,9606,class_1
2,19,9592,class_1
2,26,9825,class_1
3,3,9767,class_1
3,10,9686,class_1
3,17,10196,class_1
3,24,7846,class_1
0,2,8825,class_2
0,9,9089,class_2
0,16,9339,class_2
0,23,9416,class_2
0,30,9152,class_2
4,6,9328,class_2
4,13,9859,class_2
4,20,9252,class_2
4,27,9705,class_2
5,6,9573,class_2
5,13,9525,class_2
5,20,9663,class_2
5,27,9293,class_2
6,3,9439,class_2
6,10,9023,class_2
6,17,9205,class_2
6,24,9077,class_2
7,1,9422,class_2
7,8,9307,class_2
7,15,9200,class_2
7,22,9210,class_2
7,29,9630,class_2
8,5,9606,class_2
8,12,9264,class_2
8,19,9672,class_2
8,26,9857,class_2
9,3,8433,class_2
9,10,9852,class_2
9,17,10357,class_2
9,24,10349,class_2
10,0,10145,class_2
10,7,10442,class_2
10,14,10502,class_2
10,21,10229,class_2
10,28,10387,class_2
1,4,10023,class_2
1,11,10425,class_2
3,18,10711,class_2
1,25,10498,class_2
1,2,10378,class_2
1,9,10351,class_2
1,16,9938,class_2
1,23,9576,class_2
1,30,9333,class_2
2,6,9769,class_2
2,13,10014,class_2
2,20,9950,class_2
2,27,9814,class_2
3,4,9881,class_2
3,11,10063,class_2
3,18,10605,class_2
3,25,8902,class_2
0,3,8859,class_3
0,10,9210,class_3
0,17,9120,class_3
0,24,9090,class_3
4,0,9159,class_3
4,7,9139,class_3
4,14,9285,class_3
4,21,9335,class_3
5,0,9132,class_3
5,7,9212,class_3
5,14,9284,class_3
5,21,9307,class_3
5,28,9195,class_3
6,4,8852,class_3
6,11,8606,class_3
6,18,8720,class_3
6,25,9019,class_3
7,2,9051,class_3
7,9,9273,class_3
7,16,8913,class_3
7,23,9196,class_3
7,30,9600,class_3
8,6,9328,class_3
8,13,9216,class_3
8,20,9266,class_3
8,27,9701,class_3
9,4,9675,class_3
9,11,9705,class_3
9,18,10015,class_3
9,25,10091,class_3
10,1,9824,class_3
10,8,10142,class_3
10,15,10053,class_3
10,22,9900,class_3
10,29,10063,class_3
3,5,10703,class_3
2,12,10149,class_3
1,19,10488,class_3
5,26,10344,class_3
1,3,9928,class_3
1,10,9873,class_3
1,17,9388,class_3
1,24,9328,class_3
2,0,9321,class_3
2,7,9501,class_3
2,14,9536,class_3
2,21,9548,class_3
2,28,9438,class_3
3,5,9402,class_3
3,12,9509,class_3
3,19,9998,class_3
3,26,9907,class_3
0,4,9043,class_4
0,11,9259,class_4
0,18,9226,class_4
0,25,9387,class_4
4,1,9218,class_4
4,8,9247,class_4
4,15,9103,class_4
4,22,9268,class_4
5,1,9304,class_4
5,8,9218,class_4
5,15,9327,class_4
5,22,9159,class_4
5,29,8902,class_4
6,5,8969,class_4
6,12,8724,class_4
6,19,8582,class_4
6,26,8839,class_4
7,3,8672,class_4
7,10,8903,class_4
7,17,9044,class_4
7,24,9180,class_4
8,0,9435,class_4
8,7,9075,class_4
8,14,9175,class_4
8,21,9405,class_4
8,28,9630,class_4
9,5,10184,class_4
9,12,9984,class_4
9,19,10386,class_4
9,26,10192,class_4
10,2,10128,class_4
10,9,10284,class_4
10,16,10377,class_4
10,23,10152,class_4
10,30,9849,class_4
2,6,10292,class_4
9,13,10265,class_4
3,20,10499,class_4
3,27,10175,class_4
1,4,9949,class_4
1,11,9824,class_4
1,18,9502,class_4
1,25,9501,class_4
2,1,9245,class_4
2,8,9609,class_4
2,15,9568,class_4
2,22,7915,class_4
2,29,9396,class_4
3,6,9480,class_4
3,13,9524,class_4
3,20,9398,class_4
3,27,10177,class_4
0,5,9208,class_5
0,12,9138,class_5
0,19,9305,class_5
0,26,8983,class_5
4,2,9167,class_5
4,9,9527,class_5
4,16,9238,class_5
4,23,9552,class_5
5,2,9431,class_5
5,9,9583,class_5
5,16,9480,class_5
5,23,9157,class_5
5,30,9318,class_5
6,6,9077,class_5
6,13,9012,class_5
6,20,8892,class_5
