@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute class {class_0,class_1}

@data
33,-52.26,28.3,class_0
67,29.19,141.15,class_0
30,-21.66,169.81,class_0
0,23.09,120.58,class_0
139,-20.7,169.92,class_0
60,22.33,93.58,class_0
50,-13.64,165.96,class_0
119,-16.31,-71.66,class_0
197,36.48,70.95,class_0
13,55.72,-155.95,class_0
58,-5.14,151.77,class_0
33,-44.6,37.34,class_0
27,36.23,-7.61,class_0
44,59.79,-149.3,class_0
4,58.26,-151.25,class_0
17,58.83,-149.29,class_0
23,56.42,-152.01,class_0
26,57.17,-152.45,class_0
160,0.4,122.11,class_0
25,56.45,-153.94,class_0
12,60.36,-146.61,class_0
10,60.51,-146.7,class_0
35,59.79,-148.67,class_0
33,-5.42,133.99,class_0
99,-5.07,144.2,class_0
49,-3.88,35.06,class_0
22,40.39,139.05,class_0
54,-56.17,-27.66,class_0
42,43.43,147.05,class_0
12,38.4,139.26,class_0
76,43.16,146.17,class_0
26,11.7,144.57,class_0
96,18.31,-100.5,class_0
189,-5.54,129.79,class_0
127,-15.56,167.62,class_0
4,-27.82,-71.1,class_0
7,-41.13,-74.99,class_0
32,-26.37,-71.78,class_0
34,78.15,126.65,class_0
107,-4.42,144.08,class_0
33,-48.95,164.46,class_0
89,8.9,93.03,class_0
43,19.8,-56.11,class_0
60,-5.75,150.74,class_0
6,-2.4,125.98,class_0
36,51.29,178.55,class_0
40,51.39,179.59,class_0
43,53.14,-161.85,class_0
33,53.26,-161.74,class_0
36,-25.67,-70.63,class_0
33,-5.36,151.86,class_0
205,36.42,70.73,class_0
58,-31.81,-71.26,class_0
68,-32.42,-71.1,class_0
41,40.73,142.85,class_0
20,50.32,177.93,class_0
45,38.38,22.26,class_0
60,47.41,-122.29,class_0
80,22.41,121.26,class_0
58,44.45,148.84,class_0
40,53.03,-167.55,class_0
18,51.11,-171.3,class_0
33,-55.9,157.7,class_0
31,-15.75,167.12,class_0
36,-0.47,-19.93,class_0
328,-5.74,128.63,class_0
29,16.33,-95.8,class_0
30,58.29,-152.5,class_0
55,-5.33,153.08,class_0
62,-6.46,70.76,class_0
41,36.35,141.38,class_0
195,28.96,128.23,class_0
5,50.02,178.28,class_0
28,-42.9,-75.13,class_0
159,44.21,145.45,class_0
29,43.87,87.74,class_0
50,53.89,160.68,class_0
101,-6.21,130.39,class_0
38,58.35,-153.13,class_0
0,49.77,78.1,class_0
35,-17.66,167.96,class_0
7,-32.2,78.93,class_0
59,-5.41,151.57,class_0
50,31.49,80.5,class_0
42,24.24,122.67,class_0
34,0.81,29.9,class_0
0,49.72,78.07,class_0
40,23.86,122.97,class_0
61,51.24,157.76,class_0
27,-0.78,122.22,class_0
33,-52.77,160.17,class_0
214,36.43,71.12,class_0
37,11.26,139.57,class_0
242,-12.23,167.02,class_0
34,-10.43,160.89,class_0
20,-10.15,161.01,class_0
523,-7.21,124.69,class_0
33,29.62,80.83,class_0
36,29.71,80.89,class_0
102,24.86,122.56,class_0
29,50.57,-171.22,class_0
59,-0.1,125.01,class_0
11,-0.05,125.06,class_0
90,2.34,128.4,class_0
165,-21.59,170.56,class_0
38,-10.74,-78.63,class_0
42,-1.52,-15.37,class_0
0,73.4,54.57,class_0
44,22.11,145.9,class_0
136,-14.03,167.04,class_0
46,-7.11,148.31,class_0
23,-25.51,-70.74,class_0
24,48.22,102.9,class_0
5,56.68,120.95,class_0
33,-14.83,-178.75,class_0
21,48.08,103.02,class_0
42,52.4,-169.54,class_0
1,24,-65.7,class_0
36,2.93,-74.83,class_0
598,-9.05,-71.34,class_0
21,-23.79,-175.14,class_0
0,49.79,78.14,class_0
60,39.25,24.6,class_0
80,-6.73,129.84,class_0
33,-11.14,115.36,class_0
63,5.16,96.31,class_0
48,51.47,-178.32,class_0
184,-0.96,101.39,class_0
38,54.44,-157.94,class_0
33,40.67,30.69,class_0
367,35.43,135.49,class_0
60,10.36,125.87,class_0
40,3.72,95.74,class_0
33,-60.84,-24.33,class_0
78,12.18,140.8,class_0
24,31.61,100.26,class_0
29,-10.59,-79.67,class_0
34,-57.82,-23.54,class_0
605,-21.1,-179.18,class_0
60,-7.15,129.83,class_0
181,11.91,-85.98,class_0
73,24.43,122.25,class_0
0,-7.02,30.9,class_0
20,-21.89,-70.07,class_0
42,17.42,-61.19,class_0
91,-21.29,-68.2,class_0
80,-7.53,127.91,class_0
13,-9.29,158.46,class_0
29,-8.93,120.32,class_0
20,43.52,146.72,class_0
599,-6.1,113.36,class_0
46,-5.54,153.36,class_0
7,39.4,24.94,class_0
8,22.76,121.47,class_0
37,32.48,132.28,class_0
12,33.22,-116.19,class_0
22,58.69,-149.93,class_0
30,43.58,-127.89,class_0
9,40.86,143.38,class_0
26,41.52,142.82,class_0
45,-30.86,-178.21,class_0
33,-30.84,-178.2,class_0
21,-41.72,172.03,class_0
73,-2.98,139.34,class_0
31,39.47,142.89,class_0
33,-5.55,-77.2,class_0
44,38.54,142.14,class_0
17,-30.97,-178.13,class_0
25,-0.27,133.47,class_0
36,16.56,-97.79,class_0
43,25.73,128.5,class_0
52,16.45,122.31,class_0
48,33.31,132.31,class_0
1,1.38,126.24,class_0
41,1.4,126.27,class_0
22,0.06,119.73,class_0
534,-10.2,159.9,class_0
32,-3.74,143.01,class_0
103,10.76,-62.7,class_0
45,-56.27,-27.07,class_0
518,26.29,140.7,class_0
21,-3.38,143.29,class_0
7,65.46,-150.07,class_0
1,1.2,126.34,class_0
0,73.39,54.58,class_0
82,60.15,-152.82,class_0
71,-8.03,158.94,class_0
32,-10.57,164.46,class_0
138,-56.81,-26.93,class_0
238,44.89,143.21,class_0
114,-14.89,167.22,class_0
17,54.84,166,class_0
35,-17.15,-171.57,class_0
46,4.81,127.54,class_0
635,-22.75,178.76,class_0
425,-6.76,126.74,class_0
14,35.97,-10.58,class_0
43,8.69,127.35,class_0
33,27.61,33.91,class_0
39,32.15,131.98,class_0
22,51.29,-179.85,class_0
52,49.41,155.54,class_0
56,51.46,-179.95,class_0
531,-5.71,125.42,class_0
21,1.26,126.23,class_0
41,43.44,147.82,class_0
38,43.61,147.18,class_0
0,43.63,146.5,class_0
33,43.78,147.48,class_0
44,1.81,126.41,class_0
70,43.45,147.98,class_0
46,43.14,147.44,class_0
111,47.88,153.75,class_0
39,31.08,131.43,class_0
0,73.39,54.5,class_0
124,23.09,94.7,class_0
43,51.31,-179.23,class_0
22,51.26,-178.95,class_0
74,27.8,60.02,class_0
20,1.94,94.61,class_0
51,57.7,163.56,class_0
0,49.94,78.98,class_0
51,1.99,126.94,class_0
1,15.79,-59.64,class_0
189,-34.85,178.79,class_0
82,-25.85,-177.29,class_0
25,42.48,143.04,class_0
23,7.03,-104.24,class_0
7,50.13,-179.59,class_0
161,52.59,-175.04,class_0
21,12.15,143.82,class_0
39,-19.07,168.54,class_0
44,44.65,148.99,class_0
16,57.39,-153.97,class_0
3,-22.08,126.65,class_0
11,0.28,119.37,class_0
18,39.21,29.51,class_0
232,-17.07,168.56,class_0
40,15.78,121.71,class_0
243,-18.79,169.29,class_0
6,-55.92,-28.07,class_0
406,27.22,140.29,class_0
48,-9.15,-78.83,class_0
54,-9.93,-78.46,class_0
87,-24.47,-68.46,class_0
64,-58.86,157.6,class_0
44,-22.28,-70.55,class_0
50,-8.75,124.04,class_0
47,32.26,131.78,class_0
47,32.31,131.83,class_0
68,26.02,95.37,class_0
653,-1.46,-72.56,class_0
20,-14.13,166.56,class_0
76,-4.6,153.22,class_0
643,52.36,151.64,class_0
39,17.7,147.65,class_0
8,6.37,-77.48,class_0
