@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute class {class_0,class_1}

@data
2,50,12500,98,class_0
0,13,3250,28,class_0
1,16,4000,35,class_0
2,20,5000,45,class_0
2,7,1750,14,class_0
2,9,2250,22,class_0
5,46,11500,98,class_0
2,10,2500,28,class_0
2,6,1500,15,class_0
2,5,1250,11,class_0
2,14,3500,48,class_0
2,15,3750,49,class_0
2,6,1500,15,class_0
2,3,750,4,class_0
2,3,750,4,class_0
2,6,1500,16,class_0
2,6,1500,16,class_0
4,12,3000,34,class_0
4,5,1250,11,class_0
4,10,2500,28,class_0
4,10,2500,28,class_0
4,9,2250,26,class_0
2,8,2000,28,class_0
2,12,3000,47,class_0
4,6,1500,16,class_0
2,14,3500,57,class_0
4,7,1750,22,class_0
2,13,3250,53,class_0
2,5,1250,16,class_0
4,20,5000,69,class_0
4,9,2250,28,class_0
2,11,2750,46,class_0
4,5,1250,14,class_0
4,19,4750,69,class_0
4,8,2000,26,class_0
2,7,1750,28,class_0
2,8,2000,35,class_0
4,5,1250,16,class_0
2,3,750,9,class_0
2,4,1000,14,class_0
4,17,4250,71,class_0
2,2,500,4,class_0
2,2,500,4,class_0
2,4,1000,16,class_0
4,6,1500,23,class_0
2,6,1500,28,class_0
2,7,1750,35,class_0
4,2,500,4,class_0
4,9,2250,38,class_0
4,4,1000,14,class_0
5,7,1750,26,class_0
4,8,2000,34,class_0
2,13,3250,76,class_0
4,5,1250,23,class_0
4,8,2000,40,class_0
2,7,1750,46,class_0
2,11,2750,79,class_0
2,3,750,16,class_0
4,5,1250,26,class_0
2,6,1500,41,class_0
2,5,1250,33,class_0
4,8,2000,46,class_0
4,8,2000,48,class_0
2,2,500,10,class_0
4,2,500,9,class_0
4,3,750,16,class_0
2,2,500,11,class_0
2,7,1750,58,class_0
2,1,250,2,class_0
2,1,250,2,class_0
2,1,250,2,class_0
2,1,250,2,class_0
11,4,1000,16,class_0
4,5,1250,33,class_0
4,6,1500,41,class_0
4,4,1000,26,class_0
4,5,1250,35,class_0
2,5,1250,47,class_0
9,8,2000,38,class_0
6,2,500,11,class_0
4,1,250,4,class_0
4,1,250,4,class_0
4,1,250,4,class_0
4,1,250,4,class_0
4,1,250,4,class_0
4,1,250,4,class_0
8,8,2000,52,class_0
4,3,750,25,class_0
11,17,4250,79,class_0
11,8,2000,41,class_0
