432,softmax50,241,60,30,2,1.7976931348623157E308,null,null
432,softmax50,271,90,30,3,1.7976931348623157E308,null,null
432,softmax50,301,120,30,4,1.7976931348623157E308,null,null
432,softmax50,331,150,30,5,1.7976931348623157E308,null,null
432,softmax50,361,180,30,6,1.7976931348623157E308,null,null
432,softmax50,391,210,30,7,1.7976931348623157E308,null,null
432,softmax50,422,240,30,8,1.7976931348623157E308,null,null
432,softmax50,452,270,30,9,1.7976931348623157E308,null,null
432,softmax50,482,300,30,10,1.7976931348623157E308,null,null
432,softmax50,512,330,30,11,1.7976931348623157E308,null,null
432,softmax50,542,360,30,12,1.7976931348623157E308,null,null
432,softmax50,572,390,30,13,1.7976931348623157E308,null,null
432,softmax50,602,420,30,14,1.7976931348623157E308,null,null
432,softmax50,632,450,30,15,1.7976931348623157E308,null,null
432,softmax50,663,480,30,16,1.7976931348623157E308,null,null
432,softmax50,693,510,30,17,1.7976931348623157E308,null,null
432,softmax50,723,540,30,18,1.7976931348623157E308,null,null
432,softmax50,753,570,30,19,1.7976931348623157E308,null,null
432,softmax50,783,600,30,20,1.7976931348623157E308,null,null
432,softmax50,813,630,30,21,1.7976931348623157E308,null,null
432,softmax50,843,660,30,22,1.7976931348623157E308,null,null
432,softmax50,874,690,30,23,1.7976931348623157E308,null,null
432,softmax50,904,720,30,24,1.7976931348623157E308,null,null
432,softmax50,934,750,30,25,1.7976931348623157E308,null,null
432,softmax50,964,780,30,26,1.7976931348623157E308,null,null
432,softmax50,994,810,30,27,1.7976931348623157E308,null,null
432,softmax50,1024,840,30,28,1.7976931348623157E308,null,null
432,softmax50,1054,870,30,29,1.7976931348623157E308,null,null
432,softmax50,1085,900,30,30,1.7976931348623157E308,null,null
432,softmax50,1115,930,30,31,1.7976931348623157E308,null,null
432,softmax50,1145,960,30,32,1.7976931348623157E308,null,null
432,softmax50,1175,990,30,33,1.7976931348623157E308,null,null
432,softmax50,1206,1020,30,34,1.7976931348623157E308,null,null
432,softmax50,1236,1050,30,35,1.7976931348623157E308,null,null
432,softmax50,1266,1080,30,36,1.7976931348623157E308,null,null
432,softmax50,1296,1110,30,37,1.7976931348623157E308,null,null
432,softmax50,1326,1140,30,38,1.7976931348623157E308,null,null
432,softmax50,1356,1170,30,39,1.7976931348623157E308,null,null
432,softmax50,1387,1200,30,40,1.7976931348623157E308,null,null
