965,softmax50,242,60,30,2,1.7976931348623157E308,null,null
965,softmax50,272,90,30,3,1.7976931348623157E308,null,null
965,softmax50,303,120,30,4,1.7976931348623157E308,null,null
965,softmax50,333,150,30,5,1.7976931348623157E308,null,null
965,softmax50,363,180,30,6,1.7976931348623157E308,null,null
965,softmax50,393,210,30,7,1.7976931348623157E308,null,null
965,softmax50,423,240,30,8,1.7976931348623157E308,null,null
965,softmax50,454,270,30,9,1.7976931348623157E308,null,null
965,softmax50,484,300,30,10,1.7976931348623157E308,null,null
965,softmax50,514,330,30,11,1.7976931348623157E308,null,null
965,softmax50,544,360,30,12,1.7976931348623157E308,null,null
965,softmax50,574,390,30,13,1.7976931348623157E308,null,null
965,softmax50,605,420,30,14,1.7976931348623157E308,null,null
965,softmax50,635,450,30,15,1.7976931348623157E308,null,null
965,softmax50,665,480,30,16,1.7976931348623157E308,null,null
965,softmax50,695,510,30,17,1.7976931348623157E308,null,null
965,softmax50,725,540,30,18,1.7976931348623157E308,null,null
965,softmax50,755,570,30,19,1.7976931348623157E308,null,null
965,softmax50,786,600,30,20,1.7976931348623157E308,null,null
965,softmax50,816,630,30,21,1.7976931348623157E308,null,null
965,softmax50,846,660,30,22,1.7976931348623157E308,null,null
965,softmax50,876,690,30,23,1.7976931348623157E308,null,null
965,softmax50,906,720,30,24,1.7976931348623157E308,null,null
965,softmax50,936,750,30,25,1.7976931348623157E308,null,null
965,softmax50,967,780,30,26,1.7976931348623157E308,null,null
965,softmax50,997,810,30,27,1.7976931348623157E308,null,null
965,softmax50,1027,840,30,28,1.7976931348623157E308,null,null
965,softmax50,1057,870,30,29,1.7976931348623157E308,null,null
965,softmax50,1087,900,30,30,1.7976931348623157E308,null,null
965,softmax50,1118,930,30,31,1.7976931348623157E308,null,null
965,softmax50,1148,960,30,32,1.7976931348623157E308,null,null
965,softmax50,1178,990,30,33,1.7976931348623157E308,null,null
965,softmax50,1208,1020,30,34,1.7976931348623157E308,null,null
965,softmax50,1238,1050,30,35,1.7976931348623157E308,null,null
965,softmax50,1268,1080,30,36,1.7976931348623157E308,null,null
965,softmax50,1299,1110,30,37,1.7976931348623157E308,null,null
965,softmax50,1329,1140,30,38,1.7976931348623157E308,null,null
965,softmax50,1359,1170,30,39,1.7976931348623157E308,null,null
965,softmax50,1389,1200,30,40,1.7976931348623157E308,null,null
