ExpName, AlgoName, Timeout, ErrorEstimate, BestAlgo, BestParams
yeast,autoweka,60,40.384617,weka.classifiers.trees.RandomForest,-I 53 -K 9 -depth 0
yeast,autoweka,121,39.65179,weka.classifiers.trees.RandomForest,-I 32 -K 0 -depth 0
yeast,autoweka,180,39.073936,weka.classifiers.trees.RandomForest,-I 41 -K 2 -depth 0
yeast,autoweka,241,39.073936,weka.classifiers.trees.RandomForest,-I 41 -K 2 -depth 0
yeast,autoweka,301,39.073936,weka.classifiers.trees.RandomForest,-I 41 -K 2 -depth 0
yeast,autoweka,361,39.073936,weka.classifiers.trees.RandomForest,-I 41 -K 2 -depth 0
yeast,autoweka,421,38.49888,weka.classifiers.trees.RandomForest,-I 40 -K 1 -depth 0
yeast,autoweka,481,38.49888,weka.classifiers.trees.RandomForest,-I 40 -K 1 -depth 0
yeast,autoweka,541,38.49888,weka.classifiers.trees.RandomForest,-I 40 -K 1 -depth 0
yeast,autoweka,601,38.49888,weka.classifiers.trees.RandomForest,-I 40 -K 1 -depth 0
yeast,autoweka,661,38.49888,weka.classifiers.trees.RandomForest,-I 40 -K 1 -depth 0
yeast,autoweka,720,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,781,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,841,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,901,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,961,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1020,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1081,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1141,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1201,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1260,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1321,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1380,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1440,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1500,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1561,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1620,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1680,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1740,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1801,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1860,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1921,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,1981,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2041,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2100,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2160,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2220,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2281,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2340,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2400,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2460,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2520,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2581,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2640,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2700,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2761,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2820,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2881,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
yeast,autoweka,2940,38.019043,weka.classifiers.lazy.IBk,-K 15 -I
