ExpName, AlgoName, Timeout, ErrorEstimate, BestAlgo, BestParams
car,autoweka,60,2.5974026,weka.classifiers.functions.SMO,-C 1.133971143529096 -N 2 -M -K "weka.classifiers.functions.supportVector.Puk -S 3.916987672278699 -O 0.7788560762199789"
car,autoweka,120,1.3774104,weka.classifiers.functions.MultilayerPerceptron,-L 0.2423298157350535 -M 0.6112888213658072 -H a -C -S 1
car,autoweka,180,1.3774104,weka.classifiers.functions.MultilayerPerceptron,-L 0.2423298157350535 -M 0.6112888213658072 -H a -C -S 1
car,autoweka,240,1.3774104,weka.classifiers.functions.MultilayerPerceptron,-L 0.2423298157350535 -M 0.6112888213658072 -H a -C -S 1
car,autoweka,300,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,360,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,420,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,480,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,540,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,600,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,660,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,720,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,780,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,840,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,900,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,960,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,1020,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,1080,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,1140,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,1200,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,1260,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,1320,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,1380,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,1440,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,1500,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,1560,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,1620,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,1680,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,1740,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,1800,0.661157,weka.classifiers.functions.MultilayerPerceptron,-L 0.28922298272984936 -M 0.7624349964839732 -H t -C -R -S 1
car,autoweka,1860,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,1920,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,1980,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2040,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2100,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2160,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2220,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2280,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2340,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2400,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2460,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2520,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2580,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2640,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2700,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2760,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2820,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2880,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,2940,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3000,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3060,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3120,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3180,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3240,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3300,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3360,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3420,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3480,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3540,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3600,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3660,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3720,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3780,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3840,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3900,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,3960,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,4020,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,4080,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,4140,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
car,autoweka,4200,0.3305785,weka.classifiers.functions.SMO,-C 1.4738051745305918 -N 0 -K "weka.classifiers.functions.supportVector.PolyKernel -E 3.640511983181371 -L"
